dataset_id,domain,K,split,replicate,candidate_index,candidate_id,lipid_name,lipid_class,X_hat,rho_zero,rho_zero_status,raw_solver_reported,molecular_truth,candidate_truth,reportable_truth
D0__CAL_R3_K125,D0,125,CAL,R3,0,PA-H__0075,PA 16:0_24:0,PA,0.0037706164422720533,0.0,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,1,PA-H__0076,PA 16:0_24:1,PA,0.003208566246574051,0.0,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,2,PA-H__0077,PA 16:0_24:2,PA,1.1867603383553755e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,3,PA-H__0078,PA 16:0_24:3,PA,0.00021274256426307542,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,4,PA-H__0079,PA 16:0_24:4,PA,1.9540538050687483e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,5,PA-H__0080,PA 16:0_24:5,PA,1.7708101441797e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,6,PA-H__0100,PA 24:0_16:1,PA,1.0610385785127374e-07,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,7,PA-H__0101,PA 16:1_24:1,PA,0.0005195833503907161,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,8,PA-H__0102,PA 16:1_24:2,PA,9.501372215057484e-08,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,9,PA-H__0103,PA 16:1_24:3,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,10,PA-H__0104,PA 16:1_24:4,PA,9.821921081487493e-08,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,11,PA-H__0117,PA 18:0_22:0,PA,0.028443569034402504,4.74173224031582e-06,COMPUTED,True,True,True,True
D0__CAL_R3_K125,D0,125,CAL,R3,12,PA-H__0118,PA 18:0_22:1,PA,0.01579049612427627,1.4773880295991269e-06,COMPUTED,True,True,True,True
D0__CAL_R3_K125,D0,125,CAL,R3,13,PA-H__0119,PA 18:0_22:2,PA,0.000916341921839999,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,14,PA-H__0120,PA 18:0_22:3,PA,9.656679795311141e-07,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,15,PA-H__0121,PA 18:0_22:4,PA,0.0008866338941377613,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,16,PA-H__0122,PA 18:0_22:5,PA,0.01647364243759865,2.468072849133357e-21,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,17,PA-H__0124,PA 18:0_24:0,PA,5.508131798618726e-07,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,18,PA-H__0125,PA 18:0_24:1,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,19,PA-H__0126,PA 18:0_24:2,PA,1.867609307726761e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,20,PA-H__0127,PA 18:0_24:3,PA,0.004215080252011767,2.0848804294529445e-25,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,21,PA-H__0128,PA 18:0_24:4,PA,0.005133729146336158,0.0,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,22,PA-H__0129,PA 18:0_24:5,PA,0.015601251970105454,1.2084406194915506e-06,COMPUTED,True,True,True,True
D0__CAL_R3_K125,D0,125,CAL,R3,23,PA-H__0130,PA 18:0_24:6,PA,0.0009396819891285153,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,24,PA-H__0140,PA 22:0_18:1,PA,0.004644433161562396,0.0,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,25,PA-H__0141,PA 18:1_22:1,PA,0.0027418388909694513,2.7869740486546957e-22,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,26,PA-H__0142,PA 18:1_22:2,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,27,PA-H__0143,PA 18:1_22:3,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,28,PA-H__0144,PA 18:1_22:4,PA,0.0037303531222809046,1.0725487017670357e-26,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,29,PA-H__0147,PA 24:0_18:1,PA,1.8407621284015932e-07,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,30,PA-H__0148,PA 18:1_24:1,PA,9.787748976161372e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,31,PA-H__0149,PA 18:1_24:2,PA,0.00013349285767119,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,32,PA-H__0150,PA 18:1_24:3,PA,0.0012233508012228884,4.988291937891829e-23,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,33,PA-H__0151,PA 18:1_24:4,PA,0.003178559842916502,0.0,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,34,PA-H__0152,PA 18:1_24:5,PA,0.008145777426634616,1.6807423242431536e-06,COMPUTED,True,True,True,True
D0__CAL_R3_K125,D0,125,CAL,R3,35,PA-H__0153,PA 18:1_24:6,PA,0.0033557348782528524,2.7678327811647805e-23,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,36,PA-H__0162,PA 22:0_18:2,PA,0.011086914830018951,3.7998556747908153e-07,COMPUTED,True,True,True,True
D0__CAL_R3_K125,D0,125,CAL,R3,37,PA-H__0163,PA 22:1_18:2,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,38,PA-H__0164,PA 18:2_22:2,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,39,PA-H__0165,PA 18:2_22:3,PA,0.0011929826070539793,0.0,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,40,PA-H__0169,PA 24:0_18:2,PA,4.2141559961005925e-08,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,41,PA-H__0170,PA 24:1_18:2,PA,0.002980229362542429,8.214460717254202e-27,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,42,PA-H__0171,PA 18:2_24:2,PA,0.0004909707069873594,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,43,PA-H__0172,PA 18:2_24:3,PA,7.725137470938436e-06,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,44,PA-H__0173,PA 18:2_24:4,PA,0.00740159203911612,1.2955605024761232e-06,COMPUTED,True,True,True,True
D0__CAL_R3_K125,D0,125,CAL,R3,45,PA-H__0174,PA 18:2_24:5,PA,0.003930489505860227,5.22301413451332e-23,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,46,PA-H__0175,PA 18:2_24:6,PA,0.0005389059671714339,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,47,PA-H__0183,PA 22:0_18:3,PA,1.4302629211721223e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,48,PA-H__0184,PA 22:1_18:3,PA,1.4302049839172494e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,49,PA-H__0185,PA 22:2_18:3,PA,1.1078102659225455e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,50,PA-H__0190,PA 24:0_18:3,PA,0.0008240678276843169,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,51,PA-H__0191,PA 24:1_18:3,PA,0.007432909325402822,2.325631307227603e-07,COMPUTED,True,True,True,True
D0__CAL_R3_K125,D0,125,CAL,R3,52,PA-H__0192,PA 24:2_18:3,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,53,PA-H__0193,PA 18:3_24:3,PA,3.2271365982647244e-06,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,54,PA-H__0194,PA 18:3_24:4,PA,0.0017586286458934756,5.405470224619869e-27,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,55,PA-H__0195,PA 18:3_24:5,PA,0.0020322498121166143,4.699191199620973e-30,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,56,PA-H__0196,PA 18:3_24:6,PA,0.001067741505295469,5.471376116439452e-23,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,57,PA-H__0197,PA 20:0_20:0,PA,0.0101288085456224,6.782373822264793e-08,COMPUTED,True,True,True,True
D0__CAL_R3_K125,D0,125,CAL,R3,58,PA-H__0198,PA 20:0_20:1,PA,0.006466966509508803,1.117228995891181e-21,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,59,PA-H__0199,PA 20:0_20:2,PA,0.0028169167622974466,0.0,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,60,PA-H__0200,PA 20:0_20:3,PA,1.0787063267748754e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,61,PA-H__0201,PA 20:0_20:4,PA,2.0671276606223487e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,62,PA-H__0202,PA 20:0_20:5,PA,0.002483887297232639,4.795200959076887e-07,COMPUTED,True,True,True,True
D0__CAL_R3_K125,D0,125,CAL,R3,63,PA-H__0203,PA 20:0_22:0,PA,0.0010012737431261804,8.595415296307183e-24,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,64,PA-H__0204,PA 20:0_22:1,PA,2.107259655871381e-06,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,65,PA-H__0205,PA 20:0_22:2,PA,1.3084444590723591e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,66,PA-H__0206,PA 20:0_22:3,PA,0.015957823764700896,4.804645682849542e-06,COMPUTED,True,True,True,True
D0__CAL_R3_K125,D0,125,CAL,R3,67,PA-H__0207,PA 20:0_22:4,PA,0.007349277723396992,3.9638344990214443e-07,COMPUTED,True,True,True,True
D0__CAL_R3_K125,D0,125,CAL,R3,68,PA-H__0208,PA 20:0_22:5,PA,0.001684905634636348,8.633420351512963e-26,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,69,PA-H__0209,PA 20:0_22:6,PA,0.010934148504154044,5.370413717238744e-22,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,70,PA-H__0217,PA 20:1_20:1,PA,0.021886704298913005,1.31743800040475e-06,COMPUTED,True,True,True,True
D0__CAL_R3_K125,D0,125,CAL,R3,71,PA-H__0218,PA 20:1_20:2,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,72,PA-H__0219,PA 20:1_20:3,PA,4.388979040651162e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,73,PA-H__0220,PA 20:1_20:4,PA,8.898139962399832e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,74,PA-H__0222,PA 22:0_20:1,PA,2.9873815409331382e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,75,PA-H__0223,PA 20:1_22:1,PA,1.0167130385929822e-06,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,76,PA-H__0224,PA 20:1_22:2,PA,0.002229890597902576,2.087845716854704e-26,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,77,PA-H__0225,PA 20:1_22:3,PA,0.00013799109790880366,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,78,PA-H__0226,PA 20:1_22:4,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,79,PA-H__0227,PA 20:1_22:5,PA,0.00047015239947004525,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,80,PA-H__0228,PA 20:1_22:6,PA,0.004442542833083971,3.4349367853815435e-07,COMPUTED,True,True,True,True
D0__CAL_R3_K125,D0,125,CAL,R3,81,PA-H__0236,PA 20:2_20:2,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,82,PA-H__0237,PA 20:2_20:3,PA,0.0013961271232940755,0.0,COMPUTED,True,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,83,PA-H__0240,PA 22:0_20:2,PA,1.0447904784846775e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,84,PA-H__0241,PA 22:1_20:2,PA,0.02850386758049627,9.5719108957157e-06,COMPUTED,True,True,True,True
D0__CAL_R3_K125,D0,125,CAL,R3,85,PA-H__0242,PA 20:2_22:2,PA,0.00030536927500672133,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,86,PA-H__0243,PA 20:2_22:3,PA,1.1347543629263945e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,87,PA-H__0244,PA 20:2_22:4,PA,2.508792829456178e-07,,NOT_COMPUTED,False,False,False,False
D0__CAL_R3_K125,D0,125,CAL,R3,88,PA-H__0245,PA 20:2_22:5,PA,6.295137396823926e-06,,NOT_COMPUTED,False,False,False,False
