dataset_id,domain,K,split,replicate,lipid_name,lipid_class,X_hat,rho_zero,rho_zero_status,raw_solver_reported,molecular_truth,reportable_truth,candidate_indices
D0__CAL_R3_K125,D0,125,CAL,R3,PA 16:0_24:0,PA,0.0037706164422720533,0.0,COMPUTED,True,False,False,[0]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 16:0_24:1,PA,0.003208566246574051,0.0,COMPUTED,True,False,False,[1]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 16:0_24:2,PA,1.1867603383553755e-05,,NOT_COMPUTED,False,False,False,[2]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 16:0_24:3,PA,0.00021274256426307542,,NOT_COMPUTED,False,False,False,[3]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 16:0_24:4,PA,1.9540538050687483e-05,,NOT_COMPUTED,False,False,False,[4]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 16:0_24:5,PA,1.7708101441797e-05,,NOT_COMPUTED,False,False,False,[5]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 16:1_24:1,PA,0.0005195833503907161,,NOT_COMPUTED,False,False,False,[7]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 16:1_24:2,PA,9.501372215057484e-08,,NOT_COMPUTED,False,False,False,[8]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 16:1_24:3,PA,0.0,,NOT_COMPUTED,False,False,False,[9]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 16:1_24:4,PA,9.821921081487493e-08,,NOT_COMPUTED,False,False,False,[10]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 17:0_24:4,PA,8.33753439228132e-06,,NOT_COMPUTED,False,False,False,[123]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 17:1_24:4,PA,0.0,,NOT_COMPUTED,False,False,False,[124]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 18:0_22:0,PA,0.028443569034402504,4.74173224031582e-06,COMPUTED,True,True,True,[11]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 18:0_22:1,PA,0.01579049612427627,1.4773880295991269e-06,COMPUTED,True,True,True,[12]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 18:0_22:2,PA,0.000916341921839999,,NOT_COMPUTED,False,False,False,[13]
D0__CAL_R3_K125,D0,125,CAL,R3,PA 18:0_22:3,PA,9.656679795311141e-07,,NOT_COMPUTED,False,False,False,[14]
