dataset_id,base_dataset_id,severity,lipid_name,X_hat,rho_zero,rho_zero_status,raw_solver_reported,candidate_truth,molecular_truth,reportable_truth,cone_isolation,max_fragment_cosine,max_full_cosine,lipid_class,collective_gain,pair_id,unit_id,role,spectral_score_CAL,spectral_score_HOLD,joint_hard_score,joint_easy_score,fragment_cosine,fragment_support_jaccard,full_cosine,parent_cosine,base_template_id,realized_spatial_correlation,abundance_multiplier,K,replicate,split,candidate_indices,X_hat_definition,retained_by_rho_zero_global_FDR5,rho_zero_FDR5_threshold_available,retained_by_global_FDR5,filter_induced_true_loss_FDR5,retained_by_rho_zero_global_FDR1,rho_zero_FDR1_threshold_available,retained_by_global_FDR1,filter_induced_true_loss_FDR1,solver_false_negative,protocol
MODERATE__CAL_R3_K050,CAL_R3_K050,MODERATE,PA 16:0_24:0,0.053595707138624424,0.0041890125900486165,COMPUTED,True,True,True,True,0.729606198131629,0.7748217721703936,0.44170172724713597,PA,0.16755576280234685,B2_U7_U22,7,spectral_easy_spatial_high,0.16836124794745483,0.15682101806239737,0.15682101806239737,0.16836124794745483,0.0,0.0,0.0,0.0,121,0.9856141809148439,2.0,50,R3,CAL,[0],sum reported candidates for primary score; all candidates for unreported descriptive abundance,True,True,True,False,True,True,True,False,False,CLEAN_FIXED
MODERATE__CAL_R3_K050,CAL_R3_K050,MODERATE,PA 16:0_24:1,3.380287674153661e-05,,NOT_COMPUTED,False,False,False,False,0.5504804076642431,0.883487638633687,0.6654546118919494,PA,0.19595790828137805,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,50,R3,CAL,[1],sum reported candidates for primary score; all candidates for unreported descriptive abundance,False,True,False,False,False,True,False,False,False,CLEAN_FIXED
MODERATE__CAL_R3_K050,CAL_R3_K050,MODERATE,PA 16:0_24:4,0.00017438462082160883,,NOT_COMPUTED,False,False,False,False,0.2223063465458067,0.9171280506076233,0.9158818256178151,PA,0.17914163452145218,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,50,R3,CAL,[2],sum reported candidates for primary score; all candidates for unreported descriptive abundance,False,True,False,False,False,True,False,False,False,CLEAN_FIXED
MODERATE__CAL_R3_K050,CAL_R3_K050,MODERATE,PA 16:0_24:5,1.1915935894059564e-07,,NOT_COMPUTED,False,False,False,False,0.22923411741411742,0.9171280506076233,0.9158818256178151,PA,0.17221386365314145,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,50,R3,CAL,[3],sum reported candidates for primary score; all candidates for unreported descriptive abundance,False,True,False,False,False,True,False,False,False,CLEAN_FIXED
MODERATE__CAL_R3_K050,CAL_R3_K050,MODERATE,PA 18:0_22:0,5.125688388679042e-07,,NOT_COMPUTED,False,False,False,False,0.3381799302246325,0.7789494468002593,0.6213615663357793,PA,0.44534403487199864,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,50,R3,CAL,[5],sum reported candidates for primary score; all candidates for unreported descriptive abundance,False,True,False,False,False,True,False,False,False,CLEAN_FIXED
MODERATE__CAL_R3_K050,CAL_R3_K050,MODERATE,PA 18:0_22:1,0.000963612843990324,,NOT_COMPUTED,False,False,False,False,0.3291126428847987,0.854010491337717,0.7758194394971382,PA,0.30184234544507127,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,50,R3,CAL,[6],sum reported candidates for primary score; all candidates for unreported descriptive abundance,False,True,False,False,False,True,False,False,False,CLEAN_FIXED
MODERATE__CAL_R3_K050,CAL_R3_K050,MODERATE,PA 18:0_22:2,0.003136336005046374,0.0,COMPUTED,True,False,False,False,0.27393752390511106,0.8394493239810369,0.7712444256096473,PA,0.36260158405766385,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,50,R3,CAL,[7],sum reported candidates for primary score; all candidates for unreported descriptive abundance,False,True,False,False,False,True,False,False,False,CLEAN_FIXED
MODERATE__CAL_R3_K050,CAL_R3_K050,MODERATE,PA 18:0_22:3,0.013415654974003991,0.0,COMPUTED,True,True,True,True,0.26685411549166754,0.7994055605507371,0.7822770241404187,PA,0.35607658490927657,B1_U95_U125,125,spectral_hard_spatial_low,0.7451149425287357,0.8009901477832513,0.7451149425287357,0.8009901477832513,0.05022587307821144,0.0661764705882353,0.05302766559774588,0.11301892928657031,390,-0.2198329027996375,0.6170676298438253,50,R3,CAL,[8],sum reported candidates for primary score; all candidates for unreported descriptive abundance,False,True,False,True,False,True,False,True,False,CLEAN_FIXED
MODERATE__CAL_R3_K050,CAL_R3_K050,MODERATE,PA 18:0_22:4,0.006895475358355694,2.4496373741185245e-06,COMPUTED,True,False,False,False,0.18925162859522815,0.8691673191165914,0.8645836840369737,PA,0.31323723028330897,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,50,R3,CAL,[9],sum reported candidates for primary score; all candidates for unreported descriptive abundance,True,True,True,False,True,True,True,False,False,CLEAN_FIXED
MODERATE__CAL_R3_K050,CAL_R3_K050,MODERATE,PA 18:0_22:5,0.007085004119855132,2.3026782377428715e-05,COMPUTED,True,False,False,False,0.13936661280823676,0.9374908882297373,0.9345818680853585,PA,0.21638151697754526,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,50,R3,CAL,[10],sum reported candidates for primary score; all candidates for unreported descriptive abundance,True,True,True,False,True,True,True,False,False,CLEAN_FIXED
