score,threshold,TP,FP,FDR,precision,all_truth_recall,TP_retention,reportable_truth_recall,coverage,solver_FN,post_solver_true_loss
X_hat,0.00896173687965862,74,9,0.10843373493975904,0.891566265060241,0.592,0.592,0.592,0.3933649289099526,0,51
X_hat,0.008637453311961247,74,10,0.11904761904761904,0.8809523809523809,0.592,0.592,0.592,0.3981042654028436,0,51
X_hat,0.008631042798501706,74,11,0.12941176470588237,0.8705882352941177,0.592,0.592,0.592,0.4028436018957346,0,51
X_hat,0.008603717423622207,75,11,0.12790697674418605,0.872093023255814,0.6,0.6,0.6,0.4075829383886256,0,50
X_hat,0.008362775389193926,76,11,0.12643678160919541,0.8735632183908046,0.608,0.608,0.608,0.41232227488151657,0,49
X_hat,0.008251439904865055,77,11,0.125,0.875,0.616,0.616,0.616,0.41706161137440756,0,48
X_hat,0.008239094186584134,78,11,0.12359550561797752,0.8764044943820225,0.624,0.624,0.624,0.4218009478672986,0,47
X_hat,0.008176234513289167,79,11,0.12222222222222222,0.8777777777777778,0.632,0.632,0.632,0.4265402843601896,0,46
X_hat,0.008052630580618609,79,12,0.13186813186813187,0.8681318681318682,0.632,0.632,0.632,0.4312796208530806,0,46
X_hat,0.008008462583445945,80,12,0.13043478260869565,0.8695652173913043,0.64,0.64,0.64,0.43601895734597157,0,45
X_hat,0.007852920228573038,80,13,0.13978494623655913,0.8602150537634409,0.64,0.64,0.64,0.44075829383886256,0,45
X_hat,0.007636022096418485,80,14,0.14893617021276595,0.851063829787234,0.64,0.64,0.64,0.44549763033175355,0,45
X_hat,0.007580298817941742,80,15,0.15789473684210525,0.8421052631578947,0.64,0.64,0.64,0.45023696682464454,0,45
X_hat,0.00744667935783274,80,16,0.16666666666666666,0.8333333333333334,0.64,0.64,0.64,0.4549763033175355,0,45
X_hat,0.0074463295359074285,81,16,0.16494845360824742,0.8350515463917526,0.648,0.648,0.648,0.4597156398104265,0,44
X_hat,0.007315523188842367,82,16,0.16326530612244897,0.8367346938775511,0.656,0.656,0.656,0.46445497630331756,0,43
X_hat,0.007309647531704064,83,16,0.16161616161616163,0.8383838383838383,0.664,0.664,0.664,0.46919431279620855,0,42
X_hat,0.007281994613320668,84,16,0.16,0.84,0.672,0.672,0.672,0.47393364928909953,0,41
X_hat,0.007239848789760694,85,16,0.15841584158415842,0.8415841584158416,0.68,0.68,0.68,0.4786729857819905,0,40
X_hat,0.007169176683362369,86,16,0.1568627450980392,0.8431372549019608,0.688,0.688,0.688,0.4834123222748815,0,39
X_hat,0.007135581797406578,87,16,0.1553398058252427,0.8446601941747572,0.696,0.696,0.696,0.4881516587677725,0,38
X_hat,0.007121952949931712,88,16,0.15384615384615385,0.8461538461538461,0.704,0.704,0.704,0.4928909952606635,0,37
X_hat,0.007080112540724202,89,16,0.1523809523809524,0.8476190476190476,0.712,0.712,0.712,0.4976303317535545,0,36
X_hat,0.007068732449646641,90,16,0.1509433962264151,0.8490566037735849,0.72,0.72,0.72,0.5023696682464455,0,35
X_hat,0.007014768708820236,91,16,0.14953271028037382,0.8504672897196262,0.728,0.728,0.728,0.5071090047393365,0,34
X_hat,0.006987192014184729,91,17,0.1574074074074074,0.8425925925925926,0.728,0.728,0.728,0.5118483412322274,0,34
X_hat,0.0069522578173945105,92,17,0.1559633027522936,0.8440366972477065,0.736,0.736,0.736,0.5165876777251185,0,33
X_hat,0.006673077758406503,92,18,0.16363636363636364,0.8363636363636363,0.736,0.736,0.736,0.5213270142180095,0,33
X_hat,0.006459003468055472,92,19,0.17117117117117117,0.8288288288288288,0.736,0.736,0.736,0.5260663507109005,0,33
X_hat,0.006451662881689921,93,19,0.16964285714285715,0.8303571428571429,0.744,0.744,0.744,0.5308056872037915,0,32
X_hat,0.006393965938175638,93,20,0.17699115044247787,0.8230088495575221,0.744,0.744,0.744,0.5355450236966824,0,32
X_hat,0.006391544618330325,94,20,0.17543859649122806,0.8245614035087719,0.752,0.752,0.752,0.5402843601895735,0,31
X_hat,0.006150476306564225,95,20,0.17391304347826086,0.8260869565217391,0.76,0.76,0.76,0.5450236966824644,0,30
X_hat,0.006089240186749077,96,20,0.1724137931034483,0.8275862068965517,0.768,0.768,0.768,0.5497630331753555,0,29
X_hat,0.005985217518769151,97,20,0.17094017094017094,0.8290598290598291,0.776,0.776,0.776,0.5545023696682464,0,28
X_hat,0.0059753991446226725,97,21,0.17796610169491525,0.8220338983050848,0.776,0.776,0.776,0.5592417061611374,0,28
X_hat,0.005936801173512182,97,22,0.18487394957983194,0.8151260504201681,0.776,0.776,0.776,0.5639810426540285,0,28
X_hat,0.005682998939934169,98,22,0.18333333333333332,0.8166666666666667,0.784,0.784,0.784,0.5687203791469194,0,27
X_hat,0.005662543028641783,99,22,0.18181818181818182,0.8181818181818182,0.792,0.792,0.792,0.5734597156398105,0,26
X_hat,0.005610092185783702,100,22,0.18032786885245902,0.819672131147541,0.8,0.8,0.8,0.5781990521327014,0,25
X_hat,0.0055570081857406,101,22,0.17886178861788618,0.8211382113821138,0.808,0.808,0.808,0.5829383886255924,0,24
X_hat,0.005477753681742413,102,22,0.1774193548387097,0.8225806451612904,0.816,0.816,0.816,0.5876777251184834,0,23
X_hat,0.005340467723781604,102,23,0.184,0.816,0.816,0.816,0.816,0.5924170616113744,0,23
X_hat,0.005163764932529731,102,24,0.19047619047619047,0.8095238095238095,0.816,0.816,0.816,0.5971563981042654,0,23
X_hat,0.005076038922415049,102,25,0.1968503937007874,0.8031496062992126,0.816,0.816,0.816,0.6018957345971564,0,23
X_hat,0.0048398833735400024,102,26,0.203125,0.796875,0.816,0.816,0.816,0.6066350710900474,0,23
X_hat,0.004819914677160951,102,27,0.20930232558139536,0.7906976744186046,0.816,0.816,0.816,0.6113744075829384,0,23
X_hat,0.004719718654974258,103,27,0.2076923076923077,0.7923076923076923,0.824,0.824,0.824,0.6161137440758294,0,22
X_hat,0.004693774201093551,104,27,0.20610687022900764,0.7938931297709924,0.832,0.832,0.832,0.6208530805687204,0,21
X_hat,0.004631008013107067,105,27,0.20454545454545456,0.7954545454545454,0.84,0.84,0.84,0.6255924170616114,0,20
X_hat,0.004497366322694889,106,27,0.20300751879699247,0.7969924812030075,0.848,0.848,0.848,0.6303317535545023,0,19
X_hat,0.004433185690467462,106,28,0.208955223880597,0.7910447761194029,0.848,0.848,0.848,0.6350710900473934,0,19
X_hat,0.004417699608239912,107,28,0.2074074074074074,0.7925925925925926,0.856,0.856,0.856,0.6398104265402843,0,18
X_hat,0.0043240158833631704,107,29,0.21323529411764705,0.7867647058823529,0.856,0.856,0.856,0.6445497630331753,0,18
X_hat,0.004240831409744414,107,30,0.21897810218978103,0.781021897810219,0.856,0.856,0.856,0.6492890995260664,0,18
X_hat,0.004230138074507786,107,31,0.2246376811594203,0.7753623188405797,0.856,0.856,0.856,0.6540284360189573,0,18
X_hat,0.0041561617304416605,107,32,0.2302158273381295,0.7697841726618705,0.856,0.856,0.856,0.6587677725118484,0,18
X_hat,0.004122898832879408,107,33,0.2357142857142857,0.7642857142857142,0.856,0.856,0.856,0.6635071090047393,0,18
X_hat,0.00397716440430996,107,34,0.24113475177304963,0.7588652482269503,0.856,0.856,0.856,0.6682464454976303,0,18
X_hat,0.003960933869430738,108,34,0.23943661971830985,0.7605633802816901,0.864,0.864,0.864,0.6729857819905213,0,17
X_hat,0.0039040613639351406,108,35,0.24475524475524477,0.7552447552447552,0.864,0.864,0.864,0.6777251184834123,0,17
X_hat,0.0035718869375212362,108,36,0.25,0.75,0.864,0.864,0.864,0.6824644549763034,0,17
X_hat,0.0035580120146551223,108,37,0.25517241379310346,0.7448275862068966,0.864,0.864,0.864,0.6872037914691943,0,17
X_hat,0.003479531099039532,108,38,0.2602739726027397,0.7397260273972602,0.864,0.864,0.864,0.6919431279620853,0,17
X_hat,0.0032849154779331148,109,38,0.2585034013605442,0.7414965986394558,0.872,0.872,0.872,0.6966824644549763,0,16
X_hat,0.0032622598558264835,110,38,0.25675675675675674,0.7432432432432432,0.88,0.88,0.88,0.7014218009478673,0,15
X_hat,0.0032588833801337528,111,38,0.2550335570469799,0.7449664429530202,0.888,0.888,0.888,0.7061611374407583,0,14
X_hat,0.003217690309649213,111,39,0.26,0.74,0.888,0.888,0.888,0.7109004739336493,0,14
X_hat,0.0031504944136138695,112,39,0.2582781456953642,0.7417218543046358,0.896,0.896,0.896,0.7156398104265402,0,13
X_hat,0.003047018946746146,113,39,0.2565789473684211,0.743421052631579,0.904,0.904,0.904,0.7203791469194313,0,12
X_hat,0.003008717983882098,113,40,0.26143790849673204,0.738562091503268,0.904,0.904,0.904,0.7251184834123223,0,12
X_hat,0.002860039789958389,113,41,0.2662337662337662,0.7337662337662337,0.904,0.904,0.904,0.7298578199052133,0,12
X_hat,0.0026957404822109277,113,42,0.2709677419354839,0.7290322580645161,0.904,0.904,0.904,0.7345971563981043,0,12
X_hat,0.0026912211546036863,113,43,0.27564102564102566,0.7243589743589743,0.904,0.904,0.904,0.7393364928909952,0,12
X_hat,0.0026476156328466235,113,44,0.2802547770700637,0.7197452229299363,0.904,0.904,0.904,0.7440758293838863,0,12
X_hat,0.0026389135880558936,113,45,0.2848101265822785,0.7151898734177216,0.904,0.904,0.904,0.7488151658767772,0,12
X_hat,0.002603351723519023,114,45,0.2830188679245283,0.7169811320754716,0.912,0.912,0.912,0.7535545023696683,0,11
X_hat,0.002472570364014822,114,46,0.2875,0.7125,0.912,0.912,0.912,0.7582938388625592,0,11
X_hat,0.0023679807601370904,114,47,0.2919254658385093,0.7080745341614907,0.912,0.912,0.912,0.7630331753554502,0,11
X_hat,0.0023288172817605706,115,47,0.29012345679012347,0.7098765432098766,0.92,0.92,0.92,0.7677725118483413,0,10
X_hat,0.0022690852799708613,116,47,0.2883435582822086,0.7116564417177914,0.928,0.928,0.928,0.7725118483412322,0,9
X_hat,0.002227791558320973,116,48,0.2926829268292683,0.7073170731707317,0.928,0.928,0.928,0.7772511848341233,0,9
X_hat,0.002157681582561206,116,49,0.296969696969697,0.703030303030303,0.928,0.928,0.928,0.7819905213270142,0,9
X_hat,0.0021045853957213662,116,50,0.30120481927710846,0.6987951807228916,0.928,0.928,0.928,0.7867298578199052,0,9
X_hat,0.0020925367164831288,116,51,0.30538922155688625,0.6946107784431138,0.928,0.928,0.928,0.7914691943127962,0,9
X_hat,0.0019899545017635794,117,51,0.30357142857142855,0.6964285714285714,0.936,0.936,0.936,0.7962085308056872,0,8
X_hat,0.001963328900192817,117,52,0.3076923076923077,0.6923076923076923,0.936,0.936,0.936,0.8009478672985783,0,8
X_hat,0.001810338682989176,117,53,0.31176470588235294,0.6882352941176471,0.936,0.936,0.936,0.8056872037914692,0,8
X_hat,0.0018002649686401772,117,54,0.3157894736842105,0.6842105263157895,0.936,0.936,0.936,0.8104265402843602,0,8
X_hat,0.001776189885130278,118,54,0.313953488372093,0.686046511627907,0.944,0.944,0.944,0.8151658767772512,0,7
X_hat,0.001770172789624573,118,55,0.3179190751445087,0.6820809248554913,0.944,0.944,0.944,0.8199052132701422,0,7
X_hat,0.001746945040168693,119,55,0.3160919540229885,0.6839080459770115,0.952,0.952,0.952,0.8246445497630331,0,6
X_hat,0.0017191894673436443,119,56,0.32,0.68,0.952,0.952,0.952,0.8293838862559242,0,6
X_hat,0.0017041254233068192,119,57,0.32386363636363635,0.6761363636363636,0.952,0.952,0.952,0.8341232227488151,0,6
X_hat,0.001681008946562484,120,57,0.3220338983050847,0.6779661016949152,0.96,0.96,0.96,0.8388625592417062,0,5
X_hat,0.0016716085572121941,120,58,0.3258426966292135,0.6741573033707865,0.96,0.96,0.96,0.8436018957345972,0,5
X_hat,0.0016557646557956078,121,58,0.3240223463687151,0.6759776536312849,0.968,0.968,0.968,0.8483412322274881,0,4
X_hat,0.001642892365974681,121,59,0.3277777777777778,0.6722222222222223,0.968,0.968,0.968,0.8530805687203792,0,4
X_hat,0.0016352857667092414,121,60,0.3314917127071823,0.6685082872928176,0.968,0.968,0.968,0.8578199052132701,0,4
X_hat,0.0016333960785192682,121,61,0.33516483516483514,0.6648351648351648,0.968,0.968,0.968,0.8625592417061612,0,4
X_hat,0.001586319195640057,121,62,0.33879781420765026,0.6612021857923497,0.968,0.968,0.968,0.8672985781990521,0,4
X_hat,0.0015272930835966258,121,63,0.3423913043478261,0.657608695652174,0.968,0.968,0.968,0.8720379146919431,0,4
X_hat,0.0015094901667017234,121,64,0.34594594594594597,0.654054054054054,0.968,0.968,0.968,0.8767772511848341,0,4
X_hat,0.0014924352621383502,121,65,0.34946236559139787,0.6505376344086021,0.968,0.968,0.968,0.8815165876777251,0,4
X_hat,0.001470716933528238,121,66,0.35294117647058826,0.6470588235294118,0.968,0.968,0.968,0.8862559241706162,0,4
X_hat,0.0014215719583696345,122,66,0.35106382978723405,0.648936170212766,0.976,0.976,0.976,0.8909952606635071,0,3
X_hat,0.0014209247123874585,122,67,0.3544973544973545,0.6455026455026455,0.976,0.976,0.976,0.8957345971563981,0,3
X_hat,0.0014189333457614545,122,68,0.35789473684210527,0.6421052631578947,0.976,0.976,0.976,0.9004739336492891,0,3
X_hat,0.0014154562480794977,123,68,0.35602094240837695,0.643979057591623,0.984,0.984,0.984,0.9052132701421801,0,2
X_hat,0.001387582497368775,123,69,0.359375,0.640625,0.984,0.984,0.984,0.909952606635071,0,2
X_hat,0.0013765638814763137,123,70,0.3626943005181347,0.6373056994818653,0.984,0.984,0.984,0.9146919431279621,0,2
X_hat,0.0013112580145542897,123,71,0.36597938144329895,0.634020618556701,0.984,0.984,0.984,0.919431279620853,0,2
X_hat,0.0013105982216793314,123,72,0.36923076923076925,0.6307692307692307,0.984,0.984,0.984,0.9241706161137441,0,2
X_hat,0.0012835390718043515,123,73,0.37244897959183676,0.6275510204081632,0.984,0.984,0.984,0.9289099526066351,0,2
X_hat,0.0012834653509958749,123,74,0.3756345177664975,0.6243654822335025,0.984,0.984,0.984,0.933649289099526,0,2
X_hat,0.0012762551571327979,123,75,0.3787878787878788,0.6212121212121212,0.984,0.984,0.984,0.9383886255924171,0,2
X_hat,0.001262048995619498,123,76,0.38190954773869346,0.6180904522613065,0.984,0.984,0.984,0.943127962085308,0,2
X_hat,0.0012603569861926026,123,77,0.385,0.615,0.984,0.984,0.984,0.9478672985781991,0,2
X_hat,0.001246261329217017,123,78,0.3880597014925373,0.6119402985074627,0.984,0.984,0.984,0.95260663507109,0,2
X_hat,0.0012244218458323207,123,79,0.3910891089108911,0.6089108910891089,0.984,0.984,0.984,0.957345971563981,0,2
X_hat,0.0012105083374233155,123,80,0.39408866995073893,0.6059113300492611,0.984,0.984,0.984,0.9620853080568721,0,2
X_hat,0.0012074806883153749,123,81,0.39705882352941174,0.6029411764705882,0.984,0.984,0.984,0.966824644549763,0,2
X_hat,0.0012056681416663408,124,81,0.3951219512195122,0.6048780487804878,0.992,0.992,0.992,0.9715639810426541,0,1
X_hat,0.001197749942603702,125,81,0.3932038834951456,0.6067961165048543,1.0,1.0,1.0,0.976303317535545,0,0
X_hat,0.001169655877589869,125,82,0.3961352657004831,0.6038647342995169,1.0,1.0,1.0,0.981042654028436,0,0
X_hat,0.0011610161838235358,125,83,0.39903846153846156,0.6009615384615384,1.0,1.0,1.0,0.985781990521327,0,0
X_hat,0.0010410208971420602,125,84,0.4019138755980861,0.5980861244019139,1.0,1.0,1.0,0.990521327014218,0,0
X_hat,0.001030874916769711,125,85,0.40476190476190477,0.5952380952380952,1.0,1.0,1.0,0.995260663507109,0,0
X_hat,0.0010059464122224152,125,86,0.4075829383886256,0.5924170616113744,1.0,1.0,1.0,1.0,0,0
flexible_identity_score,0.002069119580479675,1,0,0.0,1.0,0.008,0.008,0.008,0.004739336492890996,0,124
flexible_identity_score,0.0015234003370008448,2,0,0.0,1.0,0.016,0.016,0.016,0.009478672985781991,0,123
flexible_identity_score,0.00032636318718054806,3,0,0.0,1.0,0.024,0.024,0.024,0.014218009478672985,0,122
flexible_identity_score,0.0002476445802232817,4,0,0.0,1.0,0.032,0.032,0.032,0.018957345971563982,0,121
flexible_identity_score,0.0001928198242665558,5,0,0.0,1.0,0.04,0.04,0.04,0.023696682464454975,0,120
flexible_identity_score,0.00017001227912403266,6,0,0.0,1.0,0.048,0.048,0.048,0.02843601895734597,0,119
flexible_identity_score,0.00014743497176570485,6,1,0.14285714285714285,0.8571428571428571,0.048,0.048,0.048,0.03317535545023697,0,119
flexible_identity_score,0.00013184195440843415,7,1,0.125,0.875,0.056,0.056,0.056,0.037914691943127965,0,118
flexible_identity_score,0.0001183670161434207,8,1,0.1111111111111111,0.8888888888888888,0.064,0.064,0.064,0.04265402843601896,0,117
flexible_identity_score,0.00011495794151759988,9,1,0.1,0.9,0.072,0.072,0.072,0.04739336492890995,0,116
flexible_identity_score,8.892944683677842e-05,10,1,0.09090909090909091,0.9090909090909091,0.08,0.08,0.08,0.052132701421800945,0,115
flexible_identity_score,6.01589275615473e-05,11,1,0.08333333333333333,0.9166666666666666,0.088,0.088,0.088,0.05687203791469194,0,114
flexible_identity_score,5.358245220842995e-05,12,1,0.07692307692307693,0.9230769230769231,0.096,0.096,0.096,0.061611374407582936,0,113
flexible_identity_score,5.300884071879532e-05,13,1,0.07142857142857142,0.9285714285714286,0.104,0.104,0.104,0.06635071090047394,0,112
flexible_identity_score,4.790717386037461e-05,14,1,0.06666666666666667,0.9333333333333333,0.112,0.112,0.112,0.07109004739336493,0,111
flexible_identity_score,4.774444981936757e-05,15,1,0.0625,0.9375,0.12,0.12,0.12,0.07582938388625593,0,110
flexible_identity_score,4.529999622390672e-05,16,1,0.058823529411764705,0.9411764705882353,0.128,0.128,0.128,0.08056872037914692,0,109
flexible_identity_score,4.194961545566438e-05,17,1,0.05555555555555555,0.9444444444444444,0.136,0.136,0.136,0.08530805687203792,0,108
flexible_identity_score,3.842655708285332e-05,18,1,0.05263157894736842,0.9473684210526315,0.144,0.144,0.144,0.09004739336492891,0,107
flexible_identity_score,3.550823671255809e-05,19,1,0.05,0.95,0.152,0.152,0.152,0.0947867298578199,0,106
flexible_identity_score,3.296475866103616e-05,20,1,0.047619047619047616,0.9523809523809523,0.16,0.16,0.16,0.0995260663507109,0,105
flexible_identity_score,2.8406715985501605e-05,21,1,0.045454545454545456,0.9545454545454546,0.168,0.168,0.168,0.10426540284360189,0,104
flexible_identity_score,2.689794110417075e-05,22,1,0.043478260869565216,0.9565217391304348,0.176,0.176,0.176,0.10900473933649289,0,103
flexible_identity_score,2.6582673010592345e-05,23,1,0.041666666666666664,0.9583333333333334,0.184,0.184,0.184,0.11374407582938388,0,102
flexible_identity_score,2.575099941171406e-05,24,1,0.04,0.96,0.192,0.192,0.192,0.11848341232227488,0,101
flexible_identity_score,2.3849264555756684e-05,25,1,0.038461538461538464,0.9615384615384616,0.2,0.2,0.2,0.12322274881516587,0,100
flexible_identity_score,1.820058568242917e-05,26,1,0.037037037037037035,0.9629629629629629,0.208,0.208,0.208,0.12796208530805686,0,99
flexible_identity_score,1.7026218661693826e-05,26,2,0.07142857142857142,0.9285714285714286,0.208,0.208,0.208,0.13270142180094788,0,99
flexible_identity_score,1.701801038787115e-05,27,2,0.06896551724137931,0.9310344827586207,0.216,0.216,0.216,0.13744075829383887,0,98
flexible_identity_score,1.592005771733715e-05,28,2,0.06666666666666667,0.9333333333333333,0.224,0.224,0.224,0.14218009478672985,0,97
flexible_identity_score,1.5314587525619247e-05,29,2,0.06451612903225806,0.9354838709677419,0.232,0.232,0.232,0.14691943127962084,0,96
flexible_identity_score,1.4094328166246513e-05,30,2,0.0625,0.9375,0.24,0.24,0.24,0.15165876777251186,0,95
flexible_identity_score,1.1703293518220657e-05,30,3,0.09090909090909091,0.9090909090909091,0.24,0.24,0.24,0.15639810426540285,0,95
flexible_identity_score,1.1558803382771384e-05,31,3,0.08823529411764706,0.9117647058823529,0.248,0.248,0.248,0.16113744075829384,0,94
flexible_identity_score,1.1299532731451603e-05,31,4,0.11428571428571428,0.8857142857142857,0.248,0.248,0.248,0.16587677725118483,0,94
flexible_identity_score,1.0738395673804232e-05,32,4,0.1111111111111111,0.8888888888888888,0.256,0.256,0.256,0.17061611374407584,0,93
flexible_identity_score,1.0731383054969091e-05,33,4,0.10810810810810811,0.8918918918918919,0.264,0.264,0.264,0.17535545023696683,0,92
flexible_identity_score,1.0728179173190676e-05,33,5,0.13157894736842105,0.868421052631579,0.264,0.264,0.264,0.18009478672985782,0,92
flexible_identity_score,1.0449079091580063e-05,34,5,0.1282051282051282,0.8717948717948718,0.272,0.272,0.272,0.1848341232227488,0,91
flexible_identity_score,9.903477622944782e-06,35,5,0.125,0.875,0.28,0.28,0.28,0.1895734597156398,0,90
flexible_identity_score,9.517228650236788e-06,36,5,0.12195121951219512,0.8780487804878049,0.288,0.288,0.288,0.1943127962085308,0,89
flexible_identity_score,8.732922598710993e-06,36,6,0.14285714285714285,0.8571428571428571,0.288,0.288,0.288,0.1990521327014218,0,89
flexible_identity_score,8.610274212303262e-06,37,6,0.13953488372093023,0.8604651162790697,0.296,0.296,0.296,0.2037914691943128,0,88
flexible_identity_score,8.559002552949575e-06,38,6,0.13636363636363635,0.8636363636363636,0.304,0.304,0.304,0.20853080568720378,0,87
flexible_identity_score,8.543477053513101e-06,39,6,0.13333333333333333,0.8666666666666667,0.312,0.312,0.312,0.2132701421800948,0,86
flexible_identity_score,8.224839652974219e-06,40,6,0.13043478260869565,0.8695652173913043,0.32,0.32,0.32,0.21800947867298578,0,85
flexible_identity_score,7.888944916434812e-06,41,6,0.1276595744680851,0.8723404255319149,0.328,0.328,0.328,0.22274881516587677,0,84
flexible_identity_score,7.662909504632147e-06,42,6,0.125,0.875,0.336,0.336,0.336,0.22748815165876776,0,83
flexible_identity_score,7.631524239577823e-06,42,7,0.14285714285714285,0.8571428571428571,0.336,0.336,0.336,0.23222748815165878,0,83
flexible_identity_score,7.4841645807919454e-06,42,8,0.16,0.84,0.336,0.336,0.336,0.23696682464454977,0,83
flexible_identity_score,7.477509396392241e-06,43,8,0.1568627450980392,0.8431372549019608,0.344,0.344,0.344,0.24170616113744076,0,82
flexible_identity_score,6.97723039509218e-06,44,8,0.15384615384615385,0.8461538461538461,0.352,0.352,0.352,0.24644549763033174,0,81
flexible_identity_score,6.85615049257235e-06,45,8,0.1509433962264151,0.8490566037735849,0.36,0.36,0.36,0.25118483412322273,0,80
flexible_identity_score,5.916851390308122e-06,46,8,0.14814814814814814,0.8518518518518519,0.368,0.368,0.368,0.2559241706161137,0,79
flexible_identity_score,5.672240909308001e-06,46,9,0.16363636363636364,0.8363636363636363,0.368,0.368,0.368,0.26066350710900477,0,79
flexible_identity_score,5.462459029830389e-06,47,9,0.16071428571428573,0.8392857142857143,0.376,0.376,0.376,0.26540284360189575,0,78
flexible_identity_score,5.143525643639316e-06,47,10,0.17543859649122806,0.8245614035087719,0.376,0.376,0.376,0.27014218009478674,0,78
flexible_identity_score,4.7029208143726215e-06,47,11,0.1896551724137931,0.8103448275862069,0.376,0.376,0.376,0.27488151658767773,0,78
flexible_identity_score,4.674846021044874e-06,48,11,0.1864406779661017,0.8135593220338984,0.384,0.384,0.384,0.2796208530805687,0,77
flexible_identity_score,4.6124156169456225e-06,49,11,0.18333333333333332,0.8166666666666667,0.392,0.392,0.392,0.2843601895734597,0,76
flexible_identity_score,4.57195812344888e-06,50,11,0.18032786885245902,0.819672131147541,0.4,0.4,0.4,0.2890995260663507,0,75
flexible_identity_score,4.555568150771196e-06,51,11,0.1774193548387097,0.8225806451612904,0.408,0.408,0.408,0.2938388625592417,0,74
flexible_identity_score,4.46749183493219e-06,52,11,0.1746031746031746,0.8253968253968254,0.416,0.416,0.416,0.2985781990521327,0,73
flexible_identity_score,4.4163610594808005e-06,53,11,0.171875,0.828125,0.424,0.424,0.424,0.3033175355450237,0,72
flexible_identity_score,4.400215485371991e-06,54,11,0.16923076923076924,0.8307692307692308,0.432,0.432,0.432,0.3080568720379147,0,71
flexible_identity_score,3.952732195418388e-06,54,12,0.18181818181818182,0.8181818181818182,0.432,0.432,0.432,0.3127962085308057,0,71
flexible_identity_score,3.357304191108373e-06,54,13,0.19402985074626866,0.8059701492537313,0.432,0.432,0.432,0.3175355450236967,0,71
flexible_identity_score,3.2737116805176774e-06,54,14,0.20588235294117646,0.7941176470588235,0.432,0.432,0.432,0.3222748815165877,0,71
flexible_identity_score,3.2552941013866655e-06,54,15,0.21739130434782608,0.782608695652174,0.432,0.432,0.432,0.32701421800947866,0,71
flexible_identity_score,3.1443279131892175e-06,54,16,0.22857142857142856,0.7714285714285715,0.432,0.432,0.432,0.33175355450236965,0,71
flexible_identity_score,3.061371450395159e-06,55,16,0.22535211267605634,0.7746478873239436,0.44,0.44,0.44,0.33649289099526064,0,70
flexible_identity_score,2.93674445421633e-06,56,16,0.2222222222222222,0.7777777777777778,0.448,0.448,0.448,0.3412322274881517,0,69
flexible_identity_score,2.6022773059453982e-06,57,16,0.2191780821917808,0.7808219178082192,0.456,0.456,0.456,0.3459715639810427,0,68
flexible_identity_score,2.5517990192330126e-06,58,16,0.21621621621621623,0.7837837837837838,0.464,0.464,0.464,0.35071090047393366,0,67
flexible_identity_score,2.5101825582730573e-06,59,16,0.21333333333333335,0.7866666666666666,0.472,0.472,0.472,0.35545023696682465,0,66
flexible_identity_score,2.2816868108214715e-06,59,17,0.2236842105263158,0.7763157894736842,0.472,0.472,0.472,0.36018957345971564,0,66
flexible_identity_score,2.2747118938192078e-06,60,17,0.22077922077922077,0.7792207792207793,0.48,0.48,0.48,0.36492890995260663,0,65
flexible_identity_score,2.056522928439844e-06,60,18,0.23076923076923078,0.7692307692307693,0.48,0.48,0.48,0.3696682464454976,0,65
flexible_identity_score,1.980914551742448e-06,61,18,0.22784810126582278,0.7721518987341772,0.488,0.488,0.488,0.3744075829383886,0,64
flexible_identity_score,1.97769271147189e-06,61,19,0.2375,0.7625,0.488,0.488,0.488,0.3791469194312796,0,64
flexible_identity_score,1.9629262083481637e-06,62,19,0.2345679012345679,0.7654320987654321,0.496,0.496,0.496,0.38388625592417064,0,63
flexible_identity_score,1.939400659752089e-06,62,20,0.24390243902439024,0.7560975609756098,0.496,0.496,0.496,0.3886255924170616,0,63
flexible_identity_score,1.4699397036069938e-06,63,20,0.24096385542168675,0.7590361445783133,0.504,0.504,0.504,0.3933649289099526,0,62
flexible_identity_score,1.396124344128044e-06,64,20,0.23809523809523808,0.7619047619047619,0.512,0.512,0.512,0.3981042654028436,0,61
flexible_identity_score,1.3830440870010682e-06,65,20,0.23529411764705882,0.7647058823529411,0.52,0.52,0.52,0.4028436018957346,0,60
flexible_identity_score,1.2376628066376716e-06,65,21,0.2441860465116279,0.7558139534883721,0.52,0.52,0.52,0.4075829383886256,0,60
flexible_identity_score,1.1772339494927226e-06,66,21,0.2413793103448276,0.7586206896551724,0.528,0.528,0.528,0.41232227488151657,0,59
flexible_identity_score,1.0822064651563877e-06,67,21,0.23863636363636365,0.7613636363636364,0.536,0.536,0.536,0.41706161137440756,0,58
flexible_identity_score,1.0810107813605577e-06,67,22,0.24719101123595505,0.7528089887640449,0.536,0.536,0.536,0.4218009478672986,0,58
flexible_identity_score,1.0154597715816594e-06,68,22,0.24444444444444444,0.7555555555555555,0.544,0.544,0.544,0.4265402843601896,0,57
flexible_identity_score,9.367871345388234e-07,68,23,0.25274725274725274,0.7472527472527473,0.544,0.544,0.544,0.4312796208530806,0,57
flexible_identity_score,9.347532461724266e-07,69,23,0.25,0.75,0.552,0.552,0.552,0.43601895734597157,0,56
flexible_identity_score,8.736833870151583e-07,69,24,0.25806451612903225,0.7419354838709677,0.552,0.552,0.552,0.44075829383886256,0,56
flexible_identity_score,8.409052119082569e-07,69,25,0.26595744680851063,0.7340425531914894,0.552,0.552,0.552,0.44549763033175355,0,56
