dataset_id,split,replicate,complexity_condition,global_truth_K,candidate_index,candidate_id,lipid_name,X_hat,candidate_truth,molecular_truth,same_lipid_alternative_candidate,rho_zero,domain,K,reportable_truth
D0__CAL_R1_K125,CAL,R1,K125,125,230,PE-H__0073,PE 16:0_22:5,0.011923366048804378,True,True,False,2.1540075487569255e-06,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,232,PE-H__0078,PE 16:0_24:3,0.002058050587100274,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,236,PE-H__0093,PE 22:0_16:1,0.0038697598104160207,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,237,PE-H__0094,PE 16:1_22:1,0.0043434357591395694,True,True,False,2.0322223135159327e-07,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,239,PE-H__0096,PE 16:1_22:3,0.002064100173071576,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,240,PE-H__0097,PE 16:1_22:4,0.007323453826971469,True,True,False,2.27820264034486e-07,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,241,PE-H__0098,PE 16:1_22:5,0.004990310859575756,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,242,PE-H__0099,PE 16:1_22:6,0.003606587852327189,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,243,PE-H__0102,PE 16:1_24:2,0.0026125917981820973,False,False,False,1.18071684288505e-24,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,247,PE-H__0106,PE 16:1_24:6,0.0011727900340216305,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,249,PE-H__0112,PE 18:0_20:1,0.003135863453562408,False,False,False,2.943078892764739e-26,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,251,PE-H__0114,PE 18:0_20:3,0.0013937926418865685,False,False,False,8.262367237122288e-24,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,253,PE-H__0116,PE 18:0_20:5,0.0024882192689251632,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,254,PE-H__0120,PE 18:0_22:3,0.0011777104958504414,False,False,False,8.22178050559015e-25,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,256,PE-H__0122,PE 18:0_22:5,0.0016391201711361454,True,True,False,8.959606711893286e-08,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,257,PE-H__0123,PE 18:0_22:6,0.0010460191878826715,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,258,PE-H__0134,PE 20:0_18:1,0.0020026562591514093,True,True,False,3.588510336755788e-07,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,259,PE-H__0135,PE 18:1_20:1,0.002363654306030192,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,262,PE-H__0138,PE 18:1_20:4,0.008366792551998006,False,False,False,1.9103888418293533e-26,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,264,PE-H__0142,PE 18:1_22:2,0.0023381965721328275,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,265,PE-H__0143,PE 18:1_22:3,0.002022576538061414,False,False,False,4.3251024933004063e-26,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,266,PE-H__0144,PE 18:1_22:4,0.0012739481066591247,False,False,False,4.925744331657102e-25,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,267,PE-H__0145,PE 18:1_22:5,0.002329059723783706,False,False,False,3.869507802100283e-24,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,268,PE-H__0146,PE 18:1_22:6,0.018888031600618065,True,True,False,3.9270109539378316e-06,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,269,PE-H__0156,PE 20:0_18:2,0.0022315060062819605,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,272,PE-H__0159,PE 18:2_20:3,0.003163049820920284,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,275,PE-H__0163,PE 22:1_18:2,0.02858664356670163,True,True,False,1.561591751161719e-05,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,277,PE-H__0165,PE 18:2_22:3,0.0074532678224523245,False,False,False,7.444290323734824e-23,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,279,PE-H__0167,PE 18:2_22:5,0.003106473911677504,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,281,PE-H__0177,PE 20:0_18:3,0.0010410626571832505,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,283,PE-H__0179,PE 20:2_18:3,0.003187305884935298,True,True,False,3.1378430516403137e-07,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,284,PE-H__0180,PE 18:3_20:3,0.008123448948799622,False,False,False,3.098928489146508e-26,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,285,PE-H__0181,PE 18:3_20:4,0.0074365890296618775,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,288,PE-H__0184,PE 22:1_18:3,0.005200495767365893,True,True,False,5.85316606738535e-07,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,289,PE-H__0185,PE 22:2_18:3,0.003103308384364764,False,False,False,3.907503399178211e-23,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,290,PE-H__0186,PE 18:3_22:3,0.021246249790310114,True,True,False,6.624162884438556e-06,D0,125,True
D0__CAL_R1_K125,CAL,R1,K125,125,291,PE-H__0187,PE 18:3_22:4,0.0030979744329612093,False,False,False,0.0,D0,125,False
D0__CAL_R1_K125,CAL,R1,K125,125,292,PE-H__0188,PE 18:3_22:5,0.00708507855911278,False,False,False,3.2374972160226914e-24,D0,125,False
