dataset_id,domain,K,split,replicate,candidate_index,candidate_id,lipid_name,lipid_class,X_hat,rho_zero,rho_zero_status,raw_solver_reported,molecular_truth,candidate_truth,reportable_truth
D0__CAL_R1_K125,D0,125,CAL,R1,0,PA-H__0075,PA 16:0_24:0,PA,0.0027507364766670276,0.0,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,1,PA-H__0076,PA 16:0_24:1,PA,0.0014741730568191118,0.0,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,2,PA-H__0077,PA 16:0_24:2,PA,2.5116350936071305e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,3,PA-H__0078,PA 16:0_24:3,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,4,PA-H__0079,PA 16:0_24:4,PA,0.0002206252637961905,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,5,PA-H__0080,PA 16:0_24:5,PA,0.00023905249404848264,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,6,PA-H__0100,PA 24:0_16:1,PA,9.219380962174922e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,7,PA-H__0101,PA 16:1_24:1,PA,7.897760258159107e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,8,PA-H__0102,PA 16:1_24:2,PA,6.206930971902396e-08,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,9,PA-H__0103,PA 16:1_24:3,PA,0.00012462123339824574,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,10,PA-H__0104,PA 16:1_24:4,PA,0.00015959538845047882,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,11,PA-H__0117,PA 18:0_22:0,PA,0.0302569332294361,4.7417322938868155e-06,COMPUTED,True,True,True,True
D0__CAL_R1_K125,D0,125,CAL,R1,12,PA-H__0118,PA 18:0_22:1,PA,0.019470038579732035,1.477387970638597e-06,COMPUTED,True,True,True,True
D0__CAL_R1_K125,D0,125,CAL,R1,13,PA-H__0119,PA 18:0_22:2,PA,0.0022689021512165876,1.6583717692827612e-26,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,14,PA-H__0120,PA 18:0_22:3,PA,0.00027417108803217625,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,15,PA-H__0121,PA 18:0_22:4,PA,0.0017720647821435063,0.0,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,16,PA-H__0122,PA 18:0_22:5,PA,0.005618630731058508,9.90958805154621e-22,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,17,PA-H__0124,PA 18:0_24:0,PA,9.92472763005745e-07,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,18,PA-H__0125,PA 18:0_24:1,PA,6.359002112290744e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,19,PA-H__0126,PA 18:0_24:2,PA,3.5047053484364104e-06,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,20,PA-H__0127,PA 18:0_24:3,PA,0.004823572673156633,3.59896362353006e-27,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,21,PA-H__0128,PA 18:0_24:4,PA,0.008927214519701996,0.0,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,22,PA-H__0129,PA 18:0_24:5,PA,0.015515035098073855,1.2084405861207939e-06,COMPUTED,True,True,True,True
D0__CAL_R1_K125,D0,125,CAL,R1,23,PA-H__0130,PA 18:0_24:6,PA,0.0011065740460788555,1.3622087551464435e-23,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,24,PA-H__0140,PA 22:0_18:1,PA,0.0016215997802414381,1.6082790882328644e-22,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,25,PA-H__0141,PA 18:1_22:1,PA,0.010416038958241827,1.4414983161240266e-22,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,26,PA-H__0142,PA 18:1_22:2,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,27,PA-H__0143,PA 18:1_22:3,PA,8.257327493638423e-09,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,28,PA-H__0144,PA 18:1_22:4,PA,0.0012437196415413597,2.4457381857997894e-23,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,29,PA-H__0147,PA 24:0_18:1,PA,2.0833010512886933e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,30,PA-H__0148,PA 18:1_24:1,PA,7.165897477013616e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,31,PA-H__0149,PA 18:1_24:2,PA,0.0005606147414636682,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,32,PA-H__0150,PA 18:1_24:3,PA,0.0011090182812548836,3.261264788323556e-23,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,33,PA-H__0151,PA 18:1_24:4,PA,0.00046700411847464435,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,34,PA-H__0152,PA 18:1_24:5,PA,0.013256465520692077,1.680742264963102e-06,COMPUTED,True,True,True,True
D0__CAL_R1_K125,D0,125,CAL,R1,35,PA-H__0153,PA 18:1_24:6,PA,0.0011268728033264571,0.0,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,36,PA-H__0162,PA 22:0_18:2,PA,0.0036907467030123224,3.7998553037046975e-07,COMPUTED,True,True,True,True
D0__CAL_R1_K125,D0,125,CAL,R1,37,PA-H__0163,PA 22:1_18:2,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,38,PA-H__0164,PA 18:2_22:2,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,39,PA-H__0165,PA 18:2_22:3,PA,0.0003625095288647556,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,40,PA-H__0169,PA 24:0_18:2,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,41,PA-H__0170,PA 24:1_18:2,PA,0.006017620769603231,1.2687646764783371e-23,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,42,PA-H__0171,PA 18:2_24:2,PA,0.0009333913687291944,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,43,PA-H__0172,PA 18:2_24:3,PA,0.0007625879070069071,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,44,PA-H__0173,PA 18:2_24:4,PA,0.00590257510651797,1.2955604502933021e-06,COMPUTED,True,True,True,True
D0__CAL_R1_K125,D0,125,CAL,R1,45,PA-H__0174,PA 18:2_24:5,PA,0.001328725676483463,3.056142741792795e-23,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,46,PA-H__0175,PA 18:2_24:6,PA,0.0006232487875110943,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,47,PA-H__0183,PA 22:0_18:3,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,48,PA-H__0184,PA 22:1_18:3,PA,1.457265035225535e-09,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,49,PA-H__0185,PA 22:2_18:3,PA,8.980214258817847e-06,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,50,PA-H__0190,PA 24:0_18:3,PA,5.144462279208402e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,51,PA-H__0191,PA 24:1_18:3,PA,0.004395596543508689,2.325631078389146e-07,COMPUTED,True,True,True,True
D0__CAL_R1_K125,D0,125,CAL,R1,52,PA-H__0192,PA 24:2_18:3,PA,2.952347527469626e-07,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,53,PA-H__0193,PA 18:3_24:3,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,54,PA-H__0194,PA 18:3_24:4,PA,0.002241545486156376,6.066452738819561e-23,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,55,PA-H__0195,PA 18:3_24:5,PA,8.328761540078021e-06,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,56,PA-H__0196,PA 18:3_24:6,PA,0.0033606614784760804,1.4797673994941995e-26,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,57,PA-H__0197,PA 20:0_20:0,PA,0.010910942541223597,6.782372493184656e-08,COMPUTED,True,True,True,True
D0__CAL_R1_K125,D0,125,CAL,R1,58,PA-H__0198,PA 20:0_20:1,PA,0.004351126304084713,2.6757806437086343e-22,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,59,PA-H__0199,PA 20:0_20:2,PA,0.0047531111870621765,0.0,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,60,PA-H__0200,PA 20:0_20:3,PA,2.7781911969304486e-07,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,61,PA-H__0201,PA 20:0_20:4,PA,6.320835043699956e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,62,PA-H__0202,PA 20:0_20:5,PA,0.006172947505311743,4.795200814967674e-07,COMPUTED,True,True,True,True
D0__CAL_R1_K125,D0,125,CAL,R1,63,PA-H__0203,PA 20:0_22:0,PA,0.00018593895539850268,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,64,PA-H__0204,PA 20:0_22:1,PA,6.417496532776512e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,65,PA-H__0205,PA 20:0_22:2,PA,3.639940066571069e-05,,NOT_COMPUTED,False,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,66,PA-H__0206,PA 20:0_22:3,PA,0.01591097533657141,4.8046456863939724e-06,COMPUTED,True,True,True,True
D0__CAL_R1_K125,D0,125,CAL,R1,67,PA-H__0207,PA 20:0_22:4,PA,0.003464876541277545,3.9638343874987126e-07,COMPUTED,True,True,True,True
D0__CAL_R1_K125,D0,125,CAL,R1,68,PA-H__0208,PA 20:0_22:5,PA,0.005077843949308002,3.9186570890355e-24,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,69,PA-H__0209,PA 20:0_22:6,PA,0.005610930517597787,3.6128632264219517e-22,COMPUTED,True,False,False,False
D0__CAL_R1_K125,D0,125,CAL,R1,70,PA-H__0217,PA 20:1_20:1,PA,0.013645231676725308,1.3174379947829708e-06,COMPUTED,True,True,True,True
D0__CAL_R1_K125,D0,125,CAL,R1,71,PA-H__0218,PA 20:1_20:2,PA,0.0,,NOT_COMPUTED,False,False,False,False
