dataset_id,domain,K,split,replicate,lipid_name,lipid_class,X_hat,rho_zero,rho_zero_status,raw_solver_reported,molecular_truth,reportable_truth,candidate_indices
D0__CAL_R1_K125,D0,125,CAL,R1,PC 16:0_16:1,PC,1.0415882787059535e-05,,NOT_COMPUTED,False,False,False,"[720, 828]"
D0__CAL_R1_K125,D0,125,CAL,R1,PC 16:0_17:0,PC,1.9615334141416292e-05,,NOT_COMPUTED,False,False,False,[739]
D0__CAL_R1_K125,D0,125,CAL,R1,PC 16:0_17:1,PC,0.0003997291206098165,,NOT_COMPUTED,False,False,False,[742]
D0__CAL_R1_K125,D0,125,CAL,R1,PC 16:1_16:1,PC,5.046472758393961e-05,,NOT_COMPUTED,False,False,False,"[721, 829]"
D0__CAL_R1_K125,D0,125,CAL,R1,PC 16:1_17:1,PC,0.01458096759645881,7.944963460147845e-05,COMPUTED,True,True,True,[743]
D0__CAL_R1_K125,D0,125,CAL,R1,PC 17:0_16:1,PC,0.0007816581822512814,,NOT_COMPUTED,False,False,False,[740]
D0__CAL_R1_K125,D0,125,CAL,R1,PC O-12:0_18:0,PC,0.0,,NOT_COMPUTED,False,False,False,[849]
D0__CAL_R1_K125,D0,125,CAL,R1,PC O-12:0_18:1,PC,0.011517008506958746,6.202788375540837e-06,COMPUTED,True,True,True,[850]
D0__CAL_R1_K125,D0,125,CAL,R1,PC O-12:0_20:0,PC,5.788784681296601e-05,,NOT_COMPUTED,False,False,False,"[749, 851]"
D0__CAL_R1_K125,D0,125,CAL,R1,PC O-12:0_20:1,PC,1.6296346039989686e-07,,NOT_COMPUTED,False,False,False,"[750, 852]"
D0__CAL_R1_K125,D0,125,CAL,R1,PC O-12:0_20:2,PC,0.0,,NOT_COMPUTED,False,False,False,"[751, 853]"
