dataset_id,split,replicate,complexity_condition,global_truth_K,candidate_index,candidate_id,lipid_name,X_hat,candidate_truth,molecular_truth,same_lipid_alternative_candidate,rho_zero,cone_isolation,max_fragment_cosine,max_full_cosine,lipid_class,collective_gain,pair_id,unit_id,role,spectral_score_CAL,spectral_score_HOLD,joint_hard_score,joint_easy_score,fragment_cosine,fragment_support_jaccard,full_cosine,parent_cosine,base_template_id,realized_spatial_correlation,abundance_multiplier,K,base_dataset_id,severity,rho_zero_status,raw_solver_reported,reportable_truth
MILD__CAL_R2_K175,CAL,R2,K175,175,0,PA-H__0075,PA 16:0_24:0,0.018827404575697475,True,True,False,1.6215419448662906e-05,0.729606198131629,0.7748217721703936,0.44170172724713597,PA,0.16755576280234685,B2_U7_U22,7,spectral_easy_spatial_high,0.16836124794745483,0.15682101806239737,0.15682101806239737,0.16836124794745483,0.0,0.0,0.0,0.0,136,0.9833781955801629,2.0,175,CAL_R2_K175,MILD,COMPUTED,True,True
MILD__CAL_R2_K175,CAL,R2,K175,175,3,PA-H__0080,PA 16:0_24:5,0.017989310211771442,True,True,False,1.868273323802083e-06,0.22923411741411742,0.9171280506076233,0.9158818256178151,PA,0.17221386365314145,B6_U16_U150,150,spectral_hard_spatial_high,0.8016518883415436,0.8704121510673235,0.8016518883415436,0.8704121510673235,0.6012836678060572,0.3106796116504854,0.6004958373364375,0.0,227,0.9969998750345056,2.0,175,CAL_R2_K175,MILD,COMPUTED,True,True
MILD__CAL_R2_K175,CAL,R2,K175,175,4,PA-H__0100,PA 24:0_16:1,0.006003177480868068,True,True,False,8.810823576395906e-07,0.47172636833494863,0.7350890401757907,0.6635490105932277,PA,0.2764064477750978,B6_U39_U54,54,spectral_easy_spatial_low,0.1792183908045977,0.5071083743842364,0.1792183908045977,0.5071083743842364,0.0,0.0,0.0,0.0,320,-0.15641991769983482,0.5,175,CAL_R2_K175,MILD,COMPUTED,True,True
MILD__CAL_R2_K175,CAL,R2,K175,175,5,PA-H__0117,PA 18:0_22:0,0.0018695846735007043,False,False,False,5.508319782891868e-07,0.3381799302246325,0.7789494468002593,0.6213615663357793,PA,0.44534403487199864,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,175,CAL_R2_K175,MILD,COMPUTED,True,False
MILD__CAL_R2_K175,CAL,R2,K175,175,6,PA-H__0118,PA 18:0_22:1,0.012347805533902821,True,True,False,6.490133953744426e-06,0.3291126428847987,0.854010491337717,0.7758194394971382,PA,0.30184234544507127,B5_U81_U105,105,spectral_hard_spatial_high,0.7206288998357964,0.7457405582922824,0.7206288998357964,0.7457405582922824,0.052767460600135624,0.16153846153846155,0.047451137602932195,0.0,247,0.9954161202958837,0.5,175,CAL_R2_K175,MILD,COMPUTED,True,True
MILD__CAL_R2_K175,CAL,R2,K175,175,7,PA-H__0119,PA 18:0_22:2,0.0017550898471707342,False,False,False,3.3241206443345175e-19,0.27393752390511106,0.8394493239810369,0.7712444256096473,PA,0.36260158405766385,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,175,CAL_R2_K175,MILD,COMPUTED,True,False
MILD__CAL_R2_K175,CAL,R2,K175,175,8,PA-H__0120,PA 18:0_22:3,0.00568403754147183,True,True,False,0.0,0.26685411549166754,0.7994055605507371,0.7822770241404187,PA,0.35607658490927657,B1_U95_U125,125,spectral_hard_spatial_low,0.7451149425287357,0.8009901477832513,0.7451149425287357,0.8009901477832513,0.05022587307821144,0.0661764705882353,0.05302766559774588,0.11301892928657031,102,-0.22838524714375422,0.6170676298438253,175,CAL_R2_K175,MILD,COMPUTED,True,True
MILD__CAL_R2_K175,CAL,R2,K175,175,9,PA-H__0121,PA 18:0_22:4,0.0011066147819565548,False,False,False,0.0,0.18925162859522815,0.8691673191165914,0.8645836840369737,PA,0.31323723028330897,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,175,CAL_R2_K175,MILD,COMPUTED,True,False
MILD__CAL_R2_K175,CAL,R2,K175,175,10,PA-H__0122,PA 18:0_22:5,0.0011878519225485703,True,True,False,0.0,0.13936661280823676,0.9374908882297373,0.9345818680853585,PA,0.21638151697754526,B4_U64_U141,141,spectral_hard_spatial_high,0.7657668308702792,0.7451904761904762,0.7451904761904762,0.7657668308702792,0.07496740643032661,0.23423423423423423,0.07025785758396863,0.0,223,0.9960356756974041,0.5,175,CAL_R2_K175,MILD,COMPUTED,True,True
MILD__CAL_R2_K175,CAL,R2,K175,175,11,PA-H__0124,PA 18:0_24:0,0.005118344528733672,True,True,False,2.101360737373307e-05,0.5363596171784565,0.7271532361366108,0.6313329291237251,PA,0.239152299302559,B3_U13_U90,13,spectral_hard_spatial_high,0.7239244663382594,0.6166551724137932,0.6166551724137932,0.7239244663382594,0.17572525850461496,0.11711711711711711,0.1511902006158474,0.0,180,0.9962595110502747,0.5,175,CAL_R2_K175,MILD,COMPUTED,True,True
