dataset_id,split,replicate,complexity_condition,global_truth_K,candidate_index,candidate_id,lipid_name,X_hat,candidate_truth,molecular_truth,same_lipid_alternative_candidate,rho_zero
HOLD_R2_BASE76,HOLD,R2,BASE76,76,1,PA-H__0076,PA 16:0_24:1,0.001081756293061261,True,True,False,3.390586031440253e-07
HOLD_R2_BASE76,HOLD,R2,BASE76,76,3,PA-H__0080,PA 16:0_24:5,0.0012646974979685262,False,False,False,0.0
HOLD_R2_BASE76,HOLD,R2,BASE76,76,6,PA-H__0118,PA 18:0_22:1,0.0015879271163726425,False,False,False,0.0
HOLD_R2_BASE76,HOLD,R2,BASE76,76,8,PA-H__0120,PA 18:0_22:3,0.0011731276164926158,True,True,False,4.697885928469446e-07
HOLD_R2_BASE76,HOLD,R2,BASE76,76,9,PA-H__0121,PA 18:0_22:4,0.0012136894990676867,False,False,False,0.0
HOLD_R2_BASE76,HOLD,R2,BASE76,76,10,PA-H__0122,PA 18:0_22:5,0.001503961030873629,False,False,False,0.0
HOLD_R2_BASE76,HOLD,R2,BASE76,76,14,PA-H__0129,PA 18:0_24:5,0.00230785354846982,False,False,False,0.0
HOLD_R2_BASE76,HOLD,R2,BASE76,76,15,PA-H__0130,PA 18:0_24:6,0.0026093679369154463,True,True,False,1.1644255619502954e-07
HOLD_R2_BASE76,HOLD,R2,BASE76,76,20,PA-H__0144,PA 18:1_22:4,0.007689486378734159,True,True,False,6.423714967615519e-07
HOLD_R2_BASE76,HOLD,R2,BASE76,76,23,PA-H__0151,PA 18:1_24:4,0.002277508696305491,False,False,False,0.0
HOLD_R2_BASE76,HOLD,R2,BASE76,76,24,PA-H__0152,PA 18:1_24:5,0.006199556254932862,True,True,False,1.0145732806609148e-05
HOLD_R2_BASE76,HOLD,R2,BASE76,76,25,PA-H__0153,PA 18:1_24:6,0.0033750773922987505,False,False,False,0.0
HOLD_R2_BASE76,HOLD,R2,BASE76,76,27,PA-H__0163,PA 22:1_18:2,0.003304058057947657,True,True,False,2.738854766541152e-07
HOLD_R2_BASE76,HOLD,R2,BASE76,76,33,PA-H__0174,PA 18:2_24:5,0.002233110355461353,False,False,False,0.0
HOLD_R2_BASE76,HOLD,R2,BASE76,76,36,PA-H__0198,PA 20:0_20:1,0.0018481659939734952,False,False,False,0.0
HOLD_R2_BASE76,HOLD,R2,BASE76,76,38,PA-H__0200,PA 20:0_20:3,0.007973766512949877,True,True,False,1.3167340361064286e-07
HOLD_R2_BASE76,HOLD,R2,BASE76,76,43,PA-H__0206,PA 20:0_22:3,0.004807857668279735,True,True,False,9.068336579594057e-07
HOLD_R2_BASE76,HOLD,R2,BASE76,76,46,PA-H__0209,PA 20:0_22:6,0.017654376825730875,False,False,False,0.0
HOLD_R2_BASE76,HOLD,R2,BASE76,76,48,PA-H__0218,PA 20:1_20:2,0.0023419215031900554,False,False,False,1.911376273984332e-21
HOLD_R2_BASE76,HOLD,R2,BASE76,76,50,PA-H__0220,PA 20:1_20:4,0.0030090059834172143,True,True,False,3.649104597910565e-07
HOLD_R2_BASE76,HOLD,R2,BASE76,76,56,PA-H__0227,PA 20:1_22:5,0.0014541675675065985,False,False,False,0.0
HOLD_R2_BASE76,HOLD,R2,BASE76,76,59,PA-H__0237,PA 20:2_20:3,0.0013660850056517108,False,False,False,1.1324074049597003e-27
HOLD_R2_BASE76,HOLD,R2,BASE76,76,61,PA-H__0244,PA 20:2_22:4,0.02702157478511179,True,True,False,0.00011340712680169152
HOLD_R2_BASE76,HOLD,R2,BASE76,76,62,PA-H__0246,PA 20:2_22:6,0.0015089003357332004,True,True,False,2.6638721326033223e-07
HOLD_R2_BASE76,HOLD,R2,BASE76,76,65,PA-H__0260,PA 20:3_22:3,0.0015536460537269754,False,False,False,4.580900723395802e-28
HOLD_R2_BASE76,HOLD,R2,BASE76,76,66,PA-H__0261,PA 20:3_22:4,0.0013452772342601243,False,False,False,0.0
HOLD_R2_BASE76,HOLD,R2,BASE76,76,67,PA-H__0263,PA 20:3_22:6,0.01219109587526419,True,True,False,3.502732254624203e-05
HOLD_R2_BASE76,HOLD,R2,BASE76,76,76,PA-H__0344,PA 22:3_22:6,0.0014282163587076594,True,True,False,1.1116662331572535e-07
HOLD_R2_BASE76,HOLD,R2,BASE76,76,78,PA-H__0354,PA 22:4_22:6,0.0013117215208671602,False,False,False,1.63551394966739e-20
HOLD_R2_BASE76,HOLD,R2,BASE76,76,79,PA-H__0362,PA 22:5_22:5,0.0032068625502099123,True,True,False,1.1054704559035389e-06
HOLD_R2_BASE76,HOLD,R2,BASE76,76,81,PA-H__0371,PA 22:6_22:6,0.00198361673466576,False,False,False,2.3341870880949758e-21
HOLD_R2_BASE76,HOLD,R2,BASE76,76,85,PS-H__0043,PS 14:0_22:1,0.0017509243433199988,True,True,False,3.0229459724427697e-06
HOLD_R2_BASE76,HOLD,R2,BASE76,76,96,PS-H__0066,PS 16:0_20:4,0.0010769168997942402,True,True,False,5.174021245489764e-08
HOLD_R2_BASE76,HOLD,R2,BASE76,76,100,PS-H__0087,PS 20:0_16:1,0.3091329172668608,True,True,False,0.05749460232944714
HOLD_R2_BASE76,HOLD,R2,BASE76,76,102,PS-H__0089,PS 16:1_20:2,0.004602023475207902,True,True,False,2.4544954347047726e-06
HOLD_R2_BASE76,HOLD,R2,BASE76,76,103,PS-H__0090,PS 16:1_20:3,0.0014210153696884045,False,False,False,7.31220325060228e-19
HOLD_R2_BASE76,HOLD,R2,BASE76,76,106,PS-H__0108,PS 18:0_18:1,0.009709892985149701,True,True,False,2.1405341534890885e-06
HOLD_R2_BASE76,HOLD,R2,BASE76,76,109,PS-H__0131,PS 18:1_18:1,0.0010472381783978872,False,False,False,1.936458919606206e-21
HOLD_R2_BASE76,HOLD,R2,BASE76,76,111,PS-H__0133,PS 18:1_18:3,0.009880720487963393,True,True,False,6.94027716555445e-05
HOLD_R2_BASE76,HOLD,R2,BASE76,76,115,PS-H__0477,PS 18:0_17:1,0.0013343672670821302,True,True,False,2.7006889399701687e-06
HOLD_R2_BASE76,HOLD,R2,BASE76,76,116,PE-H__0069,PE 16:0_22:1,0.0010251587024182778,False,False,False,0.0
HOLD_R2_BASE76,HOLD,R2,BASE76,76,118,PE-H__0071,PE 16:0_22:3,0.0029830325970122045,False,False,False,0.0
HOLD_R2_BASE76,HOLD,R2,BASE76,76,119,PE-H__0072,PE 16:0_22:4,0.003992384260772323,True,True,False,3.303017749367346e-06
