arm,score,threshold,TP,FP,FDR,precision,all_truth_recall,TP_retention,reportable_truth_recall,coverage,solver_FN,post_solver_true_loss
MILD_NNLS,rho_zero,1.0706220360063319e-05,38,7,0.15555555555555556,0.8444444444444444,0.304,0.304,0.304,0.2132701421800948,0,87
MILD_NNLS,rho_zero,1.0330772482951994e-05,38,8,0.17391304347826086,0.8260869565217391,0.304,0.304,0.304,0.21800947867298578,0,87
MILD_NNLS,rho_zero,9.806839998786968e-06,39,8,0.1702127659574468,0.8297872340425532,0.312,0.312,0.312,0.22274881516587677,0,86
MILD_NNLS,rho_zero,9.208863266961002e-06,40,8,0.16666666666666666,0.8333333333333334,0.32,0.32,0.32,0.22748815165876776,0,85
MILD_NNLS,rho_zero,9.019135255059453e-06,40,9,0.1836734693877551,0.8163265306122449,0.32,0.32,0.32,0.23222748815165878,0,85
MILD_NNLS,rho_zero,8.474893859679513e-06,40,10,0.2,0.8,0.32,0.32,0.32,0.23696682464454977,0,85
MILD_NNLS,rho_zero,7.658890297915767e-06,41,10,0.19607843137254902,0.803921568627451,0.328,0.328,0.328,0.24170616113744076,0,84
MILD_NNLS,rho_zero,7.640653914036409e-06,42,10,0.19230769230769232,0.8076923076923077,0.336,0.336,0.336,0.24644549763033174,0,83
MILD_NNLS,rho_zero,6.933346921735912e-06,43,10,0.18867924528301888,0.8113207547169812,0.344,0.344,0.344,0.25118483412322273,0,82
MILD_NNLS,rho_zero,6.1824595780249055e-06,43,11,0.2037037037037037,0.7962962962962963,0.344,0.344,0.344,0.2559241706161137,0,82
MILD_NNLS,rho_zero,6.1057144497455745e-06,43,12,0.21818181818181817,0.7818181818181819,0.344,0.344,0.344,0.26066350710900477,0,82
MILD_NNLS,rho_zero,6.011864886821913e-06,44,12,0.21428571428571427,0.7857142857142857,0.352,0.352,0.352,0.26540284360189575,0,81
MILD_NNLS,rho_zero,5.928902441520948e-06,45,12,0.21052631578947367,0.7894736842105263,0.36,0.36,0.36,0.27014218009478674,0,80
MILD_NNLS,rho_zero,5.8091438612578425e-06,46,12,0.20689655172413793,0.7931034482758621,0.368,0.368,0.368,0.27488151658767773,0,79
MILD_NNLS,rho_zero,5.563320381585912e-06,47,12,0.2033898305084746,0.7966101694915254,0.376,0.376,0.376,0.2796208530805687,0,78
MILD_NNLS,rho_zero,5.157507811758715e-06,48,12,0.2,0.8,0.384,0.384,0.384,0.2843601895734597,0,77
MILD_NNLS,rho_zero,5.0335288192311915e-06,49,12,0.19672131147540983,0.8032786885245902,0.392,0.392,0.392,0.2890995260663507,0,76
MILD_NNLS,rho_zero,4.882100253894233e-06,50,12,0.1935483870967742,0.8064516129032258,0.4,0.4,0.4,0.2938388625592417,0,75
MILD_NNLS,rho_zero,4.6078165220098575e-06,51,12,0.19047619047619047,0.8095238095238095,0.408,0.408,0.408,0.2985781990521327,0,74
MILD_NNLS,rho_zero,4.076341856791245e-06,52,12,0.1875,0.8125,0.416,0.416,0.416,0.3033175355450237,0,73
MILD_NNLS,rho_zero,3.719741916069899e-06,53,12,0.18461538461538463,0.8153846153846154,0.424,0.424,0.424,0.3080568720379147,0,72
MILD_NNLS,rho_zero,3.711634532459841e-06,54,12,0.18181818181818182,0.8181818181818182,0.432,0.432,0.432,0.3127962085308057,0,71
MILD_NNLS,rho_zero,3.4110935277019974e-06,55,12,0.1791044776119403,0.8208955223880597,0.44,0.44,0.44,0.3175355450236967,0,70
MILD_NNLS,rho_zero,3.213895515078806e-06,55,13,0.19117647058823528,0.8088235294117647,0.44,0.44,0.44,0.3222748815165877,0,70
MILD_NNLS,rho_zero,3.0396547484229727e-06,55,14,0.2028985507246377,0.7971014492753623,0.44,0.44,0.44,0.32701421800947866,0,70
MILD_NNLS,rho_zero,2.596508867838587e-06,55,15,0.21428571428571427,0.7857142857142857,0.44,0.44,0.44,0.33175355450236965,0,70
MILD_NNLS,rho_zero,2.3008224439347147e-06,56,15,0.2112676056338028,0.7887323943661971,0.448,0.448,0.448,0.33649289099526064,0,69
MILD_NNLS,rho_zero,2.2176691945372614e-06,56,16,0.2222222222222222,0.7777777777777778,0.448,0.448,0.448,0.3412322274881517,0,69
MILD_NNLS,rho_zero,1.9739720590925727e-06,56,17,0.2328767123287671,0.7671232876712328,0.448,0.448,0.448,0.3459715639810427,0,69
MILD_NNLS,rho_zero,1.9632249799889205e-06,57,17,0.22972972972972974,0.7702702702702703,0.456,0.456,0.456,0.35071090047393366,0,68
MILD_NNLS,rho_zero,1.9547166903403568e-06,58,17,0.22666666666666666,0.7733333333333333,0.464,0.464,0.464,0.35545023696682465,0,67
MILD_NNLS,rho_zero,1.9465127661081986e-06,59,17,0.2236842105263158,0.7763157894736842,0.472,0.472,0.472,0.36018957345971564,0,66
MILD_NNLS,rho_zero,1.7457523371189477e-06,60,17,0.22077922077922077,0.7792207792207793,0.48,0.48,0.48,0.36492890995260663,0,65
MILD_NNLS,rho_zero,1.7406337881408617e-06,61,17,0.21794871794871795,0.782051282051282,0.488,0.488,0.488,0.3696682464454976,0,64
MILD_NNLS,rho_zero,1.726494760920503e-06,62,17,0.21518987341772153,0.7848101265822784,0.496,0.496,0.496,0.3744075829383886,0,63
MILD_NNLS,rho_zero,1.7096233826733347e-06,62,18,0.225,0.775,0.496,0.496,0.496,0.3791469194312796,0,63
MILD_NNLS,rho_zero,1.5896968670285708e-06,63,18,0.2222222222222222,0.7777777777777778,0.504,0.504,0.504,0.38388625592417064,0,62
MILD_NNLS,rho_zero,1.3405515272793722e-06,63,19,0.23170731707317074,0.7682926829268293,0.504,0.504,0.504,0.3886255924170616,0,62
MILD_NNLS,rho_zero,1.3379837142782399e-06,64,19,0.2289156626506024,0.7710843373493976,0.512,0.512,0.512,0.3933649289099526,0,61
MILD_NNLS,rho_zero,1.3287116193309758e-06,65,19,0.2261904761904762,0.7738095238095238,0.52,0.52,0.52,0.3981042654028436,0,60
MILD_NNLS,rho_zero,1.2658698082906799e-06,66,19,0.2235294117647059,0.7764705882352941,0.528,0.528,0.528,0.4028436018957346,0,59
MILD_NNLS,rho_zero,1.1821317937721498e-06,66,20,0.23255813953488372,0.7674418604651163,0.528,0.528,0.528,0.4075829383886256,0,59
MILD_NNLS,rho_zero,1.1008056375859036e-06,66,21,0.2413793103448276,0.7586206896551724,0.528,0.528,0.528,0.41232227488151657,0,59
MILD_NNLS,rho_zero,1.090330298137343e-06,67,21,0.23863636363636365,0.7613636363636364,0.536,0.536,0.536,0.41706161137440756,0,58
MILD_NNLS,rho_zero,1.090299659591962e-06,68,21,0.23595505617977527,0.7640449438202247,0.544,0.544,0.544,0.4218009478672986,0,57
MILD_NNLS,rho_zero,1.0874742489116952e-06,68,22,0.24444444444444444,0.7555555555555555,0.544,0.544,0.544,0.4265402843601896,0,57
MILD_NNLS,rho_zero,9.072898632226733e-07,68,23,0.25274725274725274,0.7472527472527473,0.544,0.544,0.544,0.4312796208530806,0,57
MILD_NNLS,rho_zero,8.718766390187077e-07,69,23,0.25,0.75,0.552,0.552,0.552,0.43601895734597157,0,56
MILD_NNLS,rho_zero,8.030162348064791e-07,69,24,0.25806451612903225,0.7419354838709677,0.552,0.552,0.552,0.44075829383886256,0,56
MILD_NNLS,rho_zero,7.409885003223168e-07,70,24,0.2553191489361702,0.7446808510638298,0.56,0.56,0.56,0.44549763033175355,0,55
MILD_NNLS,rho_zero,7.183856999576672e-07,71,24,0.25263157894736843,0.7473684210526316,0.568,0.568,0.568,0.45023696682464454,0,54
MILD_NNLS,rho_zero,7.142282267242483e-07,71,25,0.2604166666666667,0.7395833333333334,0.568,0.568,0.568,0.4549763033175355,0,54
MILD_NNLS,rho_zero,7.132819448251793e-07,72,25,0.25773195876288657,0.7422680412371134,0.576,0.576,0.576,0.4597156398104265,0,53
MILD_NNLS,rho_zero,6.917752800400272e-07,73,25,0.25510204081632654,0.7448979591836735,0.584,0.584,0.584,0.46445497630331756,0,52
MILD_NNLS,rho_zero,6.849512970555647e-07,73,26,0.26262626262626265,0.7373737373737373,0.584,0.584,0.584,0.46919431279620855,0,52
MILD_NNLS,rho_zero,6.794001730614727e-07,74,26,0.26,0.74,0.592,0.592,0.592,0.47393364928909953,0,51
MILD_NNLS,rho_zero,6.784430086076244e-07,74,27,0.26732673267326734,0.7326732673267327,0.592,0.592,0.592,0.4786729857819905,0,51
MILD_NNLS,rho_zero,6.700814181229838e-07,74,28,0.27450980392156865,0.7254901960784313,0.592,0.592,0.592,0.4834123222748815,0,51
MILD_NNLS,rho_zero,6.277114508113899e-07,75,28,0.27184466019417475,0.7281553398058253,0.6,0.6,0.6,0.4881516587677725,0,50
MILD_NNLS,rho_zero,6.149296007707211e-07,75,29,0.27884615384615385,0.7211538461538461,0.6,0.6,0.6,0.4928909952606635,0,50
MILD_NNLS,rho_zero,5.849226620613857e-07,76,29,0.2761904761904762,0.7238095238095238,0.608,0.608,0.608,0.4976303317535545,0,49
MILD_NNLS,rho_zero,5.334277806883081e-07,76,30,0.2830188679245283,0.7169811320754716,0.608,0.608,0.608,0.5023696682464455,0,49
MILD_NNLS,rho_zero,5.135593729843997e-07,76,31,0.2897196261682243,0.7102803738317757,0.608,0.608,0.608,0.5071090047393365,0,49
MILD_NNLS,rho_zero,4.909797534784071e-07,77,31,0.28703703703703703,0.7129629629629629,0.616,0.616,0.616,0.5118483412322274,0,48
MILD_NNLS,rho_zero,4.6317622135604945e-07,77,32,0.29357798165137616,0.7064220183486238,0.616,0.616,0.616,0.5165876777251185,0,48
MILD_NNLS,rho_zero,3.4730254983860087e-07,77,33,0.3,0.7,0.616,0.616,0.616,0.5213270142180095,0,48
MILD_NNLS,rho_zero,3.117458540529789e-07,77,34,0.3063063063063063,0.6936936936936937,0.616,0.616,0.616,0.5260663507109005,0,48
MILD_NNLS,rho_zero,2.826494926257116e-07,77,35,0.3125,0.6875,0.616,0.616,0.616,0.5308056872037915,0,48
MILD_NNLS,rho_zero,2.76889556343824e-07,78,35,0.30973451327433627,0.6902654867256637,0.624,0.624,0.624,0.5355450236966824,0,47
MILD_NNLS,rho_zero,2.7244209733859825e-07,78,36,0.3157894736842105,0.6842105263157895,0.624,0.624,0.624,0.5402843601895735,0,47
MILD_NNLS,rho_zero,2.4007984944727786e-07,78,37,0.3217391304347826,0.6782608695652174,0.624,0.624,0.624,0.5450236966824644,0,47
MILD_NNLS,rho_zero,2.2826099457679038e-07,78,38,0.3275862068965517,0.6724137931034483,0.624,0.624,0.624,0.5497630331753555,0,47
MILD_NNLS,rho_zero,2.0194499964437213e-07,78,39,0.3333333333333333,0.6666666666666666,0.624,0.624,0.624,0.5545023696682464,0,47
MILD_NNLS,rho_zero,1.9880644236884497e-07,79,39,0.3305084745762712,0.6694915254237288,0.632,0.632,0.632,0.5592417061611374,0,46
MILD_NNLS,rho_zero,1.6863483420901576e-07,79,40,0.33613445378151263,0.6638655462184874,0.632,0.632,0.632,0.5639810426540285,0,46
MILD_NNLS,rho_zero,1.5799702338861383e-07,79,41,0.3416666666666667,0.6583333333333333,0.632,0.632,0.632,0.5687203791469194,0,46
MILD_NNLS,rho_zero,1.5317974788045981e-07,79,42,0.34710743801652894,0.6528925619834711,0.632,0.632,0.632,0.5734597156398105,0,46
MILD_NNLS,rho_zero,1.3451901312723516e-07,80,42,0.3442622950819672,0.6557377049180327,0.64,0.64,0.64,0.5781990521327014,0,45
MILD_NNLS,rho_zero,1.3196221071727676e-07,80,43,0.34959349593495936,0.6504065040650406,0.64,0.64,0.64,0.5829383886255924,0,45
MILD_NNLS,rho_zero,1.2745442857327864e-07,80,44,0.3548387096774194,0.6451612903225806,0.64,0.64,0.64,0.5876777251184834,0,45
MILD_NNLS,rho_zero,1.1454457500220701e-07,80,45,0.36,0.64,0.64,0.64,0.64,0.5924170616113744,0,45
MILD_NNLS,rho_zero,9.566292098304336e-08,80,46,0.36507936507936506,0.6349206349206349,0.64,0.64,0.64,0.5971563981042654,0,45
MILD_NNLS,rho_zero,9.265220323001758e-08,81,46,0.36220472440944884,0.6377952755905512,0.648,0.648,0.648,0.6018957345971564,0,44
MILD_NNLS,rho_zero,9.172086170267859e-08,81,47,0.3671875,0.6328125,0.648,0.648,0.648,0.6066350710900474,0,44
MILD_NNLS,rho_zero,9.049997496953484e-08,82,47,0.3643410852713178,0.6356589147286822,0.656,0.656,0.656,0.6113744075829384,0,43
MILD_NNLS,rho_zero,8.989085445777163e-08,83,47,0.36153846153846153,0.6384615384615384,0.664,0.664,0.664,0.6161137440758294,0,42
MILD_NNLS,rho_zero,6.84269940094514e-08,84,47,0.35877862595419846,0.6412213740458015,0.672,0.672,0.672,0.6208530805687204,0,41
MILD_NNLS,rho_zero,6.312731853660888e-08,84,48,0.36363636363636365,0.6363636363636364,0.672,0.672,0.672,0.6255924170616114,0,41
MILD_NNLS,rho_zero,5.091829618753391e-08,84,49,0.3684210526315789,0.631578947368421,0.672,0.672,0.672,0.6303317535545023,0,41
MILD_NNLS,rho_zero,4.1895751319354195e-08,84,50,0.373134328358209,0.6268656716417911,0.672,0.672,0.672,0.6350710900473934,0,41
MILD_NNLS,rho_zero,3.9087060114047604e-08,85,50,0.37037037037037035,0.6296296296296297,0.68,0.68,0.68,0.6398104265402843,0,40
MILD_NNLS,rho_zero,3.901584895451474e-08,85,51,0.375,0.625,0.68,0.68,0.68,0.6445497630331753,0,40
MILD_NNLS,rho_zero,3.776652699052412e-08,85,52,0.3795620437956204,0.6204379562043796,0.68,0.68,0.68,0.6492890995260664,0,40
MILD_NNLS,rho_zero,3.419002040045556e-08,86,52,0.37681159420289856,0.6231884057971014,0.688,0.688,0.688,0.6540284360189573,0,39
MILD_NNLS,rho_zero,3.325654413587819e-08,86,53,0.381294964028777,0.6187050359712231,0.688,0.688,0.688,0.6587677725118484,0,39
MILD_NNLS,rho_zero,2.919677675568251e-08,86,54,0.38571428571428573,0.6142857142857143,0.688,0.688,0.688,0.6635071090047393,0,39
MILD_NNLS,rho_zero,2.9056792623825783e-08,87,54,0.3829787234042553,0.6170212765957447,0.696,0.696,0.696,0.6682464454976303,0,38
MILD_NNLS,rho_zero,2.5763920432146425e-08,88,54,0.38028169014084506,0.6197183098591549,0.704,0.704,0.704,0.6729857819905213,0,37
MILD_NNLS,rho_zero,1.675518035817457e-08,88,55,0.38461538461538464,0.6153846153846154,0.704,0.704,0.704,0.6777251184834123,0,37
MILD_NNLS,rho_zero,1.2887134164824975e-08,89,55,0.3819444444444444,0.6180555555555556,0.712,0.712,0.712,0.6824644549763034,0,36
MILD_NNLS,rho_zero,8.810932391348591e-09,89,56,0.38620689655172413,0.6137931034482759,0.712,0.712,0.712,0.6872037914691943,0,36
MILD_NNLS,rho_zero,1.2613109430716862e-18,90,56,0.3835616438356164,0.6164383561643836,0.72,0.72,0.72,0.6919431279620853,0,35
MILD_NNLS,rho_zero,3.6037455516333895e-19,92,58,0.38666666666666666,0.6133333333333333,0.736,0.736,0.736,0.7109004739336493,0,33
MILD_NNLS,rho_zero,0.0,125,86,0.4075829383886256,0.5924170616113744,1.0,1.0,1.0,1.0,0,0
MILD_NNLS,X_hat,0.037443577055160784,1,0,0.0,1.0,0.008,0.008,0.008,0.004739336492890996,0,124
MILD_NNLS,X_hat,0.03286604268208233,2,0,0.0,1.0,0.016,0.016,0.016,0.009478672985781991,0,123
MILD_NNLS,X_hat,0.03255149535557404,3,0,0.0,1.0,0.024,0.024,0.024,0.014218009478672985,0,122
MILD_NNLS,X_hat,0.03128646223649208,4,0,0.0,1.0,0.032,0.032,0.032,0.018957345971563982,0,121
MILD_NNLS,X_hat,0.02955153571530705,5,0,0.0,1.0,0.04,0.04,0.04,0.023696682464454975,0,120
MILD_NNLS,X_hat,0.02952672701928366,6,0,0.0,1.0,0.048,0.048,0.048,0.02843601895734597,0,119
MILD_NNLS,X_hat,0.029429344631606996,7,0,0.0,1.0,0.056,0.056,0.056,0.03317535545023697,0,118
MILD_NNLS,X_hat,0.02940918811361412,8,0,0.0,1.0,0.064,0.064,0.064,0.037914691943127965,0,117
MILD_NNLS,X_hat,0.02928457318352041,9,0,0.0,1.0,0.072,0.072,0.072,0.04265402843601896,0,116
MILD_NNLS,X_hat,0.028792406023874267,10,0,0.0,1.0,0.08,0.08,0.08,0.04739336492890995,0,115
MILD_NNLS,X_hat,0.02844641825184943,11,0,0.0,1.0,0.088,0.088,0.088,0.052132701421800945,0,114
MILD_NNLS,X_hat,0.02836819250693464,12,0,0.0,1.0,0.096,0.096,0.096,0.05687203791469194,0,113
MILD_NNLS,X_hat,0.028255828360882744,13,0,0.0,1.0,0.104,0.104,0.104,0.061611374407582936,0,112
MILD_NNLS,X_hat,0.02787592014993979,14,0,0.0,1.0,0.112,0.112,0.112,0.06635071090047394,0,111
MILD_NNLS,X_hat,0.027274173546308008,15,0,0.0,1.0,0.12,0.12,0.12,0.07109004739336493,0,110
MILD_NNLS,X_hat,0.027235603044293767,16,0,0.0,1.0,0.128,0.128,0.128,0.07582938388625593,0,109
MILD_NNLS,X_hat,0.026541957027560768,17,0,0.0,1.0,0.136,0.136,0.136,0.08056872037914692,0,108
MILD_NNLS,X_hat,0.02646438341332247,18,0,0.0,1.0,0.144,0.144,0.144,0.08530805687203792,0,107
MILD_NNLS,X_hat,0.026152491965963316,19,0,0.0,1.0,0.152,0.152,0.152,0.09004739336492891,0,106
MILD_NNLS,X_hat,0.026111304602496697,20,0,0.0,1.0,0.16,0.16,0.16,0.0947867298578199,0,105
MILD_NNLS,X_hat,0.026031090440489537,21,0,0.0,1.0,0.168,0.168,0.168,0.0995260663507109,0,104
MILD_NNLS,X_hat,0.025849087462555518,22,0,0.0,1.0,0.176,0.176,0.176,0.10426540284360189,0,103
MILD_NNLS,X_hat,0.025606316071882962,23,0,0.0,1.0,0.184,0.184,0.184,0.10900473933649289,0,102
MILD_NNLS,X_hat,0.02560287834673864,24,0,0.0,1.0,0.192,0.192,0.192,0.11374407582938388,0,101
MILD_NNLS,X_hat,0.0255588255771708,25,0,0.0,1.0,0.2,0.2,0.2,0.11848341232227488,0,100
MILD_NNLS,X_hat,0.025525239849439867,26,0,0.0,1.0,0.208,0.208,0.208,0.12322274881516587,0,99
MILD_NNLS,X_hat,0.02543793024712611,27,0,0.0,1.0,0.216,0.216,0.216,0.12796208530805686,0,98
MILD_NNLS,X_hat,0.02535342981688917,28,0,0.0,1.0,0.224,0.224,0.224,0.13270142180094788,0,97
MILD_NNLS,X_hat,0.025300986550638463,29,0,0.0,1.0,0.232,0.232,0.232,0.13744075829383887,0,96
MILD_NNLS,X_hat,0.0250817136380844,30,0,0.0,1.0,0.24,0.24,0.24,0.14218009478672985,0,95
MILD_NNLS,X_hat,0.024866732518987193,31,0,0.0,1.0,0.248,0.248,0.248,0.14691943127962084,0,94
MILD_NNLS,X_hat,0.02418200292120068,32,0,0.0,1.0,0.256,0.256,0.256,0.15165876777251186,0,93
MILD_NNLS,X_hat,0.02367867958789995,33,0,0.0,1.0,0.264,0.264,0.264,0.15639810426540285,0,92
MILD_NNLS,X_hat,0.023534764043289986,34,0,0.0,1.0,0.272,0.272,0.272,0.16113744075829384,0,91
MILD_NNLS,X_hat,0.0230270582064779,35,0,0.0,1.0,0.28,0.28,0.28,0.16587677725118483,0,90
MILD_NNLS,X_hat,0.022226461012062253,36,0,0.0,1.0,0.288,0.288,0.288,0.17061611374407584,0,89
MILD_NNLS,X_hat,0.019913218053464552,37,0,0.0,1.0,0.296,0.296,0.296,0.17535545023696683,0,88
MILD_NNLS,X_hat,0.019902743609298817,38,0,0.0,1.0,0.304,0.304,0.304,0.18009478672985782,0,87
MILD_NNLS,X_hat,0.01966722872960898,39,0,0.0,1.0,0.312,0.312,0.312,0.1848341232227488,0,86
MILD_NNLS,X_hat,0.019582244996079,40,0,0.0,1.0,0.32,0.32,0.32,0.1895734597156398,0,85
MILD_NNLS,X_hat,0.01923545945221576,41,0,0.0,1.0,0.328,0.328,0.328,0.1943127962085308,0,84
MILD_NNLS,X_hat,0.01916143413892891,42,0,0.0,1.0,0.336,0.336,0.336,0.1990521327014218,0,83
MILD_NNLS,X_hat,0.018794659972922064,43,0,0.0,1.0,0.344,0.344,0.344,0.2037914691943128,0,82
MILD_NNLS,X_hat,0.018414296059840927,44,0,0.0,1.0,0.352,0.352,0.352,0.20853080568720378,0,81
MILD_NNLS,X_hat,0.018412355570183926,45,0,0.0,1.0,0.36,0.36,0.36,0.2132701421800948,0,80
MILD_NNLS,X_hat,0.018012962977881606,45,1,0.021739130434782608,0.9782608695652174,0.36,0.36,0.36,0.21800947867298578,0,80
MILD_NNLS,X_hat,0.017795285756527876,46,1,0.02127659574468085,0.9787234042553191,0.368,0.368,0.368,0.22274881516587677,0,79
MILD_NNLS,X_hat,0.017419135065479863,47,1,0.020833333333333332,0.9791666666666666,0.376,0.376,0.376,0.22748815165876776,0,78
MILD_NNLS,X_hat,0.01614339497327384,47,2,0.04081632653061224,0.9591836734693877,0.376,0.376,0.376,0.23222748815165878,0,78
MILD_NNLS,X_hat,0.015455969715431912,47,3,0.06,0.94,0.376,0.376,0.376,0.23696682464454977,0,78
MILD_NNLS,X_hat,0.015259561448278336,48,3,0.058823529411764705,0.9411764705882353,0.384,0.384,0.384,0.24170616113744076,0,77
MILD_NNLS,X_hat,0.015252090876572106,49,3,0.057692307692307696,0.9423076923076923,0.392,0.392,0.392,0.24644549763033174,0,76
MILD_NNLS,X_hat,0.015066095061970083,50,3,0.05660377358490566,0.9433962264150944,0.4,0.4,0.4,0.25118483412322273,0,75
MILD_NNLS,X_hat,0.014831852937702466,51,3,0.05555555555555555,0.9444444444444444,0.408,0.408,0.408,0.2559241706161137,0,74
