dataset_id,domain,K,split,replicate,lipid_name,lipid_class,X_hat,rho_zero,rho_zero_status,raw_solver_reported,molecular_truth,reportable_truth,candidate_indices
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:0_24:0,PA,0.0008049078556763054,,NOT_COMPUTED,False,False,False,[0]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:0_24:1,PA,0.004092158242455268,3.154501589007982e-06,COMPUTED,True,True,True,[1]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:0_24:2,PA,8.155211209702305e-05,,NOT_COMPUTED,False,False,False,[2]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:0_24:3,PA,0.01418727789775589,9.270804625954248e-06,COMPUTED,True,True,True,[3]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:0_24:4,PA,0.0018419465796210832,3.2319211269544295e-24,COMPUTED,True,False,False,[4]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:0_24:5,PA,0.0024526569174202423,5.791196144535872e-07,COMPUTED,True,True,True,[5]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:0_24:6,PA,0.002810051122802699,2.5001923170345896e-22,COMPUTED,True,False,False,[6]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:1_24:1,PA,3.789697293950285e-08,,NOT_COMPUTED,False,False,False,[8]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:1_24:2,PA,0.0026696932608946565,5.70171316605768e-23,COMPUTED,True,False,False,[9]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:1_24:3,PA,5.565030879660242e-05,,NOT_COMPUTED,False,False,False,[10]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:1_24:4,PA,0.0021533783627503324,0.0,COMPUTED,True,False,False,[11]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:1_24:5,PA,1.6871034082239653e-05,,NOT_COMPUTED,False,False,False,[12]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:1_24:6,PA,0.001208834471532874,0.0,COMPUTED,True,False,False,[13]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:2_24:2,PA,0.0007229448833407052,,NOT_COMPUTED,False,False,False,[16]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:2_24:3,PA,0.0,,NOT_COMPUTED,False,False,False,[17]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:2_24:4,PA,8.918572902848928e-05,,NOT_COMPUTED,False,False,False,[18]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:2_24:5,PA,2.223561498958493e-08,,NOT_COMPUTED,False,False,False,[19]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:3_24:3,PA,1.4002371618573945e-08,,NOT_COMPUTED,False,False,False,[23]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 20:3_24:4,PA,7.890362229448734e-05,,NOT_COMPUTED,False,False,False,[24]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:0_22:0,PA,0.0015304271944197492,0.0,COMPUTED,True,False,False,[32]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:0_22:1,PA,0.0001444130388229205,,NOT_COMPUTED,False,False,False,[33]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:0_22:2,PA,0.0008953884510415454,,NOT_COMPUTED,False,False,False,[34]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:0_22:3,PA,0.007923493741460643,7.30198358143877e-23,COMPUTED,True,False,False,[35]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:0_22:4,PA,0.0036491173367409774,0.0,COMPUTED,True,False,False,[36]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:0_22:5,PA,0.015771274403899794,4.492333131216285e-06,COMPUTED,True,True,True,[37]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:0_22:6,PA,0.015267329679643856,1.6324896681420357e-05,COMPUTED,True,True,True,[38]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:0_24:0,PA,0.0018696503075065886,0.0,COMPUTED,True,False,False,[39]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:0_24:1,PA,0.0010252439607724214,0.0,COMPUTED,True,False,False,[40]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:0_24:2,PA,0.02005972989850208,3.552133016397207e-05,COMPUTED,True,True,True,[41]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:0_24:3,PA,0.0008985415595588326,,NOT_COMPUTED,False,False,False,[42]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:0_24:4,PA,0.0007487169038682648,,NOT_COMPUTED,False,False,False,[43]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:0_24:5,PA,5.972543403115333e-05,,NOT_COMPUTED,False,False,False,[44]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:0_24:6,PA,0.0011094542934035857,0.0,COMPUTED,True,False,False,[45]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:1_22:1,PA,1.185172590119953e-07,,NOT_COMPUTED,False,False,False,[46]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:1_22:2,PA,0.0034996486372521436,5.815781110243891e-24,COMPUTED,True,False,False,[47]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:1_22:3,PA,7.34469682978411e-08,,NOT_COMPUTED,False,False,False,[48]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:1_22:4,PA,1.8923376288705218e-06,,NOT_COMPUTED,False,False,False,[49]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:1_22:5,PA,5.320293658584767e-07,,NOT_COMPUTED,False,False,False,[50]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:1_22:6,PA,2.0060368936539238e-07,,NOT_COMPUTED,False,False,False,[51]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:1_24:1,PA,0.0002629097353540486,,NOT_COMPUTED,False,False,False,[53]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:1_24:2,PA,7.150998943509548e-07,,NOT_COMPUTED,False,False,False,[54]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:1_24:3,PA,0.0,,NOT_COMPUTED,False,False,False,[55]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:1_24:4,PA,1.539558045438589e-07,,NOT_COMPUTED,False,False,False,[56]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:1_24:5,PA,5.8456681791782126e-08,,NOT_COMPUTED,False,False,False,[57]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:1_24:6,PA,0.0,,NOT_COMPUTED,False,False,False,[58]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:2_22:2,PA,0.003787490052793061,3.4985043902293923e-06,COMPUTED,True,True,True,[59]
D1__CAL_R1_K125,D1,125,CAL,R1,PA 22:2_22:3,PA,0.0,,NOT_COMPUTED,False,False,False,[60]
