dataset_id,split,replicate,complexity_condition,global_truth_K,candidate_index,candidate_id,lipid_name,X_hat,candidate_truth,molecular_truth,same_lipid_alternative_candidate,rho_zero,domain,K,reportable_truth
D1__CAL_R1_K125,CAL,R1,K125,125,1,PA-H__0211,PA 20:0_24:1,0.004092158242455268,True,True,False,3.154501589007982e-06,D1,125,True
D1__CAL_R1_K125,CAL,R1,K125,125,3,PA-H__0213,PA 20:0_24:3,0.01418727789775589,True,True,False,9.270804625954248e-06,D1,125,True
D1__CAL_R1_K125,CAL,R1,K125,125,4,PA-H__0214,PA 20:0_24:4,0.0018419465796210832,False,False,False,3.2319211269544295e-24,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,5,PA-H__0215,PA 20:0_24:5,0.0024526569174202423,True,True,False,5.791196144535872e-07,D1,125,True
D1__CAL_R1_K125,CAL,R1,K125,125,6,PA-H__0216,PA 20:0_24:6,0.002810051122802699,False,False,False,2.5001923170345896e-22,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,7,PA-H__0229,PA 24:0_20:1,0.002271055442344196,False,False,False,5.82423826369867e-23,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,9,PA-H__0231,PA 20:1_24:2,0.0026696932608946565,False,False,False,5.70171316605768e-23,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,11,PA-H__0233,PA 20:1_24:4,0.0021533783627503324,False,False,False,0.0,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,13,PA-H__0235,PA 20:1_24:6,0.001208834471532874,False,False,False,0.0,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,20,PA-H__0264,PA 24:0_20:3,0.02190049175442875,True,True,False,4.107026292135534e-05,D1,125,True
D1__CAL_R1_K125,CAL,R1,K125,125,25,PA-H__0280,PA 24:0_20:4,0.0010503731852609152,False,False,False,0.0,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,29,PA-H__0295,PA 24:0_20:5,0.0015977211960487789,False,False,False,0.0,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,30,PA-H__0296,PA 24:1_20:5,0.0011176329269018369,False,False,False,0.0,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,32,PA-H__0302,PA 22:0_22:0,0.0015304271944197492,False,False,False,0.0,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,35,PA-H__0305,PA 22:0_22:3,0.007923493741460643,False,False,False,7.30198358143877e-23,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,36,PA-H__0306,PA 22:0_22:4,0.0036491173367409774,False,False,False,0.0,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,37,PA-H__0307,PA 22:0_22:5,0.015771274403899794,True,True,False,4.492333131216285e-06,D1,125,True
D1__CAL_R1_K125,CAL,R1,K125,125,38,PA-H__0308,PA 22:0_22:6,0.015267329679643856,True,True,False,1.6324896681420357e-05,D1,125,True
D1__CAL_R1_K125,CAL,R1,K125,125,39,PA-H__0309,PA 22:0_24:0,0.0018696503075065886,False,False,False,0.0,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,40,PA-H__0310,PA 22:0_24:1,0.0010252439607724214,False,False,False,0.0,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,41,PA-H__0311,PA 22:0_24:2,0.02005972989850208,True,True,False,3.552133016397207e-05,D1,125,True
D1__CAL_R1_K125,CAL,R1,K125,125,45,PA-H__0315,PA 22:0_24:6,0.0011094542934035857,False,False,False,0.0,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,47,PA-H__0317,PA 22:1_22:2,0.0034996486372521436,False,False,False,5.815781110243891e-24,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,59,PA-H__0329,PA 22:2_22:2,0.003787490052793061,True,True,False,3.4985043902293923e-06,D1,125,True
D1__CAL_R1_K125,CAL,R1,K125,125,61,PA-H__0331,PA 22:2_22:4,0.00397903216183355,False,False,False,9.838774934774762e-27,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,63,PA-H__0334,PA 24:0_22:2,0.020807926977687925,True,True,False,5.569731657393685e-05,D1,125,True
D1__CAL_R1_K125,CAL,R1,K125,125,83,PA-H__0359,PA 22:4_24:4,0.001650518541802753,False,False,False,0.0,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,85,PA-H__0361,PA 22:4_24:6,0.02108510811585451,True,True,False,8.54610005975611e-05,D1,125,True
D1__CAL_R1_K125,CAL,R1,K125,125,91,PA-H__0369,PA 22:5_24:5,0.0010870646745076045,False,False,False,4.246502334640185e-22,D1,125,False
D1__CAL_R1_K125,CAL,R1,K125,125,92,PA-H__0370,PA 22:5_24:6,0.0012414112836486543,False,False,False,0.0,D1,125,False
