dataset,lipid_name,truth,X_hat,rho,S,C,supported_blocks,score,standardized_log_abundance,abundance_logit,S_logit,C_logit,logit,pool,fdp5,fdp1
SIM_DEV,PA 20:2_22:4,True,0.023364621617423715,1.0509596913815451e-06,-0.0011519852931599574,0.42857142857142855,7,0.9774404601430637,1.059098143788916,1.4796046095780557,-0.1271687522092073,-0.013820009892564681,3.7687793496553836,True,True,True
SIM_DEV,PA 20:2_22:6,True,0.014671403197909301,5.372252421897103e-06,0.006929311927418238,0.7142857142857143,7,0.9784163473955433,0.5933921345629721,1.0627555446228607,0.27600588032247175,0.04507416111704506,3.8139990882414776,True,True,True
SIM_DEV,PA 20:3_22:3,True,0.029436227757351878,1.8248802288211738e-05,0.026062374737848837,0.6666666666666666,6,0.9947602423723607,1.290291581831372,1.5502531948566822,1.2305513397021945,0.03525846594877676,5.246226502686754,True,True,True
SIM_DEV,PA 20:3_22:4,False,0.003019561979878063,6.822000521066383e-08,-0.007833490678278798,0.14285714285714285,7,0.23201480082473794,-0.9886983492801652,-3.0939106232533593,-0.46050799278857907,-0.07271418090217442,-1.1969692947650128,False,False,False
SIM_DEV,PA 20:3_22:6,True,0.0037407415921328993,3.9890802030876313e-07,0.0031663900815663347,0.14285714285714285,7,0.5406530976316042,-0.7743498477196019,-2.282751483773375,0.08827430814571881,-0.07271418090217442,0.16297214564926943,False,False,False
SIM_DEV,PA 22:1_20:4,True,0.010864003686216268,7.855148751253491e-07,-0.0017076196127601962,0.5714285714285714,7,0.9473284806413901,0.29269934254488195,0.5986696998820487,-0.15488926000792777,0.015627075612240183,2.889571017665461,True,True,False
SIM_DEV,PA 22:2_20:4,True,0.013165472212007734,2.943119144483016e-07,0.013215555020824828,0.2857142857142857,7,0.9799568030710702,0.4850003530753727,0.9130967464693567,0.5896255480579042,-0.043267095397369545,3.8896187013089913,True,True,True
SIM_DEV,PA 22:3_20:4,True,0.023973502558483746,2.076410485115855e-05,0.0034484220563434213,0.5714285714285714,7,0.9827082458025587,1.0848455120785676,1.4919471081238003,0.10234483849366709,0.015627075612240183,4.040082524408808,True,True,True
SIM_DEV,PA 20:4_22:4,False,0.0010533030529359497,1.4106417550779671e-08,0.0004972690241712006,0.5,8,0.0029367927267255137,-2.0427465981510533,-8.213675407130083,-0.044887716727913564,0.000903532859837758,-5.827496088819059,False,False,False
SIM_DEV,PA 20:4_22:5,False,0.0024333398035921846,2.433404825328335e-07,-0.00449992820675429,0.5,8,0.13549899713942415,-1.2047231956906166,-3.990058169618941,-0.2941970914822997,0.000903532859837758,-1.853188226062303,False,False,False
SIM_DEV,PA 20:4_22:6,False,0.0034886688485557815,4.594576452434317e-07,0.0038108441714238793,0.625,8,0.509703734882566,-0.844170942715085,-2.538439441160241,0.12042602015059704,0.026669732676542015,0.03881981384599788,False,False,False
SIM_DEV,PA 22:3_22:6,False,0.003635029895589822,2.7926027791392973e-07,0.0005994341567147106,0.6,5,0.5062675174123353,-0.803040002214703,-2.3868178975360665,-0.03979071452065743,0.02151649271320116,0.025071382835577114,False,False,False
SIM_DEV,PA 22:4_22:5,True,0.007534582409765498,2.623276235977544e-06,0.0016922838721079266,0.6,5,0.9083107469244099,-0.07355357539509058,-0.1732300022780786,0.014731383898646274,0.02151649271320116,2.2931813765128686,True,True,False
SIM_DEV,PA 22:4_22:6,True,0.0022684161413229695,0.0,0.0002303553238983729,0.2,5,0.12052943020415141,-1.274963867886428,-4.298450300733966,-0.05820399876629015,-0.060935346700252455,-1.9874261440214083,False,False,False
SIM_DEV,PS 14:0_20:1,True,0.028032994659198077,0.00022746799975609873,0.02117840539090457,1.0,9,0.9937186955524804,1.2414073959021386,1.5428537702880405,0.9868908860641145,0.1039683321266548,5.0638764906579095,True,True,True
SIM_DEV,PS 16:0_18:0,True,0.028190834674385223,0.00016018037843781814,0.01490711891880158,0.8888888888888888,9,0.9912434307258083,1.2470267369536765,1.5439100054258732,0.6740174017857934,0.08106504340069544,4.729155952791462,True,True,True
SIM_DEV,PS 16:0_18:2,True,0.00690808264839301,3.811600425254394e-06,0.010673310583782786,0.7777777777777778,9,0.9283406510876111,-0.1604363641677363,-0.3896435141454488,0.46279337758654054,0.05816175467473611,2.561475120294928,True,True,False
SIM_DEV,PS 16:0_20:0,True,0.007090622450846384,6.040210905213764e-07,0.00011908304831061825,0.6666666666666666,9,0.8887842957457924,-0.13433387727508422,-0.3232836412731935,-0.06375535489099991,0.03525846594877676,2.0783829719636833,True,True,False
SIM_DEV,PS 16:0_20:4,True,0.006645717571568075,9.88608511184022e-07,-0.0055282304405039,0.7777777777777778,9,0.8392340556615032,-0.19918770703344016,-0.4902862385545678,-0.34549892631245605,0.05816175467473611,1.652540091986812,True,True,False
SIM_DEV,PS 16:1_18:1,True,0.008856140810178405,8.12082362126358e-06,0.022088830679279296,0.8888888888888888,9,0.9767782291308821,0.08818721858972785,0.1956289919924031,1.0323118588447402,0.08106504340069544,3.739169396416939,True,True,True
SIM_DEV,PS 16:1_20:2,True,0.028674629467617688,5.4126759356930156e-05,0.01199736739422744,0.8888888888888888,9,0.9899179319668558,1.2640565797190437,1.5467847322999237,0.5288503611909497,0.08106504340069544,4.5868636390706685,True,True,True
SIM_DEV,PS 18:0_18:1,True,0.009858027684611696,3.6328183381217767e-06,0.019981506889536076,0.8333333333333334,6,0.9790161659809751,0.1954505153444729,0.41584111100775645,0.927177810267549,0.06961339903771578,3.8427958224921213,True,True,True
SIM_DEV,PS 18:1_18:1,True,0.028152134145582538,2.201126189143451e-05,0.0071848618374556915,0.8333333333333334,6,0.9870316283319305,1.2456518569413921,1.5436565135221365,0.28875522467408093,0.06961339903771578,4.332188639413033,True,True,True
SIM_DEV,PS 18:1_18:2,True,0.00735442974333187,5.2523281962813605e-06,0.00667363496965054,0.8333333333333334,6,0.9262696459983842,-0.09777410098955866,-0.23227628547059798,0.263250197579815,0.06961339903771578,2.5307508133260326,True,True,False
SIM_DEV,PS 18:2_18:2,True,0.007290205731901455,7.101019261048705e-06,-0.010513747868523594,0.6666666666666666,6,0.8344189528777096,-0.10655237643813441,-0.2539215384188706,-0.5942255975582278,0.03525846594877676,1.6172748321507784,True,True,False
SIM_DEV,PS 17:0_18:2,True,0.029365090591988368,0.0019700507778812907,0.11557386066141118,0.75,8,0.9999404626034286,1.2878700105239091,1.5499818248072332,5.696265130391699,0.052435932493246275,9.728846389871277,True,True,True
SIM_DEV,PE 16:0_22:4,False,0.0013963279460682434,8.602368802410125e-09,0.0007420638399678767,0.7142857142857143,7,0.014536806518244462,-1.760599493306681,-6.658990685060813,-0.032674942316749965,0.04507416111704506,-4.216427964081418,False,False,False
SIM_DEV,PE 16:0_22:6,True,0.010490439261491818,1.64807433649791e-07,-0.000982643583672742,0.42857142857142855,7,0.9443964747549699,0.25767990801964297,0.5346762984622028,-0.11872032126659317,-0.013820009892564681,2.832299469482145,True,True,False
SIM_DEV,PE 16:1_22:2,True,0.024719211397886513,8.582970879019849e-07,0.006175714141612176,1.0,6,0.9863156173182721,1.115502312306254,1.505180328726117,0.2384090066924102,0.1039683321266548,4.277721169724282,True,True,True
SIM_DEV,PE 18:0_20:0,True,0.029268207846539704,0.0002146876963568821,0.0232144441569547,0.75,4,0.9940633924275124,1.2845625850722486,1.5495951543943556,1.0884685361513096,0.052435932493246275,5.1206631252180115,True,True,True
SIM_DEV,PE 18:0_20:4,True,0.02934934327224655,9.8325973481608e-07,-0.007858522968502092,0.6,5,0.9718004226216646,1.2873331650001447,1.5499203204818897,-0.4617568497649694,0.02151649271320116,3.5398434656092213,True,True,True
SIM_DEV,PE 18:0_22:3,True,0.020405740517613177,1.0236405246844363e-08,0.0002481242663664169,0.3333333333333333,6,0.9766959721988402,0.9235798927613659,1.3961546130264875,-0.05731750905374897,-0.03345140022910126,3.7355492059227373,True,True,True
SIM_DEV,PE 18:0_22:4,True,0.020554681510061172,3.82450899736203e-07,-0.007793077360806684,0.5,6,0.966882059628237,0.9308583492933408,1.4014261258213585,-0.45849177880999703,0.000903532859837758,3.374001382050299,True,True,True
SIM_DEV,PE 18:0_22:5,True,0.02790691649177933,1.3608786182031241e-06,-0.010165192573763748,0.5,6,0.9675855001218906,1.2368960470792445,1.5419671377501418,-0.5768362293607643,0.000903532859837758,3.3961979434283154,True,True,True
SIM_DEV,PE 18:0_22:6,True,0.024954575476738725,3.2528694615178915e-06,0.004345559923326218,0.5,6,0.983489690882151,1.1249865781784836,1.5089522359034693,0.1471029039351909,0.000903532859837758,4.087122174877598,True,True,True
SIM_DEV,PE 18:1_20:3,True,0.004680486721856435,1.214247900974721e-10,0.00023490987093637545,0.25,4,0.6909163423838396,-0.5500470248292504,-1.5171510901668444,-0.05797677313923129,-0.05062886677357076,0.8044067720994535,True,False,False
SIM_DEV,PE 18:1_22:2,False,0.0010637050409443374,0.0,6.120382463083462e-06,0.16666666666666666,6,0.0028311145152372335,-2.0329113599358157,-8.15721581806,-0.06939104431681467,-0.06780633331804027,-5.864249693515754,False,False,False
SIM_DEV,PE 18:1_22:4,False,0.0014233199275647276,0.0,0.0,0.0,6,0.013387148474895364,-1.7414374985792267,-6.5582883836191,-0.0696963892240931,-0.10216126640697927,-4.299982537071073,False,False,False
SIM_DEV,PE 18:1_22:5,False,0.0012018153292965117,0.0,-8.458794296230951e-07,0.0,6,0.005425304129525722,-1.9107357592518683,-7.469504891603922,-0.0697385900142504,-0.10216126640697927,-5.211241245846051,False,False,False
SIM_DEV,PE 18:1_22:6,False,0.0020436605461926455,3.355574128373e-08,-0.00032420912799277117,0.16666666666666666,6,0.07614802879365809,-1.379389075194938,-4.772358699140252,-0.08587113103522889,-0.06780633331804027,-2.4958726613144213,False,False,False
SIM_DEV,PE 18:2_20:2,False,0.004793663390791828,2.9693579251313083e-08,-0.001390445827722912,0.25,4,0.6899566019188897,-0.5261345314187201,-1.4405527067155186,-0.13906551033745843,-0.05062886677357076,0.7999164183525521,True,False,False
SIM_DEV,PE 22:1_18:2,True,0.030827174761406458,2.3009838293707907e-05,0.052076858119964056,0.8333333333333334,6,0.9986164489050503,1.3365000564375076,1.5535306409474248,2.5284097765108533,0.06961339903771578,6.581717318675094,True,True,True
SIM_DEV,PE 18:2_22:3,True,0.026277808979933388,1.347649706182984e-06,-0.003982780781140337,0.5,6,0.9756247806500632,1.17669676131572,1.5268407042863392,-0.26839668870096367,0.000903532859837758,3.689511050624313,True,True,True
SIM_DEV,PE 18:2_22:4,True,0.0029193770663354436,0.0,0.002352023757577288,0.16666666666666666,6,0.3060208685691707,-1.0224676617168516,-3.2287914631803822,0.04764570181449827,-0.06780633331804027,-0.8187885925048243,False,False,False
SIM_DEV,PE 18:2_22:5,True,0.008205982197590946,8.090823729724776e-08,0.00019296313498658004,0.6666666666666666,6,0.9192697136485479,0.011876746033448578,0.027113285879561386,-0.06006948912168492,0.03525846594877676,2.432465764885753,True,True,False
SIM_DEV,PE 18:2_22:6,True,0.020231962167753303,2.379845755351711e-06,-0.00849158722700572,0.5,6,0.9653625144940595,0.9150202285987448,1.3898404916013751,-0.4933403248958195,0.000903532859837758,3.3275672017444933,True,True,True
SIM_DEV,PE 20:0_20:3,False,0.004980484528549896,2.3394974481681052e-08,-0.0015467184895043642,0.0,3,0.7028997357842552,-0.48787077883871915,-1.3199957206987285,-0.14686192856942842,-0.10216126640697927,0.8611445865039637,True,False,False
SIM_DEV,PE 20:0_20:4,True,0.025089110822179402,1.17129158898417e-06,-0.004324556301951209,0.75,4,0.9760647412423524,1.1303677357498487,1.5110246642016738,-0.2854478150548323,0.052435932493246275,3.7081762838191876,True,True,True
SIM_DEV,PE 20:1_20:2,True,0.016134539291866427,1.3340100168381485e-07,-0.012431916696592476,0.3333333333333333,3,0.9470762304777208,0.6885324663440284,1.1777376527089012,-0.6899227351936458,-0.03345140022910126,2.884527019465254,True,True,False
SIM_DEV,PE 20:2_20:2,True,0.006478698968441585,1.0755365514354176e-08,-5.4152748445000237e-05,0.0,3,0.8452438606688789,-0.2246616308221212,-0.5578295796680264,-0.07239806122785235,-0.10216126640697927,1.697774594876242,True,True,False
SIM_DEV,PE 20:2_20:4,True,0.011173571732692181,2.3556582189687927e-07,-0.002183848870739168,0.25,4,0.9452896770460124,0.32081889738931263,0.6485526325145025,-0.1786482619163823,-0.05062886677357076,2.8494390060036494,True,True,False
SIM_DEV,PE 20:2_20:5,True,0.02589662995914751,2.9019680641270604e-05,0.008585168549437503,0.75,4,0.9874258244619458,1.16207275090901,1.522240490816415,0.3586163037341724,0.052435932493246275,4.363456229222933,True,True,True
SIM_DEV,PE 20:3_20:4,False,0.0023488400305558986,1.683076791764166e-08,-0.00046828379802319196,0.0,4,0.12905124050311592,-1.2400954224924619,-4.144316849288823,-0.09305899339954395,-0.10216126640697927,-1.9093736069162464,False,False,False
SIM_DEV,PE 20:3_20:5,True,0.014193685069358697,6.131774225930343e-06,0.005471695922500663,0.25,4,0.9734532187960158,0.5602617828355364,1.019120978760055,0.20328564975620989,-0.05062886677357076,3.6019412639217943,True,True,True
SIM_DEV,PE 17:0_20:1,True,0.004809096042909203,0.0,5.17083061289112e-17,0.0,5,0.6959284511336197,-0.5229176692815636,-1.430322023420216,-0.06969638922409052,-0.10216126640697927,0.827983823127814,True,False,False
SIM_DEV,PE 17:0_20:2,True,0.006301602110790665,1.1409326693395004e-07,-0.007462183640715707,0.8,5,0.8050711504567813,-0.25240026848834635,-0.6326263295066339,-0.441983543762657,0.06274241241992799,1.418296041329737,True,True,False
SIM_DEV,PE 17:0_20:3,True,0.01317811022104921,1.0942382997683735e-07,-0.001818639515421459,1.0,5,0.9640222498812908,0.4859606187811333,0.9145098709906444,-0.16042802528748948,0.1039683321266548,3.2882136800089095,True,True,True
SIM_DEV,PE 17:0_20:4,True,0.007195878358350243,7.409524569868736e-08,-0.002020498429507549,0.5,6,0.8780687096273666,-0.11958645806051597,-0.28630114550637625,-0.17049873439377827,0.000903532859837758,1.9742671551387831,True,True,False
SIM_DEV,PE 17:0_20:5,True,0.029660845121586482,4.1485102303840556e-05,-0.006179369967610643,0.8333333333333334,6,0.9752250197282973,1.2978995205442465,1.551041222418994,-0.377984173717987,0.06961339903771578,3.672833949917823,True,True,True
SIM_DEV,PE 17:0_22:2,False,0.004701670427953977,3.823910100279568e-07,-0.00010859626721864706,0.7142857142857143,7,0.710440335294762,-0.5455275545450391,-1.5025998267049738,-0.07511423971704372,0.04507416111704506,0.8975235968741274,True,False,False
SIM_DEV,PE 20:0_17:1,True,0.03162741877649272,3.1313493877247485e-05,0.01819106764722937,0.8,5,0.9924942348798179,1.3621489937042948,1.5537907999692093,0.8378530813429448,0.06274241241992799,4.884549795911182,True,True,True
SIM_DEV,PE 17:1_20:1,False,0.0013605864785226308,7.466364324416354e-21,2.0056487890922056e-17,0.0,5,0.010580999570457734,-1.7865509048985162,-6.796363849822697,-0.06969638922409212,-0.10216126640697927,-4.538058003274669,False,False,False
SIM_DEV,PE 17:1_20:4,True,0.0050763919651838465,8.041305890967636e-08,-0.002033102780505759,0.3333333333333333,6,0.7240832201669452,-0.46878148377765166,-1.2607775056345056,-0.17112756345961977,-0.03345140022910126,0.9648070328558733,True,False,False
SIM_DEV,PE 17:1_22:1,True,0.027180444353800966,6.596675297032417e-06,-0.007487276211231085,0.7142857142857143,7,0.9725642959477395,1.2104975177678015,1.5360886994703278,-0.4432354081132283,0.04507416111704506,3.5680909546532447,True,True,True
SIM_DEV,PE 17:1_22:3,False,0.0024345404043153787,1.6095269804060587e-10,-0.00024152864026647577,0.0,7,0.14910167627319573,-1.2042295148362439,-3.9879201996499356,-0.08174621465773126,-0.10216126640697927,-1.7416641785355462,False,False,False
SIM_DEV,PE O-16:0_22:1,False,0.001658499153640823,2.952610112292752e-08,-0.003061415968491777,0.0,4,0.024826563288292317,-1.5883905951293324,-5.776273449675891,-0.22242994479488754,-0.10216126640697927,-3.670701158698658,False,False,False
SIM_DEV,PE O-16:0_22:2,True,0.015044363627612753,5.5160457684247815e-09,0.0001479002681937345,0.5,4,0.9696269709669081,0.6185159837804631,1.0946070531006535,-0.06231766837609547,0.000903532859837758,3.4633564197634956,True,True,True
SIM_DEV,PE O-16:0_22:3,True,0.01452033380192346,4.713344446497771e-08,-0.01146197846528273,0.0,4,0.9391053050986848,0.583033369340599,1.049311995027692,-0.6415326711590063,-0.10216126640697927,2.7357815596408064,True,True,False
SIM_DEV,PE O-16:0_22:4,False,0.0016586755354360539,0.0,-0.0009638669227023886,0.2,5,0.028628707350140243,-1.5882841629453592,-5.775743407858823,-0.11778355663830832,-0.060935346700252455,-3.5242988090182834,False,False,False
SIM_DEV,PE O-16:1_22:0,True,0.006458691880831839,8.619908591812377e-08,-0.0010200468746069517,0.5,4,0.8512411301309547,-0.22775708998708,-0.5661119039658873,-0.12058636550011988,0.000903532859837758,1.7443687655729305,True,True,False
SIM_DEV,PE O-16:1_22:1,False,0.0022963107040156485,2.1579046958099758e-09,-0.006682111306047873,0.25,4,0.0938355859521832,-1.262731860719492,-4.244145373122441,-0.4030658591022071,-0.05062886677357076,-2.267676596819119,False,False,False
SIM_DEV,PE O-16:1_22:2,True,0.015740418580566386,7.615701454115225e-08,0.00039937132976321574,0.25,4,0.9700860991456539,0.663781661270276,1.1492987274088313,-0.04977181712557397,-0.05062886677357076,3.4790615456887863,True,True,True
SIM_DEV,PE O-16:1_22:3,False,0.015531104203256664,3.0713619337012626e-08,-0.006146138745763564,0.25,4,0.9583806624402227,0.6503835347728621,1.1334717837327504,-0.3763262733474056,-0.05062886677357076,3.1366801457908737,True,True,False
SIM_DEV,PE O-16:1_22:4,True,0.004776341977235657,3.575450756366518e-09,4.700720740258785e-05,0.4,5,0.7090979603589035,-0.5297574550667081,-1.4520957610957448,-0.0673512071260236,-0.019709426993525646,0.8910071069638059,True,False,False
SIM_DEV,PE O-16:1_22:5,True,0.02015803518368939,2.861773308395457e-07,-0.010633073892584322,0.6,5,0.9622613494186644,0.9113565513533506,1.3871000621425162,-0.6001787539128345,0.02151649271320116,3.2386013031219827,True,True,True
SIM_DEV,PE O-16:1_24:1,True,0.007138872446655518,1.765899180872759e-05,-0.009971678398062305,0.5,4,0.8260184642388811,-0.12754657770457106,-0.3062172473113231,-0.567181837924767,0.000903532859837758,1.5576679498028476,True,True,False
SIM_DEV,PE O-18:0_20:1,False,0.0021753016094739445,4.016757499999869e-09,-0.00010604179959353255,0.5,4,0.10616481375831908,-1.316912917967871,-4.486608906682949,-0.07498679773366423,0.000903532859837758,-2.130528669377675,False,False,False
SIM_DEV,PE O-18:0_20:2,False,0.0016013063404804525,0.0,1.7914210485168572e-05,0.25,4,0.025543428112913467,-1.6235128101255842,-5.952231869890857,-0.06880265211329095,-0.05062886677357076,-3.641499886598619,False,False,False
SIM_DEV,PE O-18:0_22:1,True,0.024576549578550242,1.51427101278117e-05,0.0057427691323242835,0.75,4,0.9852581101391529,1.1097095333966025,1.5028016722333626,0.21680944906426225,0.052435932493246275,4.202210555969971,True,True,True
SIM_DEV,PE O-18:0_22:2,True,0.027818352146134557,5.001165156668034e-07,0.006455730350329999,0.5,4,0.9855821750750342,1.233714819997544,1.5413212183316372,0.2523789707923873,0.000903532859837758,4.224767224162962,True,True,True
SIM_DEV,PE O-18:1_20:1,True,0.005897909671233174,6.403997945591055e-08,-0.0013259075900952165,0.5,4,0.8143695296576172,-0.3186607086525592,-0.816565075460077,-0.13584570793079398,0.000903532859837758,1.4786562516480668,True,True,False
SIM_DEV,PE O-18:1_20:2,False,0.007815877186824586,2.665580249633073e-08,-0.008359211425343111,0.5,4,0.8651385188180813,-0.03686959416771454,-0.08568947270667561,-0.4867361172129855,0.000903532859837758,1.8586414451192765,True,True,False
SIM_DEV,PE O-18:1_20:3,False,0.0034198662400766336,2.9603638901360353e-09,-0.001852421356932776,0.5,4,0.41483742551815694,-0.864106154449258,-2.612956655035072,-0.16211339598551144,0.000903532859837758,-0.3440030159816458,False,False,False
SIM_DEV,PE O-18:1_20:4,True,0.014569481302090138,2.822739754113784e-07,-0.005786508294267426,0.8,5,0.9603894121794154,0.5864151734149569,1.0537208409131993,-0.35838436734252,0.06274241241992799,3.1882423881697073,True,True,True
SIM_DEV,PE O-18:1_22:1,True,0.003894288494092366,9.14672302110487e-11,-0.0007884245253621982,0.5,4,0.5456154721204842,-0.7340896018085524,-2.1390656248366122,-0.1090307633493805,0.000903532859837758,0.18297064685294498,False,False,False
SIM_DEV,PE O-18:1_22:2,True,0.020249428608145773,3.7809718122383835e-08,0.0007650533521663931,0.75,4,0.9789906523142358,0.9158838761902611,1.3904831922487242,-0.03152799921099247,0.052435932493246275,3.841554627710078,True,True,True
