scope,score,threshold,n_retained,TP,FP,precision,FDR,all_truth_recall,reportable_truth_recall,coverage
POOLED,rho_zero,2.6494428304610424e-05,64,64,0,1.0,0.0,0.15609756097560976,0.19875776397515527,0.12648221343873517
POOLED,rho_zero,2.5748136563529827e-05,65,65,0,1.0,0.0,0.15853658536585366,0.20186335403726707,0.12845849802371542
POOLED,rho_zero,2.4298388070266003e-05,66,66,0,1.0,0.0,0.16097560975609757,0.20496894409937888,0.13043478260869565
POOLED,rho_zero,2.3960430436501852e-05,67,67,0,1.0,0.0,0.16341463414634147,0.2080745341614907,0.1324110671936759
POOLED,rho_zero,2.3528493868867977e-05,68,68,0,1.0,0.0,0.16585365853658537,0.2111801242236025,0.13438735177865613
POOLED,rho_zero,2.2930361604379167e-05,69,69,0,1.0,0.0,0.16829268292682928,0.21428571428571427,0.13636363636363635
POOLED,rho_zero,2.2869514984698224e-05,70,70,0,1.0,0.0,0.17073170731707318,0.21739130434782608,0.1383399209486166
POOLED,rho_zero,2.279875935480706e-05,71,71,0,1.0,0.0,0.17317073170731706,0.2204968944099379,0.14031620553359683
POOLED,rho_zero,2.1678889709732667e-05,72,72,0,1.0,0.0,0.17560975609756097,0.2236024844720497,0.1422924901185771
POOLED,rho_zero,2.094810166505632e-05,73,73,0,1.0,0.0,0.17804878048780487,0.2267080745341615,0.1442687747035573
POOLED,rho_zero,1.916231930377116e-05,74,74,0,1.0,0.0,0.18048780487804877,0.22981366459627328,0.14624505928853754
POOLED,rho_zero,1.8746888092597224e-05,75,75,0,1.0,0.0,0.18292682926829268,0.2329192546583851,0.1482213438735178
POOLED,rho_zero,1.8498312523574224e-05,76,76,0,1.0,0.0,0.18536585365853658,0.2360248447204969,0.15019762845849802
POOLED,rho_zero,1.801727578206099e-05,77,77,0,1.0,0.0,0.1878048780487805,0.2391304347826087,0.15217391304347827
POOLED,rho_zero,1.735242963452199e-05,78,78,0,1.0,0.0,0.1902439024390244,0.2422360248447205,0.1541501976284585
POOLED,rho_zero,1.4968148916935037e-05,79,79,0,1.0,0.0,0.1926829268292683,0.2453416149068323,0.15612648221343872
POOLED,rho_zero,1.4779691414572079e-05,80,80,0,1.0,0.0,0.1951219512195122,0.2484472049689441,0.15810276679841898
POOLED,rho_zero,1.2806312781567444e-05,81,81,0,1.0,0.0,0.1975609756097561,0.2515527950310559,0.1600790513833992
POOLED,rho_zero,1.253510493275326e-05,82,82,0,1.0,0.0,0.2,0.2546583850931677,0.16205533596837945
POOLED,rho_zero,1.1956401202892267e-05,83,83,0,1.0,0.0,0.20243902439024392,0.2577639751552795,0.16403162055335968
POOLED,rho_zero,1.1917040736352122e-05,84,84,0,1.0,0.0,0.2048780487804878,0.2608695652173913,0.16600790513833993
POOLED,rho_zero,1.0397203263890134e-05,85,85,0,1.0,0.0,0.2073170731707317,0.2639751552795031,0.16798418972332016
POOLED,rho_zero,1.0106373054637628e-05,86,86,0,1.0,0.0,0.2097560975609756,0.2670807453416149,0.16996047430830039
POOLED,rho_zero,9.650909951859206e-06,87,87,0,1.0,0.0,0.2121951219512195,0.2701863354037267,0.17193675889328064
POOLED,rho_zero,9.466582062103826e-06,88,88,0,1.0,0.0,0.2146341463414634,0.2732919254658385,0.17391304347826086
POOLED,rho_zero,9.456223819571391e-06,89,89,0,1.0,0.0,0.21707317073170732,0.27639751552795033,0.17588932806324112
POOLED,rho_zero,8.3025515545202e-06,90,90,0,1.0,0.0,0.21951219512195122,0.2795031055900621,0.17786561264822134
POOLED,rho_zero,8.107571562975972e-06,91,91,0,1.0,0.0,0.22195121951219512,0.2826086956521739,0.17984189723320157
POOLED,rho_zero,7.649997477443593e-06,92,92,0,1.0,0.0,0.22439024390243903,0.2857142857142857,0.18181818181818182
POOLED,rho_zero,6.910797711481505e-06,93,93,0,1.0,0.0,0.22682926829268293,0.2888198757763975,0.18379446640316205
POOLED,rho_zero,5.673665763670594e-06,94,94,0,1.0,0.0,0.22926829268292684,0.2919254658385093,0.1857707509881423
POOLED,rho_zero,5.2430350051190414e-06,95,95,0,1.0,0.0,0.23170731707317074,0.2950310559006211,0.18774703557312253
POOLED,rho_zero,5.061632784271226e-06,96,96,0,1.0,0.0,0.23414634146341465,0.2981366459627329,0.18972332015810275
POOLED,rho_zero,5.038400927801722e-06,97,97,0,1.0,0.0,0.23658536585365852,0.30124223602484473,0.191699604743083
POOLED,rho_zero,4.71741855434787e-06,98,98,0,1.0,0.0,0.23902439024390243,0.30434782608695654,0.19367588932806323
POOLED,rho_zero,4.59996884910337e-06,99,99,0,1.0,0.0,0.24146341463414633,0.30745341614906835,0.1956521739130435
POOLED,rho_zero,4.48491048280626e-06,100,100,0,1.0,0.0,0.24390243902439024,0.3105590062111801,0.1976284584980237
POOLED,rho_zero,4.4160184060453245e-06,101,101,0,1.0,0.0,0.24634146341463414,0.3136645962732919,0.19960474308300397
POOLED,rho_zero,4.2679828765926696e-06,102,102,0,1.0,0.0,0.24878048780487805,0.3167701863354037,0.2015810276679842
POOLED,rho_zero,4.040994977503102e-06,103,103,0,1.0,0.0,0.25121951219512195,0.3198757763975155,0.20355731225296442
POOLED,rho_zero,3.4847926657354906e-06,104,104,0,1.0,0.0,0.25365853658536586,0.32298136645962733,0.20553359683794467
POOLED,rho_zero,3.2454549460745846e-06,105,105,0,1.0,0.0,0.25609756097560976,0.32608695652173914,0.2075098814229249
POOLED,rho_zero,3.15212338640154e-06,106,106,0,1.0,0.0,0.25853658536585367,0.32919254658385094,0.20948616600790515
POOLED,rho_zero,3.0780766874120926e-06,107,107,0,1.0,0.0,0.26097560975609757,0.33229813664596275,0.21146245059288538
POOLED,rho_zero,3.0178893375451577e-06,108,108,0,1.0,0.0,0.2634146341463415,0.33540372670807456,0.2134387351778656
POOLED,rho_zero,2.970264175696328e-06,109,109,0,1.0,0.0,0.2658536585365854,0.3385093167701863,0.21541501976284586
POOLED,rho_zero,2.3482704250484043e-06,110,110,0,1.0,0.0,0.2682926829268293,0.3416149068322981,0.21739130434782608
POOLED,rho_zero,2.102409305686202e-06,111,111,0,1.0,0.0,0.2707317073170732,0.3447204968944099,0.21936758893280633
POOLED,rho_zero,1.9341040140539477e-06,112,112,0,1.0,0.0,0.2731707317073171,0.34782608695652173,0.22134387351778656
POOLED,rho_zero,1.9251701614498874e-06,113,113,0,1.0,0.0,0.275609756097561,0.35093167701863354,0.22332015810276679
POOLED,rho_zero,1.8666232078217895e-06,114,114,0,1.0,0.0,0.2780487804878049,0.35403726708074534,0.22529644268774704
POOLED,rho_zero,1.7453992278193603e-06,115,115,0,1.0,0.0,0.2804878048780488,0.35714285714285715,0.22727272727272727
POOLED,rho_zero,1.6974140246366423e-06,116,116,0,1.0,0.0,0.28292682926829266,0.36024844720496896,0.22924901185770752
POOLED,rho_zero,1.6605393352757978e-06,117,117,0,1.0,0.0,0.28536585365853656,0.36335403726708076,0.23122529644268774
POOLED,rho_zero,1.623629992634693e-06,118,118,0,1.0,0.0,0.28780487804878047,0.36645962732919257,0.233201581027668
POOLED,rho_zero,1.616696756525283e-06,119,119,0,1.0,0.0,0.29024390243902437,0.3695652173913043,0.23517786561264822
POOLED,rho_zero,1.2027579514060087e-06,120,120,0,1.0,0.0,0.2926829268292683,0.37267080745341613,0.23715415019762845
POOLED,rho_zero,1.2026430567548906e-06,121,121,0,1.0,0.0,0.2951219512195122,0.37577639751552794,0.2391304347826087
POOLED,rho_zero,1.1880695351151052e-06,122,122,0,1.0,0.0,0.2975609756097561,0.37888198757763975,0.24110671936758893
POOLED,rho_zero,1.1813157784877394e-06,123,123,0,1.0,0.0,0.3,0.38198757763975155,0.24308300395256918
POOLED,rho_zero,1.122339723705926e-06,124,124,0,1.0,0.0,0.3024390243902439,0.38509316770186336,0.2450592885375494
POOLED,rho_zero,1.0167277167165023e-06,125,125,0,1.0,0.0,0.3048780487804878,0.38819875776397517,0.24703557312252963
POOLED,rho_zero,1.007349885108791e-06,126,126,0,1.0,0.0,0.3073170731707317,0.391304347826087,0.2490118577075099
POOLED,rho_zero,9.35776395326138e-07,127,127,0,1.0,0.0,0.3097560975609756,0.3944099378881988,0.2509881422924901
POOLED,rho_zero,9.001132788273335e-07,128,128,0,1.0,0.0,0.3121951219512195,0.39751552795031053,0.25296442687747034
POOLED,rho_zero,7.925461689875715e-07,129,129,0,1.0,0.0,0.3146341463414634,0.40062111801242234,0.2549407114624506
POOLED,rho_zero,7.856681383679529e-07,130,130,0,1.0,0.0,0.3170731707317073,0.40372670807453415,0.25691699604743085
POOLED,rho_zero,7.487350935431997e-07,131,131,0,1.0,0.0,0.3195121951219512,0.40683229813664595,0.25889328063241107
POOLED,rho_zero,7.269417564848721e-07,132,132,0,1.0,0.0,0.32195121951219513,0.40993788819875776,0.2608695652173913
POOLED,rho_zero,7.225941278509789e-07,133,133,0,1.0,0.0,0.32439024390243903,0.41304347826086957,0.2628458498023715
POOLED,rho_zero,7.001069705850652e-07,134,134,0,1.0,0.0,0.32682926829268294,0.4161490683229814,0.2648221343873518
POOLED,rho_zero,6.942622006914963e-07,135,135,0,1.0,0.0,0.32926829268292684,0.4192546583850932,0.26679841897233203
POOLED,rho_zero,6.865887026174296e-07,136,136,0,1.0,0.0,0.33170731707317075,0.422360248447205,0.26877470355731226
POOLED,rho_zero,6.687990925933295e-07,137,137,0,1.0,0.0,0.33414634146341465,0.4254658385093168,0.2707509881422925
POOLED,rho_zero,6.445376048382354e-07,138,138,0,1.0,0.0,0.33658536585365856,0.42857142857142855,0.2727272727272727
POOLED,rho_zero,6.323062548154067e-07,139,139,0,1.0,0.0,0.33902439024390246,0.43167701863354035,0.274703557312253
POOLED,rho_zero,5.880681961489711e-07,140,140,0,1.0,0.0,0.34146341463414637,0.43478260869565216,0.2766798418972332
POOLED,rho_zero,5.851157809668759e-07,141,141,0,1.0,0.0,0.3439024390243902,0.43788819875776397,0.27865612648221344
POOLED,rho_zero,5.347891154842818e-07,142,142,0,1.0,0.0,0.3463414634146341,0.4409937888198758,0.28063241106719367
POOLED,rho_zero,4.989468683512368e-07,143,143,0,1.0,0.0,0.348780487804878,0.4440993788819876,0.2826086956521739
POOLED,rho_zero,4.7176253714077706e-07,144,144,0,1.0,0.0,0.35121951219512193,0.4472049689440994,0.2845849802371542
POOLED,rho_zero,4.7081822317317847e-07,145,145,0,1.0,0.0,0.35365853658536583,0.4503105590062112,0.2865612648221344
POOLED,rho_zero,4.4588866890008587e-07,146,146,0,1.0,0.0,0.35609756097560974,0.453416149068323,0.2885375494071146
POOLED,rho_zero,4.388550138567382e-07,147,147,0,1.0,0.0,0.35853658536585364,0.45652173913043476,0.29051383399209485
POOLED,rho_zero,4.1901641645796104e-07,148,148,0,1.0,0.0,0.36097560975609755,0.45962732919254656,0.2924901185770751
POOLED,rho_zero,3.908774272061498e-07,149,149,0,1.0,0.0,0.36341463414634145,0.46273291925465837,0.29446640316205536
POOLED,rho_zero,3.6021201015042925e-07,150,150,0,1.0,0.0,0.36585365853658536,0.4658385093167702,0.2964426877470356
POOLED,rho_zero,3.57367924581198e-07,151,151,0,1.0,0.0,0.36829268292682926,0.468944099378882,0.2984189723320158
POOLED,rho_zero,3.537672502396291e-07,152,152,0,1.0,0.0,0.37073170731707317,0.4720496894409938,0.30039525691699603
POOLED,rho_zero,3.4948714677465574e-07,153,153,0,1.0,0.0,0.37317073170731707,0.4751552795031056,0.30237154150197626
POOLED,rho_zero,3.473739449441829e-07,154,154,0,1.0,0.0,0.375609756097561,0.4782608695652174,0.30434782608695654
POOLED,rho_zero,3.385199786613716e-07,155,155,0,1.0,0.0,0.3780487804878049,0.4813664596273292,0.30632411067193677
POOLED,rho_zero,3.37366031031641e-07,156,156,0,1.0,0.0,0.3804878048780488,0.484472049689441,0.308300395256917
POOLED,rho_zero,3.3730977974691655e-07,157,157,0,1.0,0.0,0.3829268292682927,0.48757763975155277,0.3102766798418972
POOLED,rho_zero,3.082495072154382e-07,158,158,0,1.0,0.0,0.3853658536585366,0.4906832298136646,0.31225296442687744
POOLED,rho_zero,2.761717524431789e-07,159,159,0,1.0,0.0,0.3878048780487805,0.4937888198757764,0.3142292490118577
POOLED,rho_zero,2.5510811148212463e-07,160,160,0,1.0,0.0,0.3902439024390244,0.4968944099378882,0.31620553359683795
POOLED,rho_zero,2.524469460097009e-07,161,161,0,1.0,0.0,0.3926829268292683,0.5,0.3181818181818182
POOLED,rho_zero,2.302913034245013e-07,162,162,0,1.0,0.0,0.3951219512195122,0.5031055900621118,0.3201581027667984
POOLED,rho_zero,2.2643946988074543e-07,163,163,0,1.0,0.0,0.3975609756097561,0.5062111801242236,0.3221343873517787
POOLED,rho_zero,2.1719337650391538e-07,164,164,0,1.0,0.0,0.4,0.5093167701863354,0.3241106719367589
