identity_id,lipid_name,ista_nnls_ratio,ista_nnls_log_ratio,both_reported,ista_only,nnls_only,pixelwise_abundance_corr,spatial_cosine_ista_nnls,status,ratio_is_solver_correctness
58,PA 20:2_20:2,3.1324291211777924,1.1418087806135917,False,False,False,0.5605366982442589,0.5613033422632825,neither,False
59,PA 20:2_20:3,1.5019276306136058,0.40674937016624285,False,False,False,-0.0002979558872528124,0.0,neither,False
60,PA 22:1_20:2,0.0,,False,False,False,,,neither,False
61,PA 20:2_22:4,0.14047196152664532,-1.9627473722114332,False,False,False,-0.0007245188183208382,0.0,neither,False
62,PA 20:2_22:6,,,False,False,False,,,neither,False
63,PA 22:0_20:3,0.0,,False,False,False,,,neither,False
64,PA 22:1_20:3,0.003167168026185499,-5.754917457517104,False,False,False,-0.00010341045946176905,0.0,neither,False
65,PA 20:3_22:3,0.35395181831723943,-1.038594481560162,False,False,False,0.5088828581840154,0.5131139217443144,neither,False
66,PA 20:3_22:4,1.8573078276348431,0.6191280347259647,False,False,False,-0.00035381777991410094,0.0,neither,False
67,PA 20:3_22:6,,,False,False,False,,,neither,False
68,PA 22:0_20:4,0.0,,False,False,False,,,neither,False
69,PA 22:1_20:4,0.47770250141749243,-0.738767122222513,False,False,False,0.13663883143856273,0.1385703985922512,neither,False
70,PA 22:2_20:4,0.48469408011118875,-0.7242373497164533,False,False,False,0.8327597327930722,0.8338738498759758,neither,False
71,PA 22:3_20:4,1.0696770507960969,0.06735678123059197,False,False,False,0.6792902539004281,0.6818834951304048,neither,False
72,PA 20:4_22:4,0.0,,False,False,False,,,neither,False
73,PA 20:4_22:5,0.0,,False,False,False,,,neither,False
74,PA 20:4_22:6,0.0,,False,False,False,,,neither,False
75,PA 22:1_20:5,0.0,,False,False,False,,,neither,False
76,PA 22:3_22:6,,,False,False,False,,,neither,False
77,PA 22:4_22:5,0.14148843230257582,-1.9555373157524316,False,False,False,-0.00011298933410363786,0.0,neither,False
78,PA 22:4_22:6,,,False,False,False,,,neither,False
79,PA 22:5_22:5,5492.803043473616,8.61119397678746,False,False,False,-0.0013002302930781309,0.0,neither,False
80,PA 22:5_22:6,0.0,,False,False,False,,,neither,False
81,PA 22:6_22:6,1.8088397042068725,0.5926855923194789,False,False,False,0.27015015904597467,0.3654727590173783,neither,False
82,PS 14:0_20:0,,,False,False,False,,,neither,False
83,PS 14:0_20:1,0.19057465709261873,-1.6577112604397675,False,False,False,0.658992970066134,0.6830268881311466,neither,False
84,PS 14:0_22:0,0.653236984799085,-0.4258152985470832,True,False,False,0.9832513140445728,0.9909386773243847,reported_by_both,False
85,PS 14:0_22:1,0.39386665825770845,-0.9317428577828354,True,False,False,0.8641300841753535,0.9423077825670286,reported_by_both,False
86,PS 14:0_22:2,0.8585210500451381,-0.1525440793818539,True,False,False,0.7173874195841283,0.8301504171279809,reported_by_both,False
87,PS 14:0_22:3,10.70781908018832,2.370974229754101,False,False,False,0.11683980253352959,0.12586211747861917,neither,False
88,PS 14:0_22:4,112.38194164561176,4.721903263036237,False,False,False,0.0378234738818837,0.03920098334006762,neither,False
89,PS 16:0_18:0,0.0,,False,False,False,,,neither,False
90,PS 16:0_18:1,2.1837761429775497,0.7810555539926614,True,False,False,0.889136897917089,0.9174095941512733,reported_by_both,False
91,PS 16:0_18:2,46.83773919375969,3.846689270992481,False,False,False,-0.0018485103534319877,0.0,neither,False
92,PS 16:0_20:0,0.0,,False,False,False,,,neither,False
93,PS 16:0_20:1,0.05990702178017341,-2.8149615556864207,False,False,True,0.4012020612927695,0.6435507878128182,SOLVER_SUPPORT_DISAGREEMENT,False
94,PS 16:0_20:2,0.8404588793024472,-0.17380725142017936,True,False,False,0.5484861888979081,0.5853949510298656,reported_by_both,False
95,PS 16:0_20:3,8.413987821543625,2.129895537763386,False,False,False,0.13005803202395988,0.15954418745673338,neither,False
96,PS 16:0_20:4,0.04006864791201182,-3.21716109805259,False,False,False,0.007011914593194217,0.021726667802723497,neither,False
97,PS 16:0_20:5,0.0,,False,False,False,,,neither,False
98,PS 18:0_16:1,12.089205519508518,2.4923129486137308,False,False,False,0.11815087716427752,0.12053559170188906,neither,False
99,PS 16:1_18:1,0.0075842115678852965,-4.881686617809171,False,False,False,0.21320162652728933,0.21523601747735857,neither,False
100,PS 20:0_16:1,0.04204851899851976,-3.16893111319484,False,False,True,0.546012836705168,0.5143953897732397,SOLVER_SUPPORT_DISAGREEMENT,False
101,PS 16:1_20:1,0.6984085912309473,-0.35895097322807035,True,False,False,0.5011738029172379,0.795944583447086,reported_by_both,False
102,PS 16:1_20:2,514.3589528474214,6.242921373564217,False,False,False,-0.0007539791883077392,0.007140959735712102,neither,False
103,PS 16:1_20:3,6.364034690736044,1.8506625615505707,False,False,False,0.16797206468220585,0.17371102445443376,neither,False
104,PS 16:1_20:4,0.17373975163169011,-1.7501967796915587,False,False,False,0.001486101251516993,0.00284708862573465,neither,False
105,PS 18:0_18:0,0.00022817198105489056,-8.385410910480939,False,False,False,0.044853478347963924,0.045031207905377686,neither,False
106,PS 18:0_18:1,1.3728240007383539,0.31686993265406166,True,False,False,0.9707907480937336,0.9816209585495239,reported_by_both,False
107,PS 18:0_18:2,0.4007699356851303,-0.9143677427905731,True,False,False,0.7703983867791611,0.7779973144363466,reported_by_both,False
108,PS 18:0_18:3,0.05394691760232485,-2.919754723250818,False,False,False,0.39068973537995655,0.39279112008567496,neither,False
109,PS 18:1_18:1,0.9809301862383236,-0.01925398786323098,True,False,False,0.9914417691508668,0.9969548757526915,reported_by_both,False
110,PS 18:1_18:2,0.1580613363334938,-1.844772116644731,False,False,False,0.019768082741520084,0.020946147025182472,neither,False
111,PS 18:1_18:3,0.17079230059719588,-1.7673070771144825,False,False,False,0.1677038075220248,0.16889634822266597,neither,False
112,PS 18:2_18:2,42.02841441372528,3.738345923197761,False,False,False,0.3314767246070149,0.30713086198457407,neither,False
113,PS 17:0_18:1,0.13813300944258855,-1.9795382214766277,False,False,False,0.3229281794831895,0.3249755010979523,neither,False
114,PS 17:0_18:2,13.583931836002517,2.608887611594278,False,False,False,0.17646599091613863,0.18260156229489014,neither,False
115,PS 18:0_17:1,0.7017117571720259,-0.3542325615955917,False,False,False,0.5064747226235822,0.508466384767163,neither,False
116,PE 16:0_22:1,0.0003386521691287302,-7.990537027100989,False,False,False,-0.0001660154762313002,0.0,neither,False
117,PE 16:0_22:2,13.090375069769145,2.571877232664038,False,False,False,-0.00022613877205311937,0.0,neither,False
118,PE 16:0_22:3,104.94682289136493,4.65345377321542,False,False,False,-0.0030043052359417064,0.0,neither,False
119,PE 16:0_22:4,0.4239548799253258,-0.8581282446831439,True,False,False,0.8632263611573395,0.9506250831991306,reported_by_both,False
120,PE 16:0_22:5,1.062918669143192,0.06101858574898637,False,False,False,0.08844722628281619,0.09386485361033996,neither,False
121,PE 16:0_22:6,1.8384957515130376,0.6089477109123737,True,False,False,0.7869022011719463,0.8828877720805921,reported_by_both,False
122,PE 16:0_24:4,0.7099711521878188,-0.34253094049360805,False,False,False,-0.0009750405435682178,0.0,neither,False
123,PE 16:0_24:5,3.9375993624796184,1.370571238748815,False,False,False,0.020377728059976126,0.030890190759985284,neither,False
124,PE 16:0_24:6,0.00652672337584809,-5.031850241742715,False,False,False,0.12771737310057918,0.12135290635154483,neither,False
125,PE 22:0_16:1,379.9346261363518,5.939999201437174,False,False,False,0.036035833881966295,0.038633024084737906,neither,False
126,PE 16:1_22:1,1069.297808457587,6.974757458249229,False,False,False,-0.0019397721449500541,0.0,neither,False
127,PE 16:1_22:2,0.0,,False,False,False,,,neither,False
128,PE 16:1_22:3,,,False,False,False,,,neither,False
129,PE 16:1_22:4,,,False,False,False,,,neither,False
130,PE 16:1_22:5,,,False,False,False,,,neither,False
131,PE 16:1_22:6,0.13560284632694464,-1.9980249130844556,False,False,False,0.07218960432434088,0.09072325497892164,neither,False
132,PE 18:0_20:0,0.0,,False,False,False,,,neither,False
133,PE 18:0_20:1,375.3581179801224,5.927880551546218,False,True,False,0.10512978611760808,0.10784818450374122,SOLVER_SUPPORT_DISAGREEMENT,False
134,PE 18:0_20:2,0.248608869824934,-1.3918744214392993,False,False,False,-0.0004037057136395821,0.0,neither,False
135,PE 18:0_20:3,24.387094655472637,3.1940540848156154,False,False,False,0.12301975200742246,0.125283871617981,neither,False
136,PE 18:0_20:4,4.068873175264526,1.4033661000070228,True,False,False,0.6040107666500597,0.6536465444374927,reported_by_both,False
137,PE 18:0_20:5,708.1486519302498,6.56265403200859,False,True,False,0.08728703594080393,0.08929435363182502,SOLVER_SUPPORT_DISAGREEMENT,False
138,PE 18:0_22:3,12.416469592058004,2.5190237842509373,False,False,False,0.2526787827737428,0.25323999605021535,neither,False
139,PE 18:0_22:4,3074.9908752457955,8.031057212836474,False,True,False,-0.018883890802924113,0.012683804343056816,SOLVER_SUPPORT_DISAGREEMENT,False
140,PE 18:0_22:5,3.0010436239913485,1.0989601028375309,False,False,False,0.43500442140961576,0.4351611447149186,neither,False
141,PE 18:0_22:6,0.8312905521325042,-0.1847759036816933,True,False,False,0.9903852518904279,0.9985806735837686,reported_by_both,False
142,PE 20:0_18:1,0.024624316408040248,-3.7040208523888865,False,False,False,0.2678509309069064,0.2675490692468852,neither,False
143,PE 18:1_20:1,1.2665158884570218,0.23626973555028447,True,False,False,0.9755297278779937,0.9784229130555075,reported_by_both,False
144,PE 18:1_20:2,4.567671893018775,1.5190036425014097,False,False,False,0.30514279589789495,0.3109632103386648,neither,False
145,PE 18:1_20:3,0.3471160311078567,-1.058096171332884,True,False,False,0.7823046229035837,0.8403120736194561,reported_by_both,False
146,PE 18:1_20:4,0.8279030437784788,-0.18885922833914814,True,False,False,0.8269112630353794,0.952606294464441,reported_by_both,False
147,PE 18:1_20:5,0.0,,False,False,False,,,neither,False
148,PE 18:1_22:2,0.0,,False,False,False,,,neither,False
149,PE 18:1_22:3,,,False,False,False,,,neither,False
150,PE 18:1_22:4,0.08295474941477542,-2.489460007628221,False,False,False,-8.334641847888236e-05,0.0,neither,False
151,PE 18:1_22:5,0.01105537173406489,-4.504838839361548,False,False,False,0.24691557840780265,0.2553457429409477,neither,False
152,PE 18:1_22:6,2.7498587447229133,1.0115495448039202,True,False,False,0.618361423658659,0.8148924783684585,reported_by_both,False
153,PE 20:0_18:2,7.330414104233855,1.9920320087412617,False,False,False,0.04687833240515685,0.047616088438079344,neither,False
154,PE 20:1_18:2,110.94821908313436,4.709063597723271,False,True,False,0.13741285018366003,0.13437695282158904,SOLVER_SUPPORT_DISAGREEMENT,False
155,PE 18:2_20:2,11.101299625630523,2.4070621848547002,False,False,False,0.4815516751443329,0.4419593210334584,neither,False
156,PE 18:2_20:3,,,False,False,False,,,neither,False
157,PE 18:2_20:4,0.010797881455734652,-4.528405325600199,False,False,False,-0.0023942974200539357,0.00022563922669023155,neither,False
158,PE 18:2_20:5,0.0,,False,False,False,,,neither,False
159,PE 22:1_18:2,43.20039399558334,3.765849615476608,False,False,False,0.000511006313811917,0.0252532714905948,neither,False
160,PE 18:2_22:2,,,False,False,False,,,neither,False
161,PE 18:2_22:3,,,False,False,False,,,neither,False
162,PE 18:2_22:4,,,False,False,False,,,neither,False
163,PE 18:2_22:5,,,False,False,False,,,neither,False
164,PE 18:2_22:6,0.10171780714701062,-2.28555289639741,True,False,False,0.6478494111816748,0.6295528696826203,reported_by_both,False
165,PE 20:0_18:3,251.1672942489668,5.526119228064065,False,False,False,0.0022771166641857928,0.006859096382921747,neither,False
166,PE 20:1_18:3,0.12320641697796121,-2.0938941433790643,True,False,False,0.7685250232704351,0.9582776957195636,reported_by_both,False
167,PE 18:3_20:4,0.0,,False,False,False,,,neither,False
168,PE 18:3_22:4,,,False,False,False,,,neither,False
169,PE 18:3_22:5,9619.07085161696,9.171502953924112,False,False,False,0.0039053667151865193,0.006371401110857489,neither,False
170,PE 20:0_20:3,16.245349182221183,2.7878066636405126,False,False,False,-0.0010474468259913578,0.0,neither,False
171,PE 20:0_20:4,1.20437608384062,0.1859616601056487,True,False,False,0.7956618527599104,0.8937971822298203,reported_by_both,False
172,PE 20:0_20:5,0.0132098317689612,-4.326793895656838,False,False,False,0.03343359028898328,0.03590448061762094,neither,False
173,PE 20:1_20:2,16.034334561757735,2.7747323331731697,False,False,False,-0.00021724717979312389,0.0,neither,False
174,PE 20:1_20:3,10.274251791224506,2.329640939358601,False,False,False,-0.001966155902508582,0.0,neither,False
175,PE 20:1_20:4,3.5755130944851694,1.2741086887804547,True,False,False,0.6274008510538472,0.6948633326999295,reported_by_both,False
176,PE 20:1_20:5,0.000622342343916919,-7.382020224485912,False,False,True,0.08181996838209298,0.06915513191394419,SOLVER_SUPPORT_DISAGREEMENT,False
177,PE 20:2_20:2,4.017449130772183,1.3906471566382748,False,False,False,-0.0009641175524259648,0.0,neither,False
178,PE 20:2_20:3,5.897712163102869,1.7745645067442317,False,False,False,0.01902297657799344,0.02310593383437645,neither,False
179,PE 20:2_20:4,0.05398611017263336,-2.919028484529658,True,False,False,0.5617621449789769,0.6824351922576833,reported_by_both,False
180,PE 20:2_20:5,2.266837727022801,0.8183857884705767,False,False,False,0.0054010412024319224,0.09286952812089327,neither,False
181,PE 20:3_20:3,5.796581063752487,1.7572682719787729,False,False,False,0.09655743058625398,0.10868000646429118,neither,False
182,PE 20:3_20:4,1.6705598369243588,0.5131588019423078,True,False,False,0.552490563680376,0.6939774355941596,reported_by_both,False
183,PE 20:3_20:5,1.6821055536968892,0.5200463144550508,False,False,False,0.6841292742599813,0.6846420705187631,neither,False
184,PE 20:4_20:4,0.30479248459901814,-1.1881241123009987,False,False,True,0.23087415740459424,0.2762282412373061,SOLVER_SUPPORT_DISAGREEMENT,False
185,PE 20:4_20:5,0.0,,False,False,False,,,neither,False
186,PE 17:0_20:0,491.4339603414437,6.197327567063084,False,False,False,-0.0010801305967958082,0.0,neither,False
187,PE 17:0_20:1,0.20607001036288716,-1.5795393118000491,False,False,False,0.5221669155459199,0.5482320137145292,neither,False
188,PE 17:0_20:2,,,False,False,False,,,neither,False
189,PE 17:0_20:3,,,False,False,False,,,neither,False
190,PE 17:0_20:4,60.202619412315194,4.097715863200642,False,False,False,-0.0010171933725978608,0.0,neither,False
191,PE 17:0_20:5,0.0,,False,False,False,,,neither,False
192,PE 17:0_22:1,183.0581762494818,5.209804005323601,False,False,False,-0.0007167496683057573,0.00042197509371313247,neither,False
193,PE 17:0_22:2,,,False,False,False,,,neither,False
194,PE 17:0_22:3,,,False,False,False,,,neither,False
195,PE 17:0_22:4,22.24821640178938,3.102261843681796,False,False,False,-0.004716921410466646,0.003337417166367527,neither,False
196,PE 17:0_22:5,373.92974332889315,5.92406792770634,False,False,False,-0.003222004523307801,0.0,neither,False
