source_identity_id,replacement_identity_id,source_identity,replacement_identity,source_outcome,source_ista_abundance,source_nnls_abundance,replacement_gain,replacement_fraction,redistribution_total,spectral_cosine_full,spectral_cosine_reduced,shared_fragment_count,shared_fragment_fraction,source_specific_support,replacement_specific_support,residual_absorption,delta_residual_absorption,spatial_cosine,pearson_spatial,spatial_overlap,weighted_overlap,ista_spatial_cosine,ista_spatial_overlap,spatial_overlap_pixel_gate,edge_presence_fraction,top_replacement_consistency,eligible_block_count,stable_edge,presence_persistent_edge,ista_edge_present,nnls_edge_present,global_numerical_edge,any_block_numerical_edge,solver_edge_agreement,same_class,same_adduct,same_rule_sheet,precursor_distance,absorption_median,absorption_IQR,absorption_stability_metric
47,17,PA 20:1_20:1,PA 18:1_22:1,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,0.6587714299907945,0.8162413662462789,8,0.07272727272727272,,,-0.021501643432715187,-5.885642686993965e-07,0.06892064897774113,0.043173913371183315,0.024583963691376703,0.010901044804399981,0.22369088445340166,0.05671676843588539,0.0,0.3333333333333333,0.0,3,False,False,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,True,True,True,0.0,0.8112512635869842,0.008889325864401387,delta_residual_absorption
47,84,PA 20:1_20:1,PS 14:0_22:0,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,0.019833809716767657,0.006449840905039868,8,0.07547169811320754,,,-9.4048373270737e-17,1.3941497911781965e-07,0.10486447448150989,-0.1647380406777979,0.13095917784755923,0.023191352734584756,0.2770226613318534,0.5101865893057296,0.0,1.0,0.0,3,False,True,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,35.00072899999998,4.082980305367194e-15,7.433361218245488e-15,delta_residual_absorption
47,93,PA 20:1_20:1,PS 16:0_20:1,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,0.09334150075289067,0.04080142574013696,44,0.5641025641025641,,,-1.726669353017437e-16,-8.05958833278435e-06,0.31058862647175417,0.12252311122983739,0.16583423814694173,0.020869629117766637,0.6539050702267568,0.5387169221755688,0.0,1.0,0.0,3,False,True,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,32.98507900000004,-3.291092795652729e-14,1.1265573095305796e-14,delta_residual_absorption
47,101,PA 20:1_20:1,PS 16:1_20:1,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,0.17901916546330238,0.07508034005985578,44,0.5945945945945946,,,-8.033298550208785e-17,-9.594411882022113e-07,0.22975236450740416,0.0024518221825767755,0.1624825149083413,0.04606599802301497,0.38808488643409184,0.5435847208619001,0.0,1.0,0.0,3,False,True,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,30.96942899999999,9.223708538830434e-15,4.98537506000692e-14,delta_residual_absorption
47,119,PA 20:1_20:1,PE 16:0_22:4,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,0.0,0.0,0,0.0,,,-3.6443744642410587e-16,-1.2489116395427366e-05,0.23651797741137975,-1.6222681421187205e-05,0.1701144366197183,0.006700914404876388,0.5850745983136161,0.5492133662722662,0.0,1.0,0.0,3,False,True,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,10.979599000000007,-1.0463203743641405e-14,3.695663167218424e-13,delta_residual_absorption
47,121,PA 20:1_20:1,PE 16:0_22:6,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,0.0,0.0,0,0.0,,,1.610578392261371e-15,9.441815173575505e-06,0.024335620496030087,-0.2943514271525039,0.058405797101449275,0.002559009641874139,0.3605224198648622,0.5264653865588681,0.0,0.3333333333333333,0.0,3,False,False,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,6.94829900000002,0.005898598181893383,0.003944407706109991,delta_residual_absorption
47,141,PA 20:1_20:1,PE 18:0_22:6,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,1.1629552128463795e-05,5.432170656458972e-06,7,0.07692307692307693,,,2.3433719673291967e-15,7.789151876111003e-06,0.15713885955358575,-0.3356597036741448,0.15158227848101266,0.0011492578154581763,0.4523159549821793,0.5353286607311991,0.0,0.3333333333333333,0.0,3,False,False,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,34.97959900000001,-4.387841157227164e-13,2.3112889302777505e-12,delta_residual_absorption
47,143,PA 20:1_20:1,PE 18:1_20:1,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,0.4411771889447168,0.2460511802711516,16,0.16161616161616163,,,-0.031111353434475002,1.26119016850893e-07,0.7015898601509706,0.6671519229557339,0.6360403082394783,0.08858351326217416,0.6622156930424211,0.3964875552454059,0.0,1.0,0.6666666666666666,3,False,True,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,15.010898999999995,8.102804720517363e-14,1.4117929429567403e-13,delta_residual_absorption
47,146,PA 20:1_20:1,PE 18:1_20:4,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,4.4875197610350066e-07,2.8847782147835655e-07,5,0.040983606557377046,,,4.624045019144569e-16,1.0141797670868855e-07,0.321621943862799,0.13364677466641176,0.16705255034027924,0.009438099272228018,0.6584985588274672,0.5410077469748383,0.0,0.3333333333333333,0.0,3,False,False,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,8.96394900000007,2.764932887784064e-13,5.67001245587697e-13,delta_residual_absorption
47,152,PA 20:1_20:1,PE 18:1_22:6,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,7.819547297581015e-07,3.858312888195054e-07,5,0.04807692307692308,,,2.0455521186385297e-15,9.801738433562424e-06,0.3330448054840959,0.17954770284269314,0.18691588785046728,0.019808515760493955,0.555975870435323,0.5354748956620716,0.0,0.6666666666666666,0.0,3,False,False,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,32.96394900000007,-3.055906716965475e-13,1.5637863189881505e-12,delta_residual_absorption
47,166,PA 20:1_20:1,PE 20:1_18:3,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,0.24540243551544164,0.06865075734572644,11,0.11702127659574468,,,9.4048373270737e-17,3.9585870075862626e-08,0.2655474207277921,-0.027476280017215454,0.1518706404565631,0.018637515572172834,0.6088969295122924,0.5521248123245642,0.0,1.0,0.0,3,False,True,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,10.979599000000007,-9.114424243325614e-15,5.259545501634423e-14,delta_residual_absorption
47,171,PA 20:1_20:1,PE 20:0_20:4,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,0.0037956518276232357,0.0018710321485547964,7,0.06422018348623854,,,2.9390116647105306e-16,6.232348373412153e-07,0.2409186853575793,0.04538313900179453,0.17524727364950546,0.022942433994866777,0.3769781434741527,0.5083491461100569,0.0,0.3333333333333333,0.0,3,False,False,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,39.010898999999995,2.3094210285351106e-13,6.251478607387014e-13,delta_residual_absorption
47,175,PA 20:1_20:1,PE 20:1_20:4,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,0.17697777264117598,0.09233026024280265,11,0.10377358490566038,,,3.095758953495092e-16,-2.6194237933733366e-08,0.41811629919495574,0.32696262807090753,0.31916587074180197,0.04737047327175335,0.7468455803402652,0.5540290620871863,0.0,1.0,0.0,3,False,True,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,36.99524900000006,2.286312029916025e-13,6.40268077852248e-13,delta_residual_absorption
47,176,PA 20:1_20:1,PE 20:1_20:5,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,0.29061534359242913,0.10420585691845204,11,0.10476190476190476,,,2.351209331768425e-16,4.384918036809946e-08,0.10177780502740535,-0.15657571953716784,0.08700119883541703,0.014612919163634955,0.0005272005113132819,0.0011782726522917403,0.0,1.0,0.0,3,False,True,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,34.97959900000001,-7.934491038053511e-14,1.7300301589728406e-13,delta_residual_absorption
47,210,PA 20:1_20:1,PE O-16:0_22:3,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,0.003638352866556879,0.006219964664768023,0,0.0,,,1.1070277270409668e-16,4.1079906095678875e-07,0.5648462556834253,0.5095295336365562,0.422680412371134,0.2493408720988084,0.6662575415933846,0.5897683397683398,0.0,1.0,0.0,3,False,True,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,0.9840159999999969,-4.855270882502272e-15,4.4920608906661785e-14,delta_residual_absorption
47,211,PA 20:1_20:1,PE O-16:0_22:4,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,0.0005478210183718345,0.0009209173006222964,0,0.0,,,-0.0056851437804511015,-1.298106588825637e-05,0.5444028501990634,0.48646817163362727,0.40339425587467365,0.08949528531439141,0.7137423298279634,0.5624051593323217,0.0,0.3333333333333333,0.0,3,False,False,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,2.9996659999999338,-1.2087712786469338e-14,0.00017926390022921556,delta_residual_absorption
47,216,PA 20:1_20:1,PE O-16:1_22:2,rejected/unreported,0.0012204861544833515,0.0003359728627285976,0.0,0.0,0.0,0.005393189668818314,0.008992205199426952,0,0.0,,,-1.959341109807021e-17,3.8561602888448356e-09,0.6189179691311633,0.5697443495327112,0.33338072220642595,0.18834815010184733,0.82642759629933,0.6377122005394257,0.0,1.0,0.0,3,False,True,,False,False,True,NOT_EVALUABLE_CACHE_ABSENT,False,True,False,0.9840159999999969,-2.3967630903230217e-15,1.0621505401637527e-14,delta_residual_absorption
