source_identity,replacement_identity,replacement_gain,replacement_fraction,delta_residual_absorption,edge_presence_fraction,top_replacement_consistency,stable_edge,presence_persistent_edge
PE 18:1_20:1,PG 16:1_20:2,0.0,0.0,-3.93323142989054e-07,0.5,0.0,False,False
PE 18:1_20:1,PG 16:1_20:1,0.0,0.0,-3.105127011588524e-06,1.0,0.0,False,True
PE 18:1_20:1,PG 14:0_22:1,0.0,0.0,-1.613976983771397e-06,1.0,0.0,False,True
PE 18:1_20:1,PG 14:0_22:0,0.0,0.0,-8.26854222964092e-07,1.0,0.0,False,True
PE 18:1_20:1,PG 18:1_20:4,0.0,0.0,4.5339246764564475e-08,1.0,0.0,False,True
PE 18:1_20:1,PG 17:0_18:1,0.0,0.0,-3.0169332524403796e-07,0.5,0.0,False,False
PE 18:1_20:1,PG 17:0_20:1,0.0,0.0,-1.8981904797655935e-07,1.0,0.0,False,True
PE 18:1_20:1,PG 17:1_20:1,0.0,0.0,7.732726023880922e-07,1.0,0.0,False,True
PE 18:1_20:1,PC O-16:1_16:1,0.0,0.0,-2.9534820397812845e-07,1.0,0.0,False,True
PE 18:1_20:1,PC 14:0_20:1,0.0,0.0,-6.772560458475103e-08,1.0,0.0,False,True
PE 18:1_20:1,PC 14:1_17:1,0.0,0.0,-2.1658257171220664e-06,1.0,0.0,False,True
PE 18:1_20:1,PC 14:1_20:1,0.0,0.0,3.489194930380844e-08,1.0,0.0,False,True
PE 18:1_20:1,PC 16:0_18:1,0.0,0.0,4.555780997318336e-07,1.0,0.0,False,True
PE 18:1_20:3,PS 14:0_22:0,2.8986245690562455e-05,0.0005660660895269484,-3.919539740152007e-16,0.5818181818181818,0.0,False,False
PE 18:1_20:3,PS 14:0_22:1,0.0,0.0,-1.581634786170313e-15,0.509090909090909,0.0,False,False
PE 18:1_20:3,PS 14:0_22:2,8.105528459198346e-05,0.0015829110287096195,1.2311374824836432e-16,0.2,0.0,False,False
PE 18:1_20:3,PS 16:0_18:1,0.00017254839891692967,0.0033696601647464695,1.827042767522053e-15,0.9272727272727272,0.0,False,False
PE 18:1_20:3,PS 20:0_16:1,0.0001488328854970149,0.0029065250597022905,-7.239214023277545e-17,0.8727272727272727,0.0,False,False
PE 18:1_20:3,PS 16:1_20:1,0.0,0.0,-1.1720931338339174e-15,0.5818181818181818,0.0,False,False
PE 18:1_20:3,PS 18:0_18:1,0.000405766845408391,0.007924132496910355,-6.533822496323906e-15,0.9636363636363636,0.0,False,False
PE 18:1_20:3,PS 18:1_18:1,0.0009425820964420739,0.018407480813039515,-4.461381562002748e-15,1.0,0.0,False,True
PE 18:1_20:3,PE 16:0_22:4,0.0017081204746595552,0.03335751334800362,5.929560119717139e-15,0.9818181818181818,0.0,False,False
PE 18:1_20:3,PE 18:0_20:4,0.0,0.0,0.0020657108356794385,0.12727272727272726,0.0,False,False
PE 18:1_20:3,PE 18:0_22:6,0.00032901029777715474,0.006425170567620237,-2.6264056915861517e-14,0.6363636363636364,0.0,False,False
PE 18:1_20:3,PE 18:1_20:1,0.0,0.0,0.11080303898778882,0.09090909090909091,0.0,False,False
PE 18:1_20:3,PE 18:1_20:4,0.0034997552497870524,0.06834595931108745,1.4999777082504796e-14,1.0,0.0,False,True
PE 18:1_20:3,PE 18:1_20:5,0.0,0.0,0.08083843673593502,0.23636363636363636,0.0,False,False
PE 18:1_20:3,PE 18:1_22:6,0.0,0.0,-1.9416796866599172e-14,0.41818181818181815,0.0,False,False
PE 18:1_20:3,PE 18:2_22:6,0.0002558682202719216,0.004996794839516041,-1.8679370639846218e-14,0.7272727272727273,0.0,False,False
PE 18:1_20:3,PE 20:1_18:3,0.001028025161993247,0.020076079862053123,-1.5276154884695002e-15,1.0,0.0,False,True
PE 18:1_20:3,PE 20:1_20:5,0.0003261273364469422,0.006368869842653218,-3.8887613030899156e-15,0.8363636363636363,0.0,False,False
PE 18:1_20:3,PE 20:2_20:4,0.0,0.0,1.5144875428654655e-14,0.03636363636363636,0.0,False,False
PE 18:1_20:3,PE 20:3_20:4,0.02492499574163515,0.4867548223237831,0.0345549248994431,0.8727272727272727,0.7272727272727273,False,False
PE 18:1_20:3,PE O-16:0_22:3,0.0,0.0,-0.031882478687372255,0.07272727272727272,0.0,False,False
PE 18:1_20:3,PE O-16:0_22:4,0.0,0.0,0.010348812143847516,0.23636363636363636,0.0,False,False
PE 18:1_20:3,PE O-16:1_22:1,0.0,0.0,1.005010189782566e-17,0.01818181818181818,0.0,False,False
PE 18:1_20:3,PE O-16:1_22:2,0.0,0.0,4.472295344532418e-16,0.2909090909090909,0.0,False,False
PE 18:1_20:3,PE O-16:1_24:0,9.327484805682741e-06,0.00018215442266791897,2.531173124462146e-16,0.7454545454545455,0.0,False,False
PE 18:1_20:3,PE O-16:1_24:1,1.0474481231369107e-05,0.0002045538664703657,1.8660899651787907e-16,0.7454545454545455,0.0,False,False
PE 18:1_20:3,PE O-16:1_24:4,7.49551180520688e-06,0.00014637822027286507,-8.573993181582515e-17,0.9090909090909091,0.0,False,False
PE 18:1_20:3,PE O-16:1_24:5,2.896831997515638e-05,0.0005657160221284238,-5.841621728111164e-17,0.9636363636363636,0.0,False,False
PE 18:1_20:3,PE O-16:1_24:6,1.9899674896674442e-05,0.0003886164242127316,-5.235474957398554e-16,0.9272727272727272,0.0,False,False
PE 18:1_20:3,PE O-18:0_20:3,0.0012863373679292119,0.025120602766199325,0.38057831315701895,0.5636363636363636,0.2727272727272727,False,False
PE 18:1_20:3,PE O-18:0_20:5,0.0,0.0,0.09434673582348127,0.01818181818181818,0.0,False,False
PE 18:1_20:3,PE O-18:0_22:5,0.0018166196909123649,0.03547637095090331,1.5577657941629772e-16,0.5636363636363636,0.0,False,False
PE 18:1_20:3,PE O-18:1_20:1,0.001251857301143525,0.024447249039043252,-1.4974651827760232e-15,0.43636363636363634,0.0,False,False
PE 18:1_20:3,PE O-18:1_20:4,0.0,0.0,1.9054993198277448e-14,0.03636363636363636,0.0,False,False
PE 18:1_20:3,PE O-18:1_22:4,0.0,0.0,-0.008875506660601495,0.01818181818181818,0.0,False,False
PE 18:1_20:3,PE O-18:1_22:5,0.0,0.0,0.012693898532885035,0.05454545454545454,0.0,False,False
PE 18:1_20:3,PE O-18:1_22:6,0.0025422662611895644,0.04964736504239394,-1.8419324253239977e-14,0.8727272727272727,0.0,False,False
PE 18:1_20:3,PE O-18:2_22:5,0.0,0.0,-6.182382995584315e-16,0.32727272727272727,0.0,False,False
PE 18:1_20:3,PE O-18:2_22:6,0.0007209792259698575,0.01407984653934685,-1.9468303638825532e-14,0.7272727272727273,0.0,False,False
PE 18:1_20:3,PE O-18:3_22:0,1.0629935519739864e-05,0.00020758969946707835,-2.995401464078507e-16,0.8545454545454545,0.0,False,False
PE 18:1_20:3,PE O-18:3_22:6,0.0003769184340957918,0.007360758144980921,-2.0243417747695336e-14,0.6545454545454545,0.0,False,False
PE 18:1_20:3,PE O-20:1_20:4,0.0,0.0,1.672085703250744e-14,0.18181818181818182,0.0,False,False
PE 18:1_20:3,PG 14:0_20:0,0.0006089242511700015,0.011891549300920855,3.607986581319411e-15,1.0,0.0,False,True
PE 18:1_20:3,PG 16:1_20:3,0.0003668075706389981,0.007163305290967763,2.472325066865112e-15,1.0,0.0,False,True
PE 18:1_20:3,PG 14:0_22:3,0.0,0.0,-3.3605028220854545e-17,0.14545454545454545,0.0,False,False
PE 18:1_20:3,PG 16:0_20:3,0.0,0.0,0.08355392497245678,0.10909090909090909,0.0,False,False
PE 18:1_20:3,PG 16:1_20:2,0.0,0.0,0.013661325689744328,0.03636363636363636,0.0,False,False
PE 18:1_20:3,PG 14:0_22:2,0.0,0.0,0.0010431018545921337,0.05454545454545454,0.0,False,False
PE 18:1_20:3,PG 16:1_20:1,0.0,0.0,-1.096717369600225e-15,0.38181818181818183,0.0,False,False
PE 18:1_20:3,PG 14:0_22:1,0.0003836336670756564,0.00749189846973198,-5.558962612234817e-15,1.0,0.0,False,True
PE 18:1_20:3,PG 14:0_22:0,0.0005233042814965505,0.010219495529768063,3.077843706209108e-17,1.0,0.0,False,True
PE 18:1_20:3,PG 16:1_22:6,0.0,0.0,-1.7279893950573993e-14,0.2,0.0,False,False
PE 18:1_20:3,PG 16:0_22:6,0.0,0.0,-1.4811337671920563e-14,0.01818181818181818,0.0,False,False
PE 18:1_20:3,PG 18:1_20:4,0.0008557292379479817,0.01671135022417904,0.017257796981381742,0.6727272727272727,0.0,False,False
PE 18:1_20:3,PG 14:0_24:4,0.0,0.0,0.028371490177226576,0.09090909090909091,0.0,False,False
PE 18:1_20:3,PG 16:1_22:3,0.0017974936029642983,0.035102861738006676,1.399476689272223e-15,0.6545454545454545,0.0,False,False
PE 18:1_20:3,PG 18:1_20:3,0.0,0.0,0.2771763758209103,0.14545454545454545,0.0,False,False
PE 18:1_20:3,PG 17:0_18:1,0.0,0.0,0.08923749429628437,0.03636363636363636,0.0,False,False
PE 18:1_20:3,PG 17:0_20:1,0.00013802623476348998,0.0026954843272489087,-1.3743514345276588e-15,0.8909090909090909,0.0,False,False
PE 18:1_20:3,PG 17:0_20:3,0.0,0.0,0.15024392704556214,0.38181818181818183,0.0,False,False
PE 18:1_20:3,PG 17:1_20:1,0.0,0.0,0.0007920467738816,0.21818181818181817,0.0,False,False
PE 18:1_20:3,PC 14:0_18:0,8.677841275372619e-05,0.0016946767541838245,0.035332281560471954,1.0,0.0,False,True
PE 18:1_20:3,PC O-16:1_16:1,0.0,0.0,-0.006044469089843798,0.18181818181818182,0.0,False,False
PE 18:1_20:3,PC 14:1_17:1,0.0004185261678697257,0.00817330653096102,6.231063176651909e-16,0.8545454545454545,0.0,False,False
PE 18:1_20:3,PC 14:1_20:1,0.0,0.0,0.03210969940233418,0.14545454545454545,0.0,False,False
PE 18:1_20:3,PC 16:0_18:1,0.004093797688332741,0.07994688492906407,-3.0037094828836914e-15,1.0,0.0,False,True
PE 18:1_20:3,PC 17:0_17:0,0.0,0.0,0.03145697479644234,0.01818181818181818,0.0,False,False
PE 18:1_20:4,PS 14:0_22:0,0.00014690123730000913,0.0017607342770901125,3.8195892427023113e-16,0.859375,0.0,False,False
PE 18:1_20:4,PS 14:0_22:1,0.00012205103605920226,0.0014628838170023051,5.017891750216762e-16,0.78125,0.0,False,False
PE 18:1_20:4,PS 14:0_22:2,0.0003189581229360583,0.0038229800533463917,5.941583266425817e-16,0.328125,0.0,False,False
PE 18:1_20:4,PS 16:0_18:1,0.0003584240487216851,0.004296012204640895,8.804324836298394e-16,0.9375,0.0,False,False
PE 18:1_20:4,PS 16:0_20:1,0.0,0.0,-1.144004425142702e-15,0.078125,0.0,False,False
PE 18:1_20:4,PS 20:0_16:1,0.0,0.0,-1.7685884013901428e-15,0.21875,0.0,False,False
PE 18:1_20:4,PS 16:1_20:1,0.0,0.0,6.478322931249999e-16,0.5625,0.0,False,False
PE 18:1_20:4,PS 18:0_18:1,0.001296441651722692,0.015538938244431817,-7.59424214137283e-15,0.890625,0.0,False,False
PE 18:1_20:4,PS 18:0_18:2,0.0,0.0,-1.5590414915474466e-15,0.046875,0.0,False,False
PE 18:1_20:4,PS 18:1_18:1,0.001068660329642826,0.012808788459186284,-1.784191298623404e-16,1.0,0.0,False,True
PE 18:1_20:4,PE 16:0_22:4,0.0015255368728674945,0.018284836209630017,-5.19888535812259e-16,0.328125,0.0,False,False
PE 18:1_20:4,PE 18:0_20:4,0.0,0.0,0.06340073133196428,0.328125,0.0,False,False
PE 18:1_20:4,PE 18:0_22:6,0.0,0.0,-3.0366982711262035e-14,0.015625,0.0,False,False
PE 18:1_20:4,PE 18:1_20:1,0.0,0.0,0.054620040200162916,0.078125,0.0,False,False
PE 18:1_20:4,PE 18:1_20:3,0.0006454329999475029,0.0077360546953854584,4.543563674325626e-16,0.90625,0.0,False,False
PE 18:1_20:4,PE 18:1_20:5,0.0007444394607687882,0.008922729991151708,0.12246385974896729,0.578125,0.0,False,False
PE 18:1_20:4,PE 18:1_22:6,0.016970560121206024,0.20340636645423354,-2.3816262336849707e-14,1.0,0.90625,False,True
PE 18:1_20:4,PE 20:1_18:3,0.0003385460003687696,0.004057757158325973,-9.885995686994218e-16,0.6875,0.0,False,False
PE 18:1_20:4,PE 20:0_20:4,0.0032693342588521936,0.039185707340708004,6.066406444291905e-15,0.8125,0.0,False,False
PE 18:1_20:4,PE 20:1_20:4,0.005358303310255731,0.06422374977104495,5.921611557967242e-15,0.78125,0.0,False,False
PE 18:1_20:4,PE 20:1_20:5,0.0,0.0,-3.4675878811199415e-15,0.1875,0.0,False,False
PE 18:1_20:4,PE 20:2_20:4,0.0035674701812540843,0.04275911589364505,5.4241911941708804e-15,1.0,0.0,False,True
PE 18:1_20:4,PE 20:3_20:4,0.0,0.0,-0.025514378697630534,0.046875,0.0,False,False
PE 18:1_20:4,PE 20:4_20:4,0.0,0.0,0.031955727609337785,0.03125,0.03125,False,False
PE 18:1_20:4,PE O-16:0_22:3,0.0,0.0,-0.01598492737404745,0.15625,0.0,False,False
PE 18:1_20:4,PE O-16:1_22:1,0.0,0.0,-3.2454026245183035e-17,0.296875,0.0,False,False
PE 18:1_20:4,PE O-16:1_22:2,0.0,0.0,-1.4744737885431717e-17,0.296875,0.0,False,False
PE 18:1_20:4,PE O-16:1_24:0,5.204681472114822e-06,6.238246346811283e-05,3.97386288909618e-17,0.546875,0.0,False,False
PE 18:1_20:4,PE O-16:1_24:1,5.913846406174934e-06,7.08823987338719e-05,1.0644832842123099e-16,0.5625,0.0,False,False
PE 18:1_20:4,PE O-16:1_24:4,0.0,0.0,2.5354708004049246e-17,0.203125,0.0,False,False
PE 18:1_20:4,PE O-16:1_24:6,5.034742551667188e-05,0.000603456032772571,-6.041441808718688e-16,1.0,0.0,False,True
PE 18:1_20:4,PE O-18:0_20:4,0.0012094896867248257,0.014496746170042301,6.066406444291906e-15,1.0,0.0,False,True
PE 18:1_20:4,PE O-18:0_22:5,0.0,0.0,-0.009267149250070031,0.015625,0.0,False,False
PE 18:1_20:4,PE O-18:1_20:1,0.0007773349233376499,0.009317009641686183,-4.693351487764931e-16,0.5,0.0,False,False
PE 18:1_20:4,PE O-18:1_20:4,0.006363604982711948,0.07627313169622747,6.740451604768785e-15,1.0,0.015625,False,True
PE 18:1_20:4,PE O-18:1_22:4,0.0,0.0,0.001801135172255054,0.09375,0.0,False,False
PE 18:1_20:4,PE O-18:1_22:5,0.0,0.0,-0.013022614126496917,0.015625,0.0,False,False
PE 18:1_20:4,PE O-20:1_18:2,0.0,0.0,0.022966151202577428,0.015625,0.0,False,False
PE 18:1_20:4,PE O-18:2_20:4,0.0027395030183678475,0.03283523648464051,0.02904664252413359,0.28125,0.0,False,False
PE 18:1_20:4,PE O-18:2_22:4,0.0,0.0,0.000175606642195789,0.203125,0.0,False,False
PE 18:1_20:4,PE O-18:2_22:5,0.002465539867389883,0.029551558828465416,-6.724848707535523e-16,0.984375,0.0,False,False
PE 18:1_20:4,PE O-18:2_22:6,0.0,0.0,-2.463510238365125e-14,0.015625,0.0,False,False
PE 18:1_20:4,PE O-18:3_22:0,0.0,0.0,1.3162994178409874e-16,0.046875,0.0,False,False
PE 18:1_20:4,PE O-18:3_22:6,0.0,0.0,-2.5773957852706975e-14,0.03125,0.0,False,False
PE 18:1_20:4,PE O-20:0_20:4,0.0008274393888837344,0.009917553595867473,5.523513386871358e-15,1.0,0.0,False,True
PE 18:1_20:4,PE O-20:1_20:4,0.004836301952909527,0.05796712661755862,5.95905851132707e-15,1.0,0.0,False,True
PE 18:1_20:4,PE O-20:2_20:4,0.004137685704746614,0.049593626180932576,6.076392298521193e-15,1.0,0.0,False,True
PE 18:1_20:4,PE O-20:3_20:4,0.010937599181272736,0.1310962803411218,6.673047088721097e-15,1.0,0.015625,False,True
PE 18:1_20:4,PG 14:0_22:4,0.0,0.0,0.016085419080872028,0.375,0.03125,False,False
PE 18:1_20:4,PG 16:0_20:4,0.0,0.0,0.018144335657314593,0.078125,0.0,False,False
PE 18:1_20:4,PG 16:1_20:3,0.0,0.0,5.354914330455201e-16,0.046875,0.0,False,False
PE 18:1_20:4,PG 14:0_22:3,0.00047033679379869324,0.005637380119043912,6.724848707535523e-16,0.984375,0.0,False,False
PE 18:1_20:4,PG 16:1_20:2,0.0,0.0,-0.009214720649069055,0.015625,0.0,False,False
PE 18:1_20:4,PG 14:0_22:2,0.0,0.0,0.002320674625401114,0.046875,0.0,False,False
PE 18:1_20:4,PG 16:1_20:1,0.0005961829347319973,0.00714575144425104,2.593201520167991e-16,0.953125,0.0,False,False
PE 18:1_20:4,PG 14:0_22:1,0.0,0.0,-3.9375471457857646e-15,0.015625,0.0,False,False
PE 18:1_20:4,PG 16:1_22:6,0.0,0.0,-2.197761692688222e-14,0.28125,0.0,False,False
PE 18:1_20:4,PG 16:1_22:4,0.0,0.0,-0.05516245065013923,0.015625,0.0,False,False
PE 18:1_20:4,PG 18:1_20:4,0.0023575765417761037,0.028257528011770512,0.008573736203211777,0.703125,0.0,False,False
PE 18:1_20:4,PG 14:0_24:4,0.0,0.0,0.02070586945013967,0.015625,0.0,False,False
PE 18:1_20:4,PG 16:0_22:4,0.0,0.0,8.519181889360547e-16,0.21875,0.0,False,False
PE 18:1_20:4,PG 16:1_22:3,0.0016110738376394786,0.01931006832203696,5.111509133616328e-16,0.390625,0.0,False,False
PE 18:1_20:4,PG 17:0_18:1,0.0,0.0,0.06447919281835585,0.078125,0.0,False,False
PE 18:1_20:4,PG 17:0_20:1,6.671445113490683e-05,0.0007996285330843603,-6.490805249036607e-17,0.859375,0.0,False,False
PE 18:1_20:4,PG 17:0_20:3,0.0,0.0,-0.017707101532661057,0.015625,0.0,False,False
PE 18:1_20:4,PG 17:1_20:1,0.0,0.0,-0.0038748786956348145,0.078125,0.0,False,False
PE 18:1_20:4,PC 14:0_18:0,0.00029241765248515933,0.003504870302115643,0.0574199810671342,0.984375,0.0,False,False
PE 18:1_20:4,PC O-16:1_16:1,0.00012570855048505466,0.0015067221885294146,0.005392611440295374,1.0,0.0,False,True
PE 18:1_20:4,PC 14:1_17:1,0.0007462862179904394,0.008944864922084824,-3.2454026245183037e-16,0.828125,0.0,False,False
PE 18:1_20:4,PC 14:1_20:1,0.0,0.0,0.02448863018009269,0.21875,0.0,False,False
PE 18:1_20:4,PC 16:0_18:1,0.007078482839623722,0.08484154112375789,4.885413400895604e-16,1.0,0.0,False,True
PE 18:1_20:4,PC 17:0_17:0,0.0,0.0,0.02509799365456888,0.0625,0.0,False,False
PE 18:1_20:5,PS 14:0_22:0,0.0,0.0,1.3941497911781965e-07,1.0,0.0,False,True
PE 18:1_20:5,PS 14:0_22:1,0.0,0.0,-5.841419621313751e-06,1.0,0.0,False,True
PE 18:1_20:5,PS 14:0_22:2,0.0,0.0,-1.3578438300231497e-06,0.16666666666666666,0.0,False,False
PE 18:1_20:5,PS 16:0_18:1,0.0,0.0,-1.305471606476791e-07,0.6666666666666666,0.0,False,False
PE 18:1_20:5,PS 20:0_16:1,0.0,0.0,-9.179031714804465e-06,0.16666666666666666,0.0,False,False
PE 18:1_20:5,PS 18:0_18:1,0.0,0.0,-7.327065814489971e-06,1.0,0.0,False,True
PE 18:1_20:5,PS 18:1_18:1,0.0,0.0,-3.7143801407453766e-06,1.0,0.0,False,True
PE 18:1_20:5,PE 16:0_22:6,0.0,0.0,9.441815173575505e-06,0.8333333333333334,0.0,False,False
PE 18:1_20:5,PE 18:0_20:4,0.0,0.0,-1.3975934516530537e-07,0.3333333333333333,0.0,False,False
PE 18:1_20:5,PE 18:1_20:3,0.0,0.0,-2.9824307516521894e-06,1.0,0.0,False,True
PE 18:1_20:5,PE 18:1_20:4,0.0,0.0,1.0141797670868855e-07,1.0,0.0,False,True
PE 18:1_20:5,PE 18:1_22:6,0.0,0.0,9.801738433562424e-06,1.0,0.0,False,True
PE 18:1_20:5,PE 18:2_22:6,0.0,0.0,7.741439450748265e-06,0.5,0.0,False,False
PE 18:1_20:5,PE 20:0_20:4,0.0,0.0,6.232348373412153e-07,0.8333333333333334,0.0,False,False
PE 18:1_20:5,PE 20:1_20:5,0.0,0.0,4.384918036809946e-08,1.0,1.0,True,True
PE 18:1_20:5,PE O-16:0_22:3,0.0,0.0,4.1079906095678875e-07,0.3333333333333333,0.0,False,False
PE 18:1_20:5,PE O-16:1_22:1,0.0,0.0,4.918050525066521e-09,0.6666666666666666,0.0,False,False
PE 18:1_20:5,PE O-16:1_22:2,0.0,0.0,3.8561602888448356e-09,0.6666666666666666,0.0,False,False
PE 18:1_20:5,PE O-16:1_24:0,0.0,0.0,1.042637517394599e-08,0.16666666666666666,0.0,False,False
PE 18:1_20:5,PE O-16:1_24:1,0.0,0.0,8.911001141271715e-09,0.16666666666666666,0.0,False,False
PE 18:1_20:5,PE O-16:1_24:4,0.0,0.0,-1.5846614213403845e-08,0.5,0.0,False,False
PE 18:1_20:5,PE O-16:1_24:5,0.0,0.0,-1.695989298785871e-07,0.3333333333333333,0.0,False,False
PE 18:1_20:5,PE O-16:1_24:6,0.0,0.0,-8.097980774187855e-08,0.6666666666666666,0.0,False,False
PE 18:1_20:5,PE O-18:0_20:4,0.0,0.0,2.3005374997648287e-07,0.6666666666666666,0.0,False,False
PE 18:1_20:5,PE O-18:0_20:5,0.0,0.0,-3.957801087477535e-09,0.3333333333333333,0.0,False,False
PE 18:1_20:5,PE O-18:1_20:4,0.0,0.0,-1.4446942759781947e-06,0.3333333333333333,0.0,False,False
PE 18:1_20:5,PE O-18:1_22:5,0.0,0.0,-6.120849326571443e-06,0.3333333333333333,0.0,False,False
PE 18:1_20:5,PE O-18:1_22:6,0.0,0.0,8.80546067549811e-06,0.5,0.0,False,False
PE 18:1_20:5,PE O-18:2_22:4,0.0,0.0,-1.3462846540721761e-05,0.3333333333333333,0.0,False,False
PE 18:1_20:5,PE O-18:2_22:5,0.0,0.0,-3.807573311874768e-06,0.6666666666666666,0.0,False,False
PE 18:1_20:5,PE O-20:0_20:4,0.0,0.0,-2.548906458062797e-08,0.6666666666666666,0.0,False,False
PE 18:1_20:5,PE O-20:1_20:4,0.0,0.0,-7.684895041419018e-07,0.8333333333333334,0.0,False,False
PE 18:1_20:5,PE O-20:3_20:4,0.0,0.0,-2.1881161405786937e-08,0.16666666666666666,0.0,False,False
PE 18:1_20:5,PG 14:0_20:0,0.0,0.0,3.922878969859904e-08,0.6666666666666666,0.0,False,False
PE 18:1_20:5,PG 14:0_22:3,0.0,0.0,-4.0903145013498547e-07,0.6666666666666666,0.0,False,False
PE 18:1_20:5,PG 16:1_20:2,0.0,0.0,-3.93323142989054e-07,0.3333333333333333,0.0,False,False
PE 18:1_20:5,PG 16:1_20:1,0.0,0.0,-3.105127011588524e-06,0.8333333333333334,0.0,False,False
PE 18:1_20:5,PG 14:0_22:1,0.0,0.0,-1.613976983771397e-06,0.6666666666666666,0.0,False,False
PE 18:1_20:5,PG 14:0_22:0,0.0,0.0,-8.26854222964092e-07,0.6666666666666666,0.0,False,False
PE 18:1_20:5,PG 16:1_22:6,0.0,0.0,5.989692074779523e-06,0.8333333333333334,0.0,False,False
PE 18:1_20:5,PG 16:1_22:4,0.0,0.0,-9.116713120013934e-06,0.3333333333333333,0.0,False,False
PE 18:1_20:5,PG 18:1_20:4,0.0,0.0,4.5339246764564475e-08,0.6666666666666666,0.0,False,False
PE 18:1_20:5,PG 16:0_22:4,0.0,0.0,-6.140026505344242e-06,0.6666666666666666,0.0,False,False
PE 18:1_20:5,PG 17:1_20:1,0.0,0.0,7.732726023880922e-07,0.6666666666666666,0.0,False,False
PE 18:1_20:5,PC 14:0_18:0,0.0,0.0,-2.1523414754178565e-06,1.0,0.0,False,True
PE 18:1_20:5,PC O-16:1_16:1,0.0,0.0,-2.9534820397812845e-07,0.5,0.0,False,False
PE 18:1_20:5,PC 14:1_17:1,0.0,0.0,-2.1658257171220664e-06,0.3333333333333333,0.0,False,False
PE 18:1_20:5,PC 20:0_14:1,0.0,0.0,9.906528971150015e-07,0.3333333333333333,0.0,False,False
PE 18:1_20:5,PC 16:0_18:1,0.0,0.0,4.555780997318336e-07,1.0,0.0,False,True
PE 18:1_20:5,PC 17:0_17:1,0.0,0.0,1.8925174143953322e-07,0.5,0.0,False,False
PE 18:1_22:6,PA 20:1_20:1,0.0,0.0,0.020065539736085592,0.04838709677419355,0.0,False,False
PE 18:1_22:6,PA 22:6_22:6,0.0,0.0,0.052484384412084764,0.016129032258064516,0.0,False,False
PE 18:1_22:6,PS 14:0_22:0,4.791295394453252e-05,0.0012703383650804953,3.174460501492763e-16,0.6774193548387096,0.0,False,False
PE 18:1_22:6,PS 14:0_22:1,0.00018286972886700711,0.0048485099178097405,4.505776095070344e-15,0.8225806451612904,0.0,False,False
PE 18:1_22:6,PS 14:0_22:2,0.0,0.0,-1.3900501050589454e-15,0.22580645161290322,0.0,False,False
PE 18:1_22:6,PS 16:0_18:1,0.0,0.0,2.01756761546726e-15,0.6129032258064516,0.0,False,False
PE 18:1_22:6,PS 16:0_20:1,0.0,0.0,6.946404813233447e-15,0.016129032258064516,0.0,False,False
PE 18:1_22:6,PS 20:0_16:1,0.0,0.0,4.263496235209718e-15,0.20967741935483872,0.0,False,False
PE 18:1_22:6,PS 16:1_20:1,0.00020247143507855746,0.005368219043871891,1.0907837846539008e-16,0.8225806451612904,0.0,False,False
PE 18:1_22:6,PS 18:0_18:1,0.000536410512795911,0.0142221006583316,-5.179824536356473e-15,0.7903225806451613,0.0,False,False
PE 18:1_22:6,PS 18:1_18:1,0.0014320606845342199,0.03796888897297575,-7.348631333824573e-15,1.0,0.0,False,True
PE 18:1_22:6,PE 16:0_22:4,0.0,0.0,7.32922796842448e-15,0.0967741935483871,0.0,False,False
PE 18:1_22:6,PE 16:0_22:6,0.0001585146255785458,0.00420277177090592,-1.948167808206858e-14,0.7419354838709677,0.0,False,False
PE 18:1_22:6,PE 18:0_22:6,0.002137277018847472,0.05666661665214729,-3.075660662536611e-14,1.0,0.0,False,True
PE 18:1_22:6,PE 18:1_20:1,0.0,0.0,0.11505686343547221,0.0967741935483871,0.0,False,False
PE 18:1_22:6,PE 18:1_20:3,0.000444860267586375,0.011794786555409928,-2.5102011454535285e-16,0.8064516129032258,0.0,False,False
PE 18:1_22:6,PE 18:1_20:4,0.009901093876284135,0.26251229306104124,1.1209901048443165e-14,1.0,0.8709677419354839,False,True
PE 18:1_22:6,PE 18:1_20:5,0.0,0.0,0.09979992792981514,0.1774193548387097,0.0,False,False
PE 18:1_22:6,PE 18:2_22:6,0.0019213164411076636,0.05094075371400687,-2.2256184529188248e-14,1.0,0.0,False,True
PE 18:1_22:6,PE 20:1_18:3,0.0,0.0,3.47652370339692e-15,0.9354838709677419,0.0,False,False
PE 18:1_22:6,PE 20:0_20:4,0.0,0.0,1.2539730798724342e-14,0.41935483870967744,0.0,False,False
PE 18:1_22:6,PE 20:1_20:4,0.00011337860962273762,0.003006059650381539,1.33743377185689e-14,0.5161290322580645,0.0,False,False
PE 18:1_22:6,PE 20:1_20:5,9.5902249977119e-05,0.002542700823341252,-2.5171933492013094e-16,0.6129032258064516,0.0,False,False
PE 18:1_22:6,PE 20:2_20:4,0.0,0.0,1.0242879270124995e-14,0.06451612903225806,0.0,False,False
PE 18:1_22:6,PE 20:3_20:4,0.0,0.0,0.03467896709075031,0.3709677419354839,0.0,False,False
PE 18:1_22:6,PE 17:0_22:6,0.0,0.0,0.08970434724156941,0.3548387096774194,0.0,False,False
PE 18:1_22:6,PE O-16:0_22:3,0.0006167357904561894,0.016351801991622887,1.0360697903275113e-15,0.3709677419354839,0.0,False,False
PE 18:1_22:6,PE O-16:0_22:4,0.0,0.0,0.05480978305276177,0.4032258064516129,0.0,False,False
