method,lipid_name,lipid_class,raw_solver_reported,X_hat,rho_zero,rho_status,predictive_gain,positive_block_fraction,joint_score,retained_by_pool,retained_by_fdp5,retained_by_fdp1
NNLS,PE O-18:1_22:3,PE,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PE O-18:1_22:4,PE,True,0.011355809480430456,0.0,CACHED_FULL_FOREGROUND,-0.008365221789585906,0.0,0.9253688879418807,True,True,False
NNLS,PE O-18:1_22:5,PE,True,0.0017193269476689845,,NOT_COMPUTED_ZERO_COEFFICIENT,-1.1462425770620646e-17,0.0,0.034239566857612876,False,False,False
NNLS,PE O-18:1_22:6,PE,True,0.04710423061840872,0.001832565857962544,CACHED_FULL_FOREGROUND,0.09817283561951344,0.8,0.9998392947911667,True,True,True
NNLS,PE O-20:0_18:2,PE,False,0,,UNREPORTED,-0.002714232262767472,0.0,,False,False,False
NNLS,PE O-20:1_18:2,PE,True,0.0019285387399521723,0.0,CACHED_FULL_FOREGROUND,-0.005515886225218914,0.0,0.04476381490015103,False,False,False
NNLS,PE O-18:2_20:2,PE,False,0,,UNREPORTED,0.05000032722841948,0.25,,False,False,False
NNLS,PE O-18:2_20:3,PE,False,0,,UNREPORTED,-6.811418116043531e-06,0.0,,False,False,False
NNLS,PE O-18:2_20:4,PE,False,0,,UNREPORTED,-0.00046256771181078235,0.2,,False,False,False
NNLS,PE O-18:2_22:0,PE,False,0,,UNREPORTED,0.0009925571623398527,0.25,,False,False,False
NNLS,PE O-22:1_18:2,PE,False,0,,UNREPORTED,-0.001539971774934168,0.0,,False,False,False
NNLS,PE O-18:2_22:2,PE,False,0,,UNREPORTED,-0.02123396392921541,0.0,,False,False,False
NNLS,PE O-18:2_22:3,PE,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PE O-18:2_22:4,PE,True,0.016171945615986918,0.0,CACHED_FULL_FOREGROUND,-0.00170392199030629,0.0,0.9662239937604856,True,True,True
NNLS,PE O-18:2_22:5,PE,True,0.0016537134732175723,,NOT_COMPUTED_ZERO_COEFFICIENT,0.0015754829902403884,0.2,0.03190549863318086,False,False,False
NNLS,PE O-18:2_22:6,PE,True,0.026668758561792856,0.0002933056357237929,CACHED_FULL_FOREGROUND,0.05665347805455929,0.6,0.9988182058242956,True,True,True
NNLS,PE O-18:3_20:3,PE,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PE O-18:3_22:0,PE,True,0.001681956059462891,,NOT_COMPUTED_ZERO_COEFFICIENT,0.0006315639506303612,0.5,0.0351089124896974,False,False,False
NNLS,PE O-18:3_22:3,PE,False,0,,UNREPORTED,-5.68299498703415e-05,0.0,,False,False,False
NNLS,PE O-18:3_22:4,PE,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PE O-18:3_22:5,PE,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PE O-18:3_22:6,PE,True,0.0064695594827456565,,NOT_COMPUTED_ZERO_COEFFICIENT,-0.0008253299390679881,0.2,0.8451095704932873,True,True,False
NNLS,PE O-20:0_20:2,PE,False,0,,UNREPORTED,-0.0006793028233103177,0.0,,False,False,False
NNLS,PE O-20:0_20:3,PE,False,0,,UNREPORTED,-0.0033808428166661676,0.0,,False,False,False
NNLS,PE O-20:0_20:4,PE,True,0.0034298908555845933,1.4714155344993335e-05,CACHED_FULL_FOREGROUND,-0.0003716200694834463,0.25,0.42295211512588327,False,False,False
NNLS,PE O-20:1_20:1,PE,False,0,,UNREPORTED,-5.378137991808616e-05,0.0,,False,False,False
NNLS,PE O-20:1_20:2,PE,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PE O-20:1_20:3,PE,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PE O-20:1_20:4,PE,True,0.023857456209429275,0.00020889701313465392,CACHED_FULL_FOREGROUND,0.024578412611312783,0.5,0.9938018604646144,True,True,True
NNLS,PE O-20:2_20:2,PE,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PE O-20:2_20:3,PE,False,0,,UNREPORTED,-0.004401702019651371,0.0,,False,False,False
NNLS,PE O-20:2_20:4,PE,True,0.008433296286201666,,NOT_COMPUTED_ZERO_COEFFICIENT,0.00949331285910486,1.0,0.9537654723651751,True,True,False
NNLS,PE O-20:3_20:3,PE,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PE O-20:3_20:4,PE,True,0.0216048283743653,,NOT_COMPUTED_ZERO_COEFFICIENT,0.005402616311711185,0.25,0.9822682505217467,True,True,True
NNLS,PG 14:0_20:0,PG,True,0.0024838723341428907,7.656797266103282e-06,CACHED_FULL_FOREGROUND,0.0006001399940375098,0.6666666666666666,0.1860846178957217,False,False,False
NNLS,PG 16:0_18:0,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 14:0_22:5,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 16:0_20:5,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 16:1_20:4,PG,False,0,,UNREPORTED,-7.879843248063332e-06,0.0,,False,False,False
NNLS,PG 18:2_18:3,PG,False,0,,UNREPORTED,-0.0007384656927190177,0.0,,False,False,False
NNLS,PG 14:0_22:4,PG,True,0.0036028756567274183,0.0,CACHED_FULL_FOREGROUND,-9.491679724985459e-05,0.0,0.45864845162740214,False,False,False
NNLS,PG 16:0_20:4,PG,True,0.0017517783298794205,1.571989819966083e-17,CACHED_FULL_FOREGROUND,-0.0003128041348876634,0.0,0.036849118933083146,False,False,False
NNLS,PG 16:1_20:3,PG,True,0.006398046469048293,1.4407753482108483e-05,CACHED_FULL_FOREGROUND,-0.00022724007536553388,0.4444444444444444,0.8515875363287162,True,True,False
NNLS,PG 18:1_18:3,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 18:2_18:2,PG,False,0,,UNREPORTED,0.0026267441592060423,0.16666666666666666,,False,False,False
NNLS,PG 14:0_22:3,PG,True,0.001997496342100122,,NOT_COMPUTED_ZERO_COEFFICIENT,5.6785158480996914e-05,0.4444444444444444,0.07406612874099416,False,False,False
NNLS,PG 16:0_20:3,PG,False,0,,UNREPORTED,-8.774441282526816e-05,0.0,,False,False,False
NNLS,PG 16:1_20:2,PG,False,0,,UNREPORTED,0.00024850214054156,0.1111111111111111,,False,False,False
NNLS,PG 18:0_18:3,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 18:1_18:2,PG,False,0,,UNREPORTED,-0.0016076067776181506,0.0,,False,False,False
NNLS,PG 14:0_22:2,PG,True,0.008124139175407536,0.0,CACHED_FULL_FOREGROUND,-4.5149366558431826e-05,0.0,0.9055336345915888,True,True,False
NNLS,PG 16:0_20:2,PG,False,0,,UNREPORTED,4.074861981157673e-17,0.0,,False,False,False
NNLS,PG 16:1_20:1,PG,True,0.011380416122979076,2.919932682823108e-05,CACHED_FULL_FOREGROUND,0.003830395384249503,0.4444444444444444,0.9616322063024808,True,True,True
NNLS,PG 18:0_18:2,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 18:1_18:1,PG,False,0,,UNREPORTED,-0.0037481300852340634,0.16666666666666666,,False,False,False
NNLS,PG 14:0_22:1,PG,True,0.02178999836134608,0.00013441678370542176,CACHED_FULL_FOREGROUND,6.0003745118548494e-05,0.3333333333333333,0.9774782434879465,True,True,True
NNLS,PG 16:0_20:1,PG,False,0,,UNREPORTED,0.0007393267876246286,0.1111111111111111,,False,False,False
NNLS,PG 20:0_16:1,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 18:0_18:1,PG,False,0,,UNREPORTED,-0.01041654004948633,0.0,,False,False,False
NNLS,PG 14:0_22:0,PG,True,0.008480930586024442,0.00012501860153572424,CACHED_FULL_FOREGROUND,0.0008042539287013122,0.2222222222222222,0.9202241692940423,True,True,False
NNLS,PG 16:0_20:0,PG,False,0,,UNREPORTED,-1.4671904986394427e-16,0.0,,False,False,False
NNLS,PG 18:0_18:0,PG,False,0,,UNREPORTED,-0.00477878059314625,0.0,,False,False,False
NNLS,PG 16:1_22:6,PG,True,0.012092156683017998,,NOT_COMPUTED_ZERO_COEFFICIENT,-0.0030281434060572218,0.1111111111111111,0.9484260414735839,True,True,False
NNLS,PG 18:2_20:5,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 18:3_20:4,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 16:0_22:6,PG,True,0.013743147930284775,0.00021740297484383028,CACHED_FULL_FOREGROUND,-0.021628294570358482,0.2222222222222222,0.900240158180999,True,True,False
NNLS,PG 16:1_22:5,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 18:1_20:5,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 18:2_20:4,PG,False,0,,UNREPORTED,-0.0009312177413349532,0.0,,False,False,False
NNLS,PG 16:0_22:5,PG,False,0,,UNREPORTED,-0.0005111004162844312,0.0,,False,False,False
NNLS,PG 16:1_22:4,PG,True,0.0013148087725089175,2.8311063452497585e-07,CACHED_FULL_FOREGROUND,-0.0011331447991338745,0.2222222222222222,0.008733263216167107,False,False,False
NNLS,PG 18:0_20:5,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 18:1_20:4,PG,True,0.0013195430602784958,,NOT_COMPUTED_ZERO_COEFFICIENT,-0.000989001762448091,0.0,0.008567783551700656,False,False,False
NNLS,PG 18:2_20:3,PG,False,0,,UNREPORTED,-2.0959864266277754e-16,0.0,,False,False,False
NNLS,PG 20:2_18:3,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 14:0_24:4,PG,False,0,,UNREPORTED,-0.00011846288139913763,0.0,,False,False,False
NNLS,PG 16:0_22:4,PG,True,0.013751502512489626,6.420630489332761e-05,CACHED_FULL_FOREGROUND,0.002735937997543604,0.4444444444444444,0.9695893907373346,True,True,True
NNLS,PG 16:1_22:3,PG,True,0.002199701648563354,,NOT_COMPUTED_ZERO_COEFFICIENT,-0.00027381309682295767,0.375,0.10771459590177503,False,False,False
NNLS,PG 18:0_20:4,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 18:1_20:3,PG,False,0,,UNREPORTED,-7.86728701913156e-17,0.0,,False,False,False
NNLS,PG 18:2_20:2,PG,False,0,,UNREPORTED,-0.001601323274687934,0.0,,False,False,False
NNLS,PG 20:1_18:3,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 17:0_18:0,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 17:0_18:1,PG,False,0,,UNREPORTED,-0.0008448026784913881,0.0,,False,False,False
NNLS,PG 17:0_18:2,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 17:0_20:0,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 17:0_20:1,PG,True,0.0027530656128650056,8.518268395036036e-06,CACHED_FULL_FOREGROUND,-0.00018010385825508482,0.6666666666666666,0.2532949170017577,False,False,False
NNLS,PG 17:0_20:2,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 17:0_20:3,PG,False,0,,UNREPORTED,6.86266598646481e-05,0.0,,False,False,False
NNLS,PG 17:0_20:4,PG,False,0,,UNREPORTED,-4.0300672937067546e-06,0.0,,False,False,False
NNLS,PG 17:0_20:5,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 18:0_17:1,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 17:1_18:1,PG,False,0,,UNREPORTED,0.00020240775986329906,0.125,,False,False,False
NNLS,PG 17:1_18:2,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 20:0_17:1,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 17:1_20:1,PG,True,0.0013237597649464559,0.0,CACHED_FULL_FOREGROUND,-0.00013561247363822206,0.1111111111111111,0.009298750144998189,False,False,False
NNLS,PG 17:1_20:2,PG,False,0,,UNREPORTED,0.00017527311481101872,0.1111111111111111,,False,False,False
NNLS,PG 17:1_20:3,PG,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PG 17:1_20:4,PG,False,0,,UNREPORTED,-3.3443345756438364e-05,0.0,,False,False,False
NNLS,PG 17:0_17:0,PG,False,0,,UNREPORTED,-0.004416625890399946,0.0,,False,False,False
NNLS,PC 14:0_18:0,PC,True,0.008971933172229406,0.0002542093841047771,CACHED_FULL_FOREGROUND,-0.009264830865181643,0.3333333333333333,0.8897461793320891,True,True,False
NNLS,PC 14:0_18:1,PC,False,0,,UNREPORTED,-0.00010088741570633269,0.0,,False,False,False
NNLS,PC 16:0_16:0,PC,False,0,,UNREPORTED,-0.005908137252258749,0.0,,False,False,False
NNLS,PC 16:0_16:1,PC,False,0,,UNREPORTED,-0.00030529780862239273,0.0,,False,False,False
NNLS,PC 14:0_17:1,PC,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PC O-16:0_16:1,PC,False,0,,UNREPORTED,-0.00016689885825580384,0.0,,False,False,False
NNLS,PC O-16:1_16:1,PC,True,0.005030250070925579,7.72443565550052e-05,CACHED_FULL_FOREGROUND,-0.0017417970233232114,0.25,0.7178638646167299,True,False,False
NNLS,PC O-16:1_18:0,PC,False,0,,UNREPORTED,-0.00021914116834811077,0.0,,False,False,False
NNLS,PC O-16:1_18:1,PC,False,0,,UNREPORTED,-0.00018990053696279306,0.0,,False,False,False
NNLS,PC O-16:1_18:2,PC,False,0,,UNREPORTED,-9.768787408188774e-05,0.0,,False,False,False
NNLS,PC O-16:1_17:0,PC,False,0,,UNREPORTED,-0.00033054895746485974,0.0,,False,False,False
NNLS,PC O-16:0_17:1,PC,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PC O-16:0_17:0,PC,False,0,,UNREPORTED,-5.4412912318075524e-05,0.0,,False,False,False
NNLS,PC O-16:1_17:1,PC,False,0,,UNREPORTED,-0.00015400623920642224,0.0,,False,False,False
NNLS,PC 14:0_18:2,PC,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PC 14:0_20:0,PC,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PC 14:0_20:1,PC,True,0.005197950294604298,,NOT_COMPUTED_ZERO_COEFFICIENT,-0.008780152951111198,0.375,0.6702682567169019,True,False,False
NNLS,PC 14:0_20:2,PC,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PC 14:0_20:3,PC,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PC 14:0_20:4,PC,False,0,,UNREPORTED,2.7070679584073663e-05,0.125,,False,False,False
NNLS,PC 14:1_17:1,PC,True,0.0029228021148556107,2.7373928298844608e-06,CACHED_FULL_FOREGROUND,-0.002666091529900102,0.25,0.2597545627779379,False,False,False
NNLS,PC 18:0_14:1,PC,False,0,,UNREPORTED,-3.2540141158770198e-06,0.0,,False,False,False
NNLS,PC 20:0_14:1,PC,True,0.0062115140914772585,,NOT_COMPUTED_ZERO_COEFFICIENT,-0.0006136110882186785,0.5,0.8400712496770197,True,True,False
NNLS,PC 14:1_20:1,PC,False,0,,UNREPORTED,-5.214383322507254e-05,0.0,,False,False,False
NNLS,PC 16:0_18:0,PC,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PC 16:0_18:1,PC,True,0.02645733012674666,0.00014990294742948563,CACHED_FULL_FOREGROUND,-0.01647314470914154,0.25,0.9533298539963894,True,True,False
NNLS,PC 16:0_18:2,PC,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PC 16:1_16:1,PC,False,0,,UNREPORTED,-9.766918199918612e-05,0.0,,False,False,False
NNLS,PC 18:0_16:1,PC,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PC 16:1_18:1,PC,False,0,,UNREPORTED,0.00012407898995744264,0.16666666666666666,,False,False,False
NNLS,PC 16:1_18:2,PC,False,0,,UNREPORTED,0.0,0.0,,False,False,False
NNLS,PC 17:0_17:0,PC,False,0,,UNREPORTED,-0.0005588254554354772,0.0,,False,False,False
NNLS,PC 17:0_17:1,PC,True,0.00897368440040696,0.00017337138947159944,CACHED_FULL_FOREGROUND,-0.006509704576923476,0.25,0.9010406147927834,True,True,False
NNLS,PC 17:1_17:1,PC,False,0,,UNREPORTED,-0.0005228155128144555,0.0,,False,False,False
ISTA,PA 16:0_24:0,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 16:0_24:1,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 16:0_24:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 16:0_24:5,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 24:0_16:1,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:0_22:0,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:0_22:1,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:0_22:2,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:0_22:3,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:0_22:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:0_22:5,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:0_24:0,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:0_24:1,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:0_24:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:0_24:5,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:0_24:6,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:0_18:1,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:1_22:1,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:1_22:2,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:1_22:3,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:1_22:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 24:0_18:1,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:1_24:1,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:1_24:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:1_24:5,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:1_24:6,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:0_18:2,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:1_18:2,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:2_22:2,PA,False,0,,UNREPORTED,-4.0616729767943795e-06,0.0,,False,False,False
ISTA,PA 18:2_22:3,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 24:0_18:2,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 24:1_18:2,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:2_24:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:2_24:5,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 18:2_24:6,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:0_20:0,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:0_20:1,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:0_20:2,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:0_20:3,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:0_20:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:0_20:5,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:0_22:1,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:0_22:2,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:0_22:3,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:0_22:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:0_22:5,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:0_22:6,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:1_20:1,PA,True,0.0014089837261966648,0.0,CACHED_FULL_FOREGROUND,0.0,0.0,0.01270277318452186,False,False,False
ISTA,PA 20:1_20:2,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:1_20:3,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:1_20:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:0_20:1,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:1_22:1,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:1_22:2,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:1_22:3,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:1_22:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:1_22:5,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:1_22:6,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:2_20:2,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:2_20:3,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:1_20:2,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:2_22:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:2_22:6,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:0_20:3,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:1_20:3,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:3_22:3,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:3_22:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:3_22:6,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:0_20:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:1_20:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:2_20:4,PA,False,0,,UNREPORTED,-0.00012758716561935202,0.0,,False,False,False
ISTA,PA 22:3_20:4,PA,False,0,,UNREPORTED,-5.3531317194888986e-05,0.0,,False,False,False
ISTA,PA 20:4_22:4,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:4_22:5,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 20:4_22:6,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:1_20:5,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:3_22:6,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:4_22:5,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:4_22:6,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:5_22:5,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:5_22:6,PA,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PA 22:6_22:6,PA,False,0,,UNREPORTED,-0.00023328087357694016,0.0,,False,False,False
ISTA,PS 14:0_20:0,PS,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PS 14:0_20:1,PS,False,0,,UNREPORTED,-0.00020431698630628948,0.0,,False,False,False
ISTA,PS 14:0_22:0,PS,True,0.005009698658239446,0.0001458934024469743,CACHED_FULL_FOREGROUND,-0.0063185688207954,0.125,0.6608462592108161,True,False,False
ISTA,PS 14:0_22:1,PS,True,0.0077648070350166765,0.0005741889725840205,CACHED_FULL_FOREGROUND,-0.011267358927830482,0.125,0.8349007753191471,True,True,False
ISTA,PS 14:0_22:2,PS,True,0.002372001443061385,1.3972007457499058e-06,CACHED_FULL_FOREGROUND,-0.0013799563778470606,0.25,0.13466989111521727,False,False,False
ISTA,PS 14:0_22:3,PS,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PS 14:0_22:4,PS,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PS 16:0_18:0,PS,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PS 16:0_18:1,PS,True,0.012980764442061223,8.176961300049885e-05,CACHED_FULL_FOREGROUND,0.006456369434410731,0.6666666666666666,0.9736591294575344,True,True,True
ISTA,PS 16:0_18:2,PS,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PS 16:0_20:0,PS,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PS 16:0_20:1,PS,False,0,,UNREPORTED,0.000320446652236754,0.3333333333333333,,False,False,False
ISTA,PS 16:0_20:2,PS,True,0.0016608051139022184,0.0,CACHED_FULL_FOREGROUND,0.0003446814625758194,0.1111111111111111,0.03015034888514217,False,False,False
ISTA,PS 16:0_20:3,PS,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PS 16:0_20:4,PS,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PS 16:0_20:5,PS,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PS 18:0_16:1,PS,False,0,,UNREPORTED,-1.2575918559766653e-16,0.0,,False,False,False
ISTA,PS 16:1_18:1,PS,False,0,,UNREPORTED,-4.710829215178235e-05,0.0,,False,False,False
ISTA,PS 20:0_16:1,PS,False,0,,UNREPORTED,-0.0036365691762246435,0.3333333333333333,,False,False,False
ISTA,PS 16:1_20:1,PS,True,0.002786077289994965,7.000445449792729e-05,CACHED_FULL_FOREGROUND,0.0033614400038477436,0.6666666666666666,0.2983064441395155,False,False,False
ISTA,PS 16:1_20:2,PS,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PS 16:1_20:3,PS,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PS 16:1_20:4,PS,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PS 18:0_18:0,PS,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PS 18:0_18:1,PS,True,0.07982133256224916,0.002585842751012908,CACHED_FULL_FOREGROUND,0.03074035685668075,0.8333333333333334,0.9916790991416524,True,True,True
ISTA,PS 18:0_18:2,PS,False,0,,UNREPORTED,-0.00068245246468981,0.6666666666666666,,False,False,False
ISTA,PS 18:0_18:3,PS,False,0,,UNREPORTED,0.0,0.0,,False,False,False
ISTA,PS 18:1_18:1,PS,True,0.04118742393589168,0.005087623636312783,CACHED_FULL_FOREGROUND,0.08537884467268274,0.5,0.9997003341606264,True,True,True
