target,K,replicate,lipid_class,abundance_multiplier,status,n_identity_contexts,cone_isolation_median,max_fragment_cosine_median,max_full_cosine_median,collective_gain_median,X_hat_median
FDR1,100,R5,PE,0.7802037075442214,retained,1,0.2809048613188857,0.9726361074886047,0.7937994919963063,0.3272746898881621,0.007079060964660346
FDR1,100,R5,PE,0.8939526432607221,retained,4,0.3319112303570946,0.9846124045599067,0.9169295572138344,0.07394377219747966,0.011956726255274934
FDR1,100,R5,PE,1.0000000000000002,retained,3,0.16492324087593133,0.9518068384474951,0.9426607466712886,0.1688292372948361,0.018513022364121036
FDR1,100,R5,PE,1.0760213163243861,retained,1,0.23032749244938702,0.9788474233762352,0.94467750434353,0.09767313679891157,0.008235811232776488
FDR1,100,R5,PE,1.2101381550740857,retained,2,0.13549351795303982,0.9769417088567853,0.9719807701829974,0.09065909360861493,0.01455328721280632
FDR1,100,R5,PE,1.4538436095675817,retained,3,0.20454583643989277,0.9824124426110163,0.9692667770392721,0.03933032569194751,0.016879921944258292
FDR1,100,R5,PE,2.0,retained,15,0.2748935194643735,0.9538166594574129,0.8236347989916191,0.1992356350010589,0.026521380435164985
FDR1,100,R5,PG,0.5,retained,5,0.39347230654553556,0.7936099239641267,0.6681402735052041,0.17342901101082447,0.006885124717605804
FDR1,100,R5,PG,0.689110922829001,retained,1,0.09626468926765062,0.9360510343034749,0.9917278076514663,0.032094009427904344,0.017098706634732827
FDR1,100,R5,PG,0.7303443264893795,retained,1,0.4831275545644737,0.9853779862370524,0.7051431660870239,0.22593740389897193,0.012847456510832939
FDR1,100,R5,PG,1.0760213163243861,retained,2,0.2209166959686532,0.9791831330681392,0.769993478024839,0.41702385829179245,0.01734459469067231
FDR1,100,R5,PG,1.2101381550740857,retained,2,0.27956152624361796,0.9197565645175494,0.74956157999407,0.35761302932389505,0.012467883432478151
FDR1,100,R5,PG,1.8682084992203376,retained,3,0.23838939494724698,0.9263229165510191,0.8489350701121507,0.29010776373355207,0.027817792704638085
FDR1,100,R5,PG,2.0,retained,5,0.266391512522408,0.9552207873236039,0.8489350701121507,0.2603944544674466,0.01987634130302
FDR1,100,R5,PS,0.5,retained,3,0.4826107446087538,0.6351598729298585,0.8388893290291434,0.1898482402281083,0.00957547035702939
FDR1,100,R5,PS,0.5340342571614348,retained,2,0.5653194265058024,0.556916570663659,0.5701772902367741,0.2495924015852803,0.01004455991837942
FDR1,100,R5,PS,0.6170676298438253,retained,1,0.49681824282241865,0.5478869149773706,0.5411661615055257,0.34409744001467496,0.007614387911189416
FDR1,100,R5,PS,2.0,retained,4,0.6027340389555542,0.6209398796604959,0.6235873192845489,0.17953572602109713,0.03371916882365009
FDR1,125,R1,PA,0.5,retained,6,0.3064009129383035,0.849750061533013,0.7887631742393323,0.3211954257403472,0.007195589555340861
