severity,lipid_name,contexts,raw_TP_contexts,solver_miss_contexts,filter_loss_contexts,loss_fraction_of_raw_TP,comparison_group,cone_isolation,max_fragment_cosine,collective_gain,full_spectral_change,fragment_spectral_change,achieved_dropout_rate
MILD,PE 16:0_22:4,5,5,0,5,1.0,any_filter_loss,0.15895469448868532,0.9923755383909935,0.2386585476665622,0.0026445506599418467,0.0026437613959471307,0.015625
MILD,PE 16:1_22:3,5,5,0,5,1.0,any_filter_loss,0.12325824954460242,0.9816952449555878,0.20295021528294271,8.291252553216388e-05,8.291775400715018e-05,0.05357142857142857
MILD,PE 16:1_22:6,5,5,0,5,1.0,any_filter_loss,0.2519478993591113,0.9780045750710121,0.13185464506752925,0.0014294605966203022,0.0014300496428103493,0.09836065573770492
MILD,PE 17:0_22:2,5,5,0,5,1.0,any_filter_loss,0.13503108538528152,0.9386569008618137,0.21734595795940753,0.0011864621584661839,0.0011931643887791443,0.0
MILD,PE 18:0_20:1,5,5,0,5,1.0,any_filter_loss,0.25393425517668783,0.9625905679777863,0.1807537946676117,0.0011387468614931784,0.0008336602771666923,0.046153846153846156
MILD,PE 18:1_20:5,5,5,0,5,1.0,any_filter_loss,0.3998586987063159,0.9724669479844656,0.2358672544872255,0.0008012039054279274,0.0008606088188597427,0.0375
MILD,PE 18:1_22:2,5,5,0,5,1.0,any_filter_loss,0.12985107942569446,0.9248799886279087,0.2737586242615052,0.0021254478117591624,0.002124672815584927,0.058823529411764705
MILD,PE 18:1_22:4,5,5,0,5,1.0,any_filter_loss,0.11052846478170081,0.969840644646915,0.13562077871750905,0.0002187931374144636,0.00021536997653726075,0.05333333333333334
MILD,PE 18:1_22:5,5,5,0,5,1.0,any_filter_loss,0.19163429981325247,0.9256344671279978,0.2133913524062529,0.000883079450688995,0.0008913924319237099,0.028169014084507043
MILD,PE 18:1_22:6,5,5,0,5,1.0,any_filter_loss,0.3159564682544253,0.8033916799379116,0.3147345109004634,0.004215489361945601,0.004259121098188823,0.015384615384615385
MILD,PE 18:2_22:2,5,5,0,5,1.0,any_filter_loss,0.1271355008514916,0.9008257061441529,0.3075663178035413,0.0003045712876184048,0.000304167674782585,0.05970149253731343
MILD,PE 20:0_20:5,5,5,0,5,1.0,any_filter_loss,0.42609430792144315,0.8451414828957593,0.30776996621138847,0.002121680792026015,0.0022945694826855823,0.04225352112676056
MILD,PE 20:2_20:3,5,3,2,3,1.0,any_filter_loss,0.10342592469336877,0.8809502880689941,0.37931315485534245,0.0016177336068645687,0.0016321924775449803,0.0
MILD,PE O-16:0_22:1,5,5,0,5,1.0,any_filter_loss,0.25810380084870377,0.9626827699537985,0.034183285797328655,0.001476706135746686,0.0012837561985494794,0.0
MILD,PE O-16:0_22:6,5,5,0,5,1.0,any_filter_loss,0.48470573742722234,0.900438885889574,0.1614418659271415,0.0022747405659097053,0.0018564212507093947,0.0
MILD,PE O-16:1_22:1,5,2,3,2,1.0,any_filter_loss,0.3096547237703799,0.9753848425333608,0.07168868530044187,0.0023513749611915324,0.000861151070150834,0.034482758620689655
MILD,PE O-16:1_22:3,5,4,1,4,1.0,any_filter_loss,0.15301712497872955,0.978974472761994,0.05109413449543146,0.0016880138933791367,0.0016878880497489535,0.1
MILD,PE O-16:1_24:6,5,5,0,5,1.0,any_filter_loss,0.41848831684391674,0.9120817497666402,0.043713623229206855,0.0027064563948248077,0.0027649406387783015,0.05128205128205128
MILD,PE O-18:0_22:5,5,5,0,5,1.0,any_filter_loss,0.43559350264218133,0.9521162343234528,0.09057688868244451,0.00897500524146111,0.0052266673231925465,0.03125
MILD,PE O-18:1_20:2,5,4,1,4,1.0,any_filter_loss,0.23640856435982596,0.9860488591567219,0.05007971048025392,0.0006346910313643761,0.00015812090998579276,0.0
MILD,PE O-20:1_20:1,5,5,0,5,1.0,any_filter_loss,0.300364327002164,0.9853143544809311,0.16047256463030118,0.021069383599322422,0.02380573565115074,0.0625
MILD,PE O-20:2_20:3,5,2,3,2,1.0,any_filter_loss,0.1699072530804405,0.9836260273963529,0.031218531110331932,0.0001892135844027143,0.000190117413105928,0.06060606060606061
MILD,PG 14:0_22:3,5,4,1,4,1.0,any_filter_loss,0.08672432217020402,0.9402021823761977,0.09248053115510325,4.3691162162073915e-05,0.0010326677530587691,0.03614457831325301
MILD,PG 17:0_18:0,5,5,0,0,0.0,never_filter_loss,0.5692674122568047,0.7118582510946688,0.2506727968425583,0.005002985232330115,0.006596406970651447,0.08
MILD,PG 17:0_20:1,5,5,0,0,0.0,never_filter_loss,0.7656382983426151,0.9467690930810565,0.11848369535153747,0.0003650793415157505,0.0031137288602455238,0.05319148936170213
MILD,PG 18:0_18:0,5,5,0,5,1.0,any_filter_loss,0.27746580180873914,0.8568501347183278,0.3515672967583239,0.0003581991358001524,0.00010951787532964552,0.03389830508474576
MILD,PG 18:1_18:2,5,5,0,5,1.0,any_filter_loss,0.18514361914509317,0.8693484458976806,0.5954341339760317,0.0025587379885222417,0.0008958728503084545,0.05970149253731343
MILD,PG 18:1_20:5,5,5,0,5,1.0,any_filter_loss,0.43403628582268905,0.9724669479844656,0.20168966737085237,0.004315376155732187,0.0033317377345079002,0.010416666666666666
MILD,PG 18:2_20:5,5,5,0,5,1.0,any_filter_loss,0.45600375389372205,0.9631467226016989,0.13540569175942307,0.003755522198340744,0.003347427340093412,0.033707865168539325
MILD,PG 20:0_16:1,5,5,0,5,1.0,any_filter_loss,0.27509463736924117,0.8206488603123235,0.4400895324696777,0.0035883190031053003,0.002125072738387912,0.04597701149425287
MILD,PS 14:0_22:0,5,5,0,0,0.0,never_filter_loss,0.755911282254363,0.4966771953016806,0.15131295823331015,0.014301426338439227,0.022659755577108642,0.07142857142857142
MILD,PS 14:0_22:4,5,5,0,0,0.0,never_filter_loss,0.3282929959935041,0.543623575220217,0.10688133467946276,0.005255813177672319,0.004191883189783474,0.05333333333333334
MILD,PS 16:1_20:3,5,5,0,5,1.0,any_filter_loss,0.34984059386853866,0.5074650921831881,0.12705139171053204,0.007313982585612444,0.02550036110593812,0.04225352112676056
MILD,PS 18:0_17:1,5,5,0,5,1.0,any_filter_loss,0.5700329198506149,0.552158066910196,0.2648511266188399,0.10610618543008443,0.10639827148241643,0.014925373134328358
MODERATE,PA 18:0_22:2,5,5,0,5,1.0,any_filter_loss,0.27393752390511106,0.8394493239810369,0.36260158405766385,0.02351886071492093,0.02069604792981916,0.16
MODERATE,PA 18:0_22:4,5,5,0,5,1.0,any_filter_loss,0.18925162859522815,0.8691673191165914,0.31323723028330897,0.028616841107932944,0.028598164600455833,0.13414634146341464
MODERATE,PA 18:0_24:1,5,5,0,5,1.0,any_filter_loss,0.3334734584306543,0.8793255202210899,0.22349976674487387,0.026829836515780414,0.029863395376363955,0.11940298507462686
MODERATE,PA 18:1_22:1,5,5,0,3,0.6,any_filter_loss,0.46175873097333114,0.9022714644699661,0.2905844069806663,0.0019058111212388873,0.005781683022816564,0.10810810810810811
MODERATE,PA 20:0_20:4,5,3,2,3,1.0,any_filter_loss,0.1645114953783594,0.8957566529041909,0.3424625013635971,0.035207471766033116,0.037242614862983636,0.10112359550561797
MODERATE,PA 20:1_20:1,5,5,0,5,1.0,any_filter_loss,0.4231895167566119,0.9753576763078726,0.3291536211973855,0.004056557011968609,0.009118661173266429,0.11363636363636363
MODERATE,PA 20:1_22:1,5,5,0,3,0.6,any_filter_loss,0.48292710886676304,0.8982874947005188,0.22073574264275386,0.042150757204609035,0.046487835812741074,0.11842105263157894
MODERATE,PA 22:1_18:2,5,5,0,3,0.6,any_filter_loss,0.3672416022212644,0.8804726866933393,0.42728280324989093,0.02691113441240789,0.023724425464931476,0.05405405405405406
MODERATE,PA 22:1_20:2,5,5,0,3,0.6,any_filter_loss,0.43337633237958284,0.8789327040599717,0.27097424872123554,0.013554543831596821,0.01914604769921946,0.09333333333333334
MODERATE,PA 22:1_20:3,5,5,0,0,0.0,never_filter_loss,0.47201880717776407,0.8266719825061805,0.24944586960093668,0.036066276380636864,0.04223833819265632,0.12987012987012986
MODERATE,PA 22:6_22:6,5,5,0,0,0.0,never_filter_loss,0.5618631902016936,0.691000163096786,0.18635717808006635,0.011791523875777421,0.012108010693223203,0.14583333333333334
MODERATE,PC 14:0_20:4,5,5,0,0,0.0,never_filter_loss,0.6036768381098416,0.7745273553735048,0.030942368542241527,0.02095375866627036,0.020883261090615557,0.060240963855421686
MODERATE,PC 16:1_18:1,5,5,0,5,1.0,any_filter_loss,0.3710824945274597,0.6900215947371616,0.3528311199198995,0.016335279638232003,0.01633586859628633,0.08695652173913043
MODERATE,PC 20:0_14:1,5,5,0,5,1.0,any_filter_loss,0.593367589246976,0.47707361889437966,0.2851238976272237,0.009633002353415354,0.00963735879025518,0.12
MODERATE,PE 16:0_22:1,5,5,0,5,1.0,any_filter_loss,0.20454583643989277,0.8508967724619106,0.32715941021570594,0.012638953305908918,0.012713523169433083,0.16666666666666666
MODERATE,PE 16:0_22:2,5,5,0,5,1.0,any_filter_loss,0.1886425381510025,0.8572487991575071,0.3301179135196991,0.02756581713086992,0.02769940301002005,0.12280701754385964
MODERATE,PE 16:0_24:5,5,5,0,5,1.0,any_filter_loss,0.21271686018449112,0.9348240213453116,0.1546244672974381,0.007927872983995443,0.007752559846100793,0.1206896551724138
MODERATE,PE 16:1_22:1,5,5,0,3,0.6,any_filter_loss,0.29634414058106057,0.6962164662208943,0.4407404219699385,0.0338159661449321,0.0358225131677532,0.11320754716981132
MODERATE,PE 16:1_22:4,5,4,1,4,1.0,any_filter_loss,0.11707440620301834,0.9872300880237134,0.16084900498979865,0.0029498684932359742,0.002949875225067733,0.1111111111111111
MODERATE,PE 17:0_20:0,5,5,0,5,1.0,any_filter_loss,0.2698075638945543,0.9206618024583055,0.26327938903853587,0.008181300974087313,0.0076215412507438796,0.14285714285714285
MODERATE,PE 17:0_22:6,5,5,0,3,0.6,any_filter_loss,0.31244709118745745,0.8271838267520604,0.30433218821543645,0.02043282907208166,0.02128164989764758,0.21212121212121213
MODERATE,PE 18:3_20:4,5,4,1,4,1.0,any_filter_loss,0.15717262060050777,0.9796724074104938,0.3020809046376558,0.12042440326983606,0.1206991783278889,0.1891891891891892
MODERATE,PE 20:1_20:3,5,5,0,5,1.0,any_filter_loss,0.15409170574418976,0.9673598800301968,0.13448997604329319,0.0014960618723857122,0.0013968157459480768,0.09433962264150944
MODERATE,PE 20:3_20:3,5,5,0,5,1.0,any_filter_loss,0.11972298568219342,0.9884825101246301,0.06004173901205881,0.0016963874672193402,0.0016617522380532046,0.10344827586206896
MODERATE,PE 22:0_16:1,5,5,0,3,0.6,any_filter_loss,0.4791490094759039,0.8206488603123235,0.1992356350010589,0.01398340966457523,0.015429314087784252,0.0784313725490196
MODERATE,PE O-16:0_22:4,5,5,0,5,1.0,any_filter_loss,0.21233553953653375,0.9788297262879938,0.0525446422437508,0.0014353458098601557,0.0014785625831121862,0.0
MODERATE,PE O-16:0_22:5,5,5,0,3,0.6,any_filter_loss,0.2748935194643735,0.9595548171321114,0.1397678816901211,0.0014573668327483302,0.0010336822738566953,0.0
MODERATE,PE O-16:1_24:0,5,5,0,3,0.6,any_filter_loss,0.6719956962672089,0.7350890401757907,0.07613711984283755,0.004366731043771277,0.0027348561583652176,0.07142857142857142
MODERATE,PE O-16:1_24:5,5,5,0,5,1.0,any_filter_loss,0.34567378912555613,0.9348240213453116,0.021667538356373084,0.011877127120754505,0.011714428054727999,0.05555555555555555
MODERATE,PE O-18:0_20:2,5,5,0,5,1.0,any_filter_loss,0.24588669439016053,0.9868742659860326,0.06594469017151477,0.00877764206900511,0.0025374031051380586,0.07692307692307693
MODERATE,PE O-18:0_22:3,5,4,1,4,1.0,any_filter_loss,0.17092763078541914,0.9848176901850096,0.13210834735563867,0.003936637273247778,0.002721574194149201,0.125
MODERATE,PE O-18:1_20:3,5,5,0,5,1.0,any_filter_loss,0.17248031845796863,0.9828895828332406,0.04325030597265456,0.004280407775395512,0.004177774932991096,0.12121212121212122
MODERATE,PE O-18:3_20:3,5,5,0,5,1.0,any_filter_loss,0.14272429629361114,0.9852235586914223,0.03704042840064109,0.0033996321470814994,0.0033814598886886538,0.030303030303030304
MODERATE,PE O-18:3_22:5,5,5,0,3,0.6,any_filter_loss,0.24245622912169137,0.9538166594574129,0.08542067730299038,0.0013059829909413123,0.0012967573271988053,0.02564102564102564
MODERATE,PE O-20:1_18:2,5,5,0,3,0.6,any_filter_loss,0.4351737905876049,0.9895861653945057,0.1319467591106363,0.0063135284661594016,0.00756257282988404,0.12121212121212122
MODERATE,PE O-20:3_20:4,5,5,0,5,1.0,any_filter_loss,0.2145730867610224,0.9824124426110163,0.03143893515640733,0.009135750159838807,0.006421502386010913,0.06521739130434782
MODERATE,PE O-22:1_18:2,5,5,0,3,0.6,any_filter_loss,0.3303710154344505,0.9888056550432852,0.337294176164278,0.009925040544100261,0.010085456571791829,0.14705882352941177
MODERATE,PG 14:0_20:0,5,5,0,5,1.0,any_filter_loss,0.7233219574944608,0.7740328453451822,0.0781368584247818,0.0001978858993553212,0.00261810597049994,0.075
MODERATE,PG 14:0_22:0,5,4,1,4,1.0,any_filter_loss,0.39347230654553556,0.7936099239641267,0.021497958044986498,0.0002454187826737009,0.020583162875648098,0.0375
MODERATE,PG 16:0_22:4,5,5,0,5,1.0,any_filter_loss,0.20371874124768685,0.9923755383909935,0.44339453837236364,0.02098008274366725,0.021660108898242325,0.06896551724137931
MODERATE,PG 16:1_22:3,5,5,0,5,1.0,any_filter_loss,0.23838939494724698,0.9816952449555878,0.29010776373355207,0.0105728782574529,0.05125626961388585,0.13953488372093023
MODERATE,PG 17:0_18:2,5,5,0,3,0.6,any_filter_loss,0.3764851143957298,0.9263229165510191,0.3987025973319038,0.009484791059420017,0.016719429623746618,0.06451612903225806
MODERATE,PG 18:0_18:1,5,5,0,5,1.0,any_filter_loss,0.22385302590484416,0.857321011866293,0.5499702514118422,0.013214245959425774,0.015415554182313107,0.08860759493670886
MODERATE,PG 18:2_20:2,5,5,0,5,1.0,any_filter_loss,0.26810270421335247,0.9325718345250835,0.2603944544674466,0.00035321850653713405,0.0029041614180301822,0.1797752808988764
MODERATE,PG 20:1_18:3,5,5,0,5,1.0,any_filter_loss,0.23811465068961957,0.9659907277452849,0.39065317821122125,0.013223788545502657,0.005873700646287117,0.04
MODERATE,PS 16:0_20:3,5,4,1,2,0.5,any_filter_loss,0.31718607034211305,0.6379581944357362,0.2271159539431486,0.027212528966907734,0.058276376417067954,0.09210526315789473
MODERATE,PS 16:1_20:4,5,5,0,0,0.0,never_filter_loss,0.6316414058973379,0.55604981646135,0.12364708441998395,0.002065200950896351,0.0021543074540258944,0.07692307692307693
MODERATE,PS 17:0_18:1,5,5,0,1,0.2,any_filter_loss,0.6537549379034493,0.5358578664393875,0.1898482402281083,0.010570117363184806,0.010591397975243666,0.0547945205479452
MODERATE,PS 18:0_18:3,5,5,0,1,0.2,any_filter_loss,0.5738266720137706,0.6379581944357362,0.264601068755451,0.09413502859169243,0.095342705409444,0.10666666666666667
MODERATE,PS 18:1_18:3,5,5,0,1,0.2,any_filter_loss,0.6381277857367744,0.5253007492314473,0.23640738012806917,0.06172178898474612,0.06271145019339008,0.078125
MODERATE,PA 16:0_24:1,3,3,0,1,0.3333333333333333,any_filter_loss,0.5504804076642431,0.883487638633687,0.19595790828137805,0.007297931729579266,0.0021546023846907847,0.03571428571428571
MODERATE,PA 18:0_22:0,3,3,0,3,1.0,any_filter_loss,0.3381799302246325,0.7789494468002593,0.44534403487199864,0.02848961175578779,0.03648961246100402,0.08108108108108109
MODERATE,PA 18:0_24:5,3,3,0,3,1.0,any_filter_loss,0.1609179673339711,0.923167578011941,0.23175005437601462,0.0036633805692699584,0.0036136396067398824,0.0625
MODERATE,PA 18:1_22:3,3,3,0,3,1.0,any_filter_loss,0.26035456632127724,0.8639124793194024,0.33467634555443054,0.01104951059015924,0.009298220516597566,0.05194805194805195
MODERATE,PA 18:1_22:4,3,3,0,3,1.0,any_filter_loss,0.23118051955905902,0.7349039762795926,0.45741325188581883,0.02171118528722915,0.021927532103925507,0.08433734939759036
MODERATE,PA 18:1_24:4,3,3,0,3,1.0,any_filter_loss,0.2590661626283403,0.770029563231097,0.383684973635327,0.004381306891687475,0.004326198598567421,0.09411764705882353
MODERATE,PA 20:0_20:3,3,3,0,3,1.0,any_filter_loss,0.28594755195446475,0.8048190171061798,0.4076195370011738,0.026905938589507516,0.03319554418155579,0.13414634146341464
MODERATE,PA 20:0_22:1,3,3,0,3,1.0,any_filter_loss,0.3017443733307278,0.7600275012777736,0.3861256918000734,0.013143009850812737,0.013404242312570869,0.07792207792207792
MODERATE,PA 20:0_22:4,3,3,0,3,1.0,any_filter_loss,0.241048023112079,0.8303328039494347,0.3429309669132585,0.0709592887498206,0.07259142093825233,0.11627906976744186
MODERATE,PA 20:1_22:3,3,3,0,3,1.0,any_filter_loss,0.33476954438953394,0.8781031661032047,0.24658711409645712,0.027253364092044596,0.03116676551298969,0.08860759493670886
MODERATE,PA 20:1_22:6,3,3,0,3,1.0,any_filter_loss,0.23670331410171605,0.9753576763078726,0.2468565478982028,0.011632730240933808,0.011684792340459604,0.07407407407407407
MODERATE,PA 20:4_22:4,3,3,0,3,1.0,any_filter_loss,0.48634054946811606,0.6664725514235691,0.28586225820427874,0.02659509671704785,0.027615015444042434,0.053763440860215055
MODERATE,PA 22:0_20:1,3,3,0,3,1.0,any_filter_loss,0.4020166500263304,0.8495611434984474,0.2527636987135384,0.024670426894927378,0.029212533438468746,0.04
MODERATE,PA 22:0_20:4,3,3,0,3,1.0,any_filter_loss,0.4550397992700734,0.7513055221510871,0.3384293666283728,0.0086714832213447,0.008835232942307703,0.10843373493975904
MODERATE,PA 22:1_20:5,3,3,0,3,1.0,any_filter_loss,0.35373566324826666,0.8941830868357824,0.2306843778836697,0.015948807673170196,0.017555832364119728,0.05
MODERATE,PA 22:5_22:5,3,3,0,3,1.0,any_filter_loss,0.37471749963267753,0.9264320052062154,0.08562930665407442,0.11253485184806455,0.11659000749086579,0.15217391304347827
MODERATE,PA 24:1_18:2,3,3,0,3,1.0,any_filter_loss,0.416531063009088,0.7481851339902038,0.35294871355264307,0.007982763433951878,0.006877013303554724,0.07575757575757576
MODERATE,PC 14:1_20:1,3,3,0,0,0.0,never_filter_loss,0.4158486366407816,0.6900215947371616,0.30806497780657766,0.0011240740041472685,0.001119940951996412,0.05194805194805195
MODERATE,PC 16:0_18:0,3,3,0,3,1.0,any_filter_loss,0.49212912704514206,0.6471130837014081,0.2680149501547328,0.014468031505265433,0.014462911284981339,0.07058823529411765
MODERATE,PC 16:0_18:1,3,2,1,2,1.0,any_filter_loss,0.3986166534022413,0.6482926248318512,0.4109027795617344,0.010716155688694329,0.010716085125303088,0.18840579710144928
MODERATE,PC 16:1_18:2,3,3,0,1,0.3333333333333333,any_filter_loss,0.6451321224456396,0.494520891089959,0.2246564065829395,0.0851555772113064,0.08515960466327943,0.08888888888888889
MODERATE,PE 16:0_24:6,3,3,0,3,1.0,any_filter_loss,0.354462542162506,0.9120817497666402,0.1077393979106176,0.03337449601511244,0.03234429415657669,0.0967741935483871
MODERATE,PE 17:0_22:4,3,3,0,3,1.0,any_filter_loss,0.16492324087593133,0.9518068384474951,0.1688292372948361,0.011323827398024844,0.010696441986026706,0.10294117647058823
MODERATE,PE 17:0_22:5,3,3,0,3,1.0,any_filter_loss,0.20553202250395822,0.9211023236447361,0.22285151703158326,0.006022341607054282,0.006118608822853311,0.09090909090909091
MODERATE,PE 17:1_20:1,3,3,0,3,1.0,any_filter_loss,0.2809048613188857,0.9726361074886047,0.3272746898881621,0.02195098404712359,0.02319081164381953,0.18032786885245902
MODERATE,PE 17:1_20:3,3,3,0,3,1.0,any_filter_loss,0.17058675100295786,0.9942019114139844,0.23344250644858108,0.02781094553235297,0.028228990083589367,0.13333333333333333
MODERATE,PE 17:1_22:5,3,3,0,3,1.0,any_filter_loss,0.1734421065443991,0.9209267513286628,0.23190880091119995,0.005744579375785097,0.005751764830457584,0.15873015873015872
MODERATE,PE 17:1_22:6,3,3,0,3,1.0,any_filter_loss,0.2805102678681988,0.8065738667783828,0.34444630313629093,0.005664061742315263,0.005482838723936623,0.20634920634920634
MODERATE,PE 18:0_20:3,3,3,0,3,1.0,any_filter_loss,0.19168425851262216,0.9604368385083139,0.1400403915099126,0.022206833331292586,0.022947971573484938,0.125
MODERATE,PE 18:0_20:5,3,3,0,3,1.0,any_filter_loss,0.4239120961696826,0.9850297730134422,0.320123235599173,0.004934571524748632,0.005082815451705747,0.09333333333333334
MODERATE,PE 18:1_20:2,3,3,0,3,1.0,any_filter_loss,0.23433578314102768,0.9251187567839819,0.20375319449318544,0.002957952615715631,0.0005097541630209035,0.07142857142857142
MODERATE,PE 18:1_22:3,3,1,2,1,1.0,any_filter_loss,0.10400557506001402,0.9605256779361461,0.1742934444820513,0.0052429883517403075,0.005243068903257986,0.1323529411764706
MODERATE,PE 18:2_20:2,3,3,0,3,1.0,any_filter_loss,0.18632332063996887,0.930785287256962,0.4829206823131476,0.0034037588036589517,0.003425147880774637,0.08695652173913043
MODERATE,PE 20:0_20:3,3,3,0,3,1.0,any_filter_loss,0.23032749244938702,0.9788474233762352,0.09767313679891157,0.021862176492828622,0.023301227642374633,0.1724137931034483
MODERATE,PE 20:1_18:2,3,3,0,3,1.0,any_filter_loss,0.3477875659110764,0.8910754995054128,0.2892279401300275,0.09984548829565154,0.10973993746145727,0.1
MODERATE,PE 20:1_20:4,3,3,0,3,1.0,any_filter_loss,0.22946614386916517,0.9422890778439277,0.1647009138898418,0.004257580720927634,0.0035015020192084023,0.0958904109589041
MODERATE,PE 20:1_20:5,3,3,0,0,0.0,never_filter_loss,0.3973599004661181,0.7993795604865694,0.33650437366671354,0.007191370271417363,0.00502753052049576,0.1388888888888889
MODERATE,PE 20:4_20:5,3,3,0,0,0.0,never_filter_loss,0.26664550336010406,0.7114621309435802,0.4744158758561441,0.01044677052715437,0.010784837304784856,0.1016949152542373
MODERATE,PE O-18:0_20:1,3,3,0,3,1.0,any_filter_loss,0.318148671588633,0.9846847840318518,0.10986362796133797,0.000731155119371163,0.000768607114194908,0.07407407407407407
MODERATE,PE O-18:0_20:5,3,3,0,3,1.0,any_filter_loss,0.6919909071159304,0.9215313010613547,0.1361896321849082,0.01873026420431112,0.018063344580059315,0.05714285714285714
MODERATE,PE O-18:0_22:4,3,3,0,3,1.0,any_filter_loss,0.29140314574818993,0.9785214888337301,0.07223834193787476,0.011493042837878442,0.012676102411679935,0.0967741935483871
MODERATE,PE O-18:0_22:6,3,3,0,0,0.0,never_filter_loss,0.5753436233533816,0.900438885889574,0.17868511941106635,0.0012541348266286168,0.0017557677247022063,0.08571428571428572
MODERATE,PE O-18:1_20:5,3,3,0,3,1.0,any_filter_loss,0.5577857427715306,0.9215313010613547,0.19234784377749203,0.017136960829554404,0.007426925674179907,0.047619047619047616
MODERATE,PE O-18:2_20:3,3,3,0,3,1.0,any_filter_loss,0.15389249231375365,0.982213995160686,0.04157871249447814,0.012525726300442908,0.012519771266610302,0.06060606060606061
MODERATE,PE O-18:2_22:3,3,3,0,3,1.0,any_filter_loss,0.11689533016188987,0.986523537683374,0.04682821117393669,0.0009763809145343361,0.0009763827693737293,0.0967741935483871
MODERATE,PE O-18:2_22:4,3,3,0,3,1.0,any_filter_loss,0.14828595476682938,0.9790243416279218,0.05669129626843439,0.0038504629797821988,0.0038340882875486093,0.10526315789473684
MODERATE,PE O-18:2_22:5,3,3,0,3,1.0,any_filter_loss,0.26103860623460656,0.9522818262826038,0.09101743804944895,0.028002541079205634,0.028560465840289262,0.10256410256410256
MODERATE,PE O-18:3_22:3,3,3,0,3,1.0,any_filter_loss,0.12439321564387905,0.986523537683374,0.03933032569194751,0.0013818048439810937,0.00138184207163905,0.16129032258064516
MODERATE,PE O-20:0_20:2,3,3,0,3,1.0,any_filter_loss,0.3574277360579778,0.9885666181646524,0.13364990366733687,0.004053723781671792,0.0016212477942840753,0.18518518518518517
MODERATE,PE O-20:0_20:4,3,3,0,3,1.0,any_filter_loss,0.526269032993801,0.9845400250879618,0.03802391643362135,0.00847096152846638,0.0002884164924407129,0.10526315789473684
MODERATE,PE O-20:1_20:2,3,3,0,3,1.0,any_filter_loss,0.1653451175229508,0.9857697500316058,0.0657556111825639,0.023195200322623122,0.02340850479240797,0.0967741935483871
MODERATE,PE O-20:1_20:3,3,3,0,3,1.0,any_filter_loss,0.20156572631951045,0.9834038435158862,0.040391770192754556,0.00021603532334224518,9.58336556625694e-05,0.03225806451612903
MODERATE,PE O-20:3_20:3,3,2,1,2,1.0,any_filter_loss,0.1678765453740962,0.9829060245747678,0.02838033431556483,0.012010620775613212,0.012031504089625056,0.22857142857142856
MODERATE,PG 14:0_22:5,3,3,0,3,1.0,any_filter_loss,0.3916326572569566,0.8740294125875786,0.3151168353722158,0.03965699727907401,0.038484349180583854,0.13953488372093023
MODERATE,PG 14:0_24:4,3,3,0,3,1.0,any_filter_loss,0.2364766144017557,0.9336814199983869,0.409000174620185,0.0010683302651692816,0.003085700851263029,0.0963855421686747
MODERATE,PG 16:0_18:0,3,3,0,3,1.0,any_filter_loss,0.2730282086736678,0.7320003904966144,0.5284306072455749,0.015900560326844726,0.018370463653893276,0.10309278350515463
MODERATE,PG 16:0_20:2,3,3,0,3,1.0,any_filter_loss,0.06404391649487126,0.9219327136957365,0.1380284242110617,0.0014724530072517394,0.026232009824010416,0.08695652173913043
MODERATE,PG 16:0_20:5,3,3,0,3,1.0,any_filter_loss,0.3586980333079263,0.7784577318028689,0.43367157561769326,0.002351121648635379,0.0031738658632861627,0.07228915662650602
MODERATE,PG 16:0_22:6,3,3,0,3,1.0,any_filter_loss,0.42771565508602566,0.9755490303044848,0.17342901101082447,0.037939517349013796,0.05489465871036292,0.12790697674418605
MODERATE,PG 16:1_20:1,3,3,0,3,1.0,any_filter_loss,0.09626468926765062,0.9360510343034749,0.032094009427904344,0.0003465831332527536,0.02293590990976191,0.11363636363636363
MODERATE,PG 16:1_22:5,3,3,0,3,1.0,any_filter_loss,0.33527002658239174,0.9821921171688058,0.16525580723594785,0.004212599053400323,0.004720675080607362,0.13253012048192772
MODERATE,PG 17:0_20:0,3,3,0,0,0.0,never_filter_loss,0.8310149974793403,0.9206618024583055,0.050880880759260116,0.009830452375701015,0.026990693848136682,0.12087912087912088
MODERATE,PG 17:0_20:3,3,3,0,3,1.0,any_filter_loss,0.15645235358917814,0.9898819477902964,0.24553643982354834,0.005324997764222239,0.0025238975635980543,0.09278350515463918
MODERATE,PG 17:0_20:4,3,3,0,3,1.0,any_filter_loss,0.333380957182523,0.9887826418894832,0.3019228169112968,0.004248848049690057,0.0030506168327869565,0.0784313725490196
MODERATE,PG 17:1_20:1,3,3,0,3,1.0,any_filter_loss,0.266391512522408,0.9726361074886047,0.01725447718424139,0.00020371888323444942,0.0008380198643264114,0.06896551724137931
MODERATE,PG 17:1_20:4,3,2,1,2,1.0,any_filter_loss,0.4831275545644737,0.9853779862370524,0.22593740389897193,0.009768990444963377,0.014673901738977091,0.0851063829787234
MODERATE,PG 18:0_20:5,3,3,0,3,1.0,any_filter_loss,0.3912132251385195,0.9850297730134422,0.3528221066303361,0.003575270869177749,0.0015187346988752015,0.09375
MODERATE,PG 18:1_18:1,3,3,0,3,1.0,any_filter_loss,0.20074680321951024,0.9552207873236039,0.5335974465364102,0.007567284672845731,0.0037429423728039257,0.08620689655172414
MODERATE,PS 14:0_20:0,3,3,0,0,0.0,never_filter_loss,0.6390062445975,0.6039215648852556,0.16709168430356958,0.010801892749627506,0.010809429545237559,0.06944444444444445
