dataset_id,domain,K,split,replicate,candidate_index,candidate_id,lipid_name,lipid_class,X_hat,rho_zero,rho_zero_status,raw_solver_reported,molecular_truth,candidate_truth,reportable_truth
D0__HOLD_R3_K125,D0,125,HOLD,R3,0,PA-H__0075,PA 16:0_24:0,PA,5.233175200386958e-10,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R3_K125,D0,125,HOLD,R3,1,PA-H__0076,PA 16:0_24:1,PA,0.003612504933684703,1.646702970161449e-23,COMPUTED,True,False,False,False
D0__HOLD_R3_K125,D0,125,HOLD,R3,2,PA-H__0077,PA 16:0_24:2,PA,7.046671184434089e-05,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R3_K125,D0,125,HOLD,R3,3,PA-H__0078,PA 16:0_24:3,PA,0.007049296240589399,1.868024547638269e-07,COMPUTED,True,True,True,True
D0__HOLD_R3_K125,D0,125,HOLD,R3,4,PA-H__0079,PA 16:0_24:4,PA,0.0005419420064713803,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R3_K125,D0,125,HOLD,R3,5,PA-H__0080,PA 16:0_24:5,PA,0.004932005415317424,4.125822991359389e-23,COMPUTED,True,False,False,False
D0__HOLD_R3_K125,D0,125,HOLD,R3,6,PA-H__0100,PA 24:0_16:1,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R3_K125,D0,125,HOLD,R3,7,PA-H__0101,PA 16:1_24:1,PA,0.00012748280334319746,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R3_K125,D0,125,HOLD,R3,8,PA-H__0102,PA 16:1_24:2,PA,0.0001113331363661649,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R3_K125,D0,125,HOLD,R3,9,PA-H__0103,PA 16:1_24:3,PA,0.0007532945124764901,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R3_K125,D0,125,HOLD,R3,10,PA-H__0104,PA 16:1_24:4,PA,2.2982661952528942e-05,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R3_K125,D0,125,HOLD,R3,11,PA-H__0117,PA 18:0_22:0,PA,9.311200684808365e-05,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R3_K125,D0,125,HOLD,R3,12,PA-H__0118,PA 18:0_22:1,PA,7.470413579886303e-05,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R3_K125,D0,125,HOLD,R3,13,PA-H__0119,PA 18:0_22:2,PA,0.011892451080014799,3.419289821375687e-07,COMPUTED,True,True,True,True
