severity,protocol,score,target,threshold,threshold_available,calibration_status,primary_rho_result,N_retained,TP,FP,FN,raw_solver_TP,raw_solver_FP,raw_solver_FN,filtered_TP,filtered_FP,filtered_FN,true_positive_retention,TP_retention,filter_induced_true_loss,filter_induced_true_loss_fraction,precision,FDR,FDR_lower95,FDR_upper95,coverage,all_truth_recall,reportable_truth_recall
MILD,LOCAL_CAL_RECALIBRATION,rho_zero,FDR5,1.7543740552697457e-05,True,AVAILABLE,True,385,370,15,1380,1680,1514,70,370,15,1380,0.22023809523809523,0.22023809523809523,1310,0.7797619047619048,0.961038961038961,0.03896103896103896,0.023750769152538084,0.06328073958454693,0.12053850970569818,0.21142857142857144,0.21142857142857144
MILD,LOCAL_CAL_RECALIBRATION,rho_zero,FDR1,3.855433800025021e-05,True,AVAILABLE,True,265,260,5,1490,1680,1514,70,260,5,1490,0.15476190476190477,0.15476190476190477,1420,0.8452380952380952,0.9811320754716981,0.018867924528301886,0.00808551065146743,0.043400070781587474,0.08296806512210395,0.14857142857142858,0.14857142857142858
MILD,LOCAL_CAL_RECALIBRATION,X_hat,FDR5,0.017037398650412646,True,AVAILABLE,False,549,520,29,1230,1680,1514,70,520,29,1230,0.30952380952380953,0.30952380952380953,1160,0.6904761904761905,0.9471766848816029,0.052823315118397086,0.037027831546961244,0.07483327769873932,0.17188478396994364,0.29714285714285715,0.29714285714285715
MILD,LOCAL_CAL_RECALIBRATION,X_hat,FDR1,0.041894897668548994,True,AVAILABLE,False,61,61,0,1689,1680,1514,70,61,0,1689,0.03630952380952381,0.03630952380952381,1619,0.9636904761904762,1.0,0.0,0.0,0.05924386789811283,0.019098309329993738,0.03485714285714286,0.03485714285714286
MODERATE,LOCAL_CAL_RECALIBRATION,rho_zero,FDR5,4.478954306205769e-05,True,AVAILABLE,True,306,270,36,1480,1674,1473,76,270,36,1480,0.16129032258064516,0.16129032258064516,1404,0.8387096774193549,0.8823529411764706,0.11764705882352941,0.08620083553951091,0.15857421525375212,0.09723546234509056,0.15428571428571428,0.15428571428571428
MODERATE,LOCAL_CAL_RECALIBRATION,rho_zero,FDR1,0.0001306209674573362,True,AVAILABLE,True,150,145,5,1605,1674,1473,76,145,5,1605,0.08661887694145759,0.08661887694145759,1529,0.9133811230585425,0.9666666666666667,0.03333333333333333,0.01432043189809255,0.07565179617877894,0.047664442326024785,0.08285714285714285,0.08285714285714285
MODERATE,LOCAL_CAL_RECALIBRATION,X_hat,FDR5,0.020781507786842852,True,AVAILABLE,False,337,325,12,1425,1674,1473,76,325,12,1425,0.19414575866188769,0.19414575866188769,1349,0.8058542413381123,0.9643916913946587,0.03560830860534125,0.020484747903137354,0.06119973648155318,0.10708611375913568,0.18571428571428572,0.18571428571428572
MODERATE,LOCAL_CAL_RECALIBRATION,X_hat,FDR1,0.04340107645825854,True,AVAILABLE,False,50,50,0,1700,1674,1473,76,50,0,1700,0.02986857825567503,0.02986857825567503,1624,0.970131421744325,1.0,0.0,6.938893903907228e-18,0.07134759913335872,0.01588814744200826,0.02857142857142857,0.02857142857142857
