scope_type,scope_id,pixel_row,pixel_col,observed_precursor_group_count,sum_compatible_candidate_multiplicities,observed_group_multiplicity_mean,observed_group_multiplicity_median,observed_group_multiplicity_max,active_count_1e-4,active_count_1e-3,active_count_1e-2,participation_ratio,B_l2_norm
foreground_pixel,pixel_000_078,0,78,104,378,3.6346153846153846,3.0,10,94,59,32,11.928619384765625,1.0433070659637451
foreground_pixel,pixel_000_079,0,79,107,387,3.616822429906542,3.0,10,110,60,32,13.227221488952637,1.0801175832748413
foreground_pixel,pixel_000_080,0,80,104,375,3.605769230769231,3.0,10,79,53,32,13.54704761505127,1.1308634281158447
foreground_pixel,pixel_000_081,0,81,102,373,3.656862745098039,3.0,10,94,66,28,10.674126625061035,1.12650728225708
foreground_pixel,pixel_000_082,0,82,104,377,3.625,3.0,10,77,54,29,11.293194770812988,1.227266788482666
foreground_pixel,pixel_000_083,0,83,108,389,3.6018518518518516,3.0,10,90,56,29,12.204649925231934,1.1360464096069336
foreground_pixel,pixel_000_084,0,84,102,373,3.656862745098039,3.0,10,83,57,30,11.001762390136719,1.0969732999801636
foreground_pixel,pixel_000_085,0,85,103,373,3.621359223300971,3.0,10,68,56,34,11.049726486206055,1.1738678216934204
foreground_pixel,pixel_000_086,0,86,103,371,3.6019417475728157,3.0,10,75,49,30,11.224881172180176,1.093412160873413
foreground_pixel,pixel_000_087,0,87,100,360,3.6,3.0,10,63,48,32,10.381913185119629,1.0907633304595947
foreground_pixel,pixel_000_088,0,88,95,344,3.6210526315789475,3.0,10,83,52,30,11.231017112731934,0.9816673398017883
foreground_pixel,pixel_000_089,0,89,104,369,3.548076923076923,3.0,10,69,50,33,11.616355895996094,1.002287745475769
foreground_pixel,pixel_001_017,1,17,69,269,3.898550724637681,4.0,10,51,24,3,12.214046478271484,0.06530946493148804
foreground_pixel,pixel_001_018,1,18,97,351,3.618556701030928,3.0,10,70,47,22,8.99055004119873,0.591788113117218
foreground_pixel,pixel_001_019,1,19,97,358,3.6907216494845363,3.0,10,70,45,16,8.736713409423828,0.5650797486305237
foreground_pixel,pixel_001_020,1,20,88,322,3.659090909090909,3.0,10,66,43,21,10.616787910461426,0.5115090012550354
foreground_pixel,pixel_001_021,1,21,104,376,3.6153846153846154,3.0,10,74,57,29,10.00703239440918,0.9982475638389587
foreground_pixel,pixel_001_022,1,22,98,353,3.6020408163265305,3.0,10,84,52,26,9.435556411743164,0.8005523085594177
foreground_pixel,pixel_001_023,1,23,104,375,3.605769230769231,3.0,10,77,47,25,8.946732521057129,1.0338718891143799
foreground_pixel,pixel_001_024,1,24,99,361,3.6464646464646466,3.0,10,104,54,24,9.868764877319336,0.8223829865455627
foreground_pixel,pixel_001_025,1,25,96,361,3.7604166666666665,3.5,10,73,47,24,8.952674865722656,0.8510973453521729
foreground_pixel,pixel_001_026,1,26,100,362,3.62,3.0,10,68,41,23,9.121580123901367,0.7237873077392578
foreground_pixel,pixel_001_027,1,27,97,348,3.5876288659793816,3.0,10,61,43,19,8.114168167114258,0.681952178478241
foreground_pixel,pixel_001_028,1,28,100,368,3.68,3.0,10,72,42,19,9.426032066345215,0.704044759273529
foreground_pixel,pixel_001_029,1,29,102,373,3.656862745098039,3.0,10,79,49,26,11.213805198669434,0.8328967094421387
foreground_pixel,pixel_001_030,1,30,106,378,3.5660377358490565,3.0,10,92,50,24,10.947588920593262,0.7013344168663025
foreground_pixel,pixel_001_031,1,31,103,372,3.6116504854368934,3.0,10,85,51,22,9.392016410827637,0.7499129176139832
foreground_pixel,pixel_001_032,1,32,105,382,3.638095238095238,3.0,10,103,54,25,11.111968040466309,0.7746608257293701
foreground_pixel,pixel_001_033,1,33,102,376,3.6862745098039214,3.0,10,73,46,23,10.712431907653809,0.6273825764656067
foreground_pixel,pixel_001_034,1,34,104,381,3.6634615384615383,3.0,10,84,52,27,10.581603050231934,0.7597534656524658
foreground_pixel,pixel_001_035,1,35,102,374,3.6666666666666665,3.0,10,66,52,25,9.453953742980957,0.7802879214286804
foreground_pixel,pixel_001_036,1,36,106,380,3.5849056603773586,3.0,10,95,55,29,10.019726753234863,0.9823535084724426
foreground_pixel,pixel_001_037,1,37,100,366,3.66,3.0,10,84,59,29,10.008696556091309,0.9274749159812927
foreground_pixel,pixel_001_038,1,38,107,383,3.5794392523364484,3.0,10,71,55,25,9.381813049316406,0.8565027117729187
foreground_pixel,pixel_001_039,1,39,101,368,3.6435643564356437,3.0,10,97,49,26,11.103402137756348,0.7219862937927246
foreground_pixel,pixel_001_040,1,40,105,380,3.619047619047619,3.0,10,82,48,28,12.850646018981934,0.6918591856956482
foreground_pixel,pixel_001_041,1,41,106,380,3.5849056603773586,3.0,10,87,56,27,9.896404266357422,0.7912753820419312
foreground_pixel,pixel_001_042,1,42,107,384,3.588785046728972,3.0,10,75,54,26,10.033897399902344,0.8137408494949341
foreground_pixel,pixel_001_043,1,43,100,368,3.68,3.0,10,86,49,27,10.62428092956543,0.840678334236145
foreground_pixel,pixel_001_044,1,44,105,382,3.638095238095238,3.0,10,80,53,25,10.13371467590332,0.8937821388244629
foreground_pixel,pixel_001_045,1,45,105,381,3.6285714285714286,3.0,10,84,62,27,10.693624496459961,1.033225417137146
foreground_pixel,pixel_001_046,1,46,109,389,3.5688073394495414,3.0,10,95,57,27,12.610448837280273,0.8329399824142456
foreground_pixel,pixel_001_047,1,47,107,386,3.607476635514019,3.0,10,103,57,28,12.079903602600098,0.868215799331665
foreground_pixel,pixel_001_048,1,48,107,384,3.588785046728972,3.0,10,103,59,25,11.053991317749023,0.8352934122085571
foreground_pixel,pixel_001_049,1,49,104,377,3.625,3.0,10,105,53,26,11.368517875671387,0.7287989854812622
foreground_pixel,pixel_001_050,1,50,104,376,3.6153846153846154,3.0,10,88,50,24,10.769877433776855,0.7297916412353516
foreground_pixel,pixel_001_051,1,51,101,366,3.623762376237624,3.0,10,110,52,26,10.28392505645752,0.7532197833061218
foreground_pixel,pixel_001_052,1,52,104,373,3.5865384615384617,3.0,10,92,52,30,10.560410499572754,0.8736645579338074
foreground_pixel,pixel_001_053,1,53,104,380,3.6538461538461537,3.0,10,94,53,26,10.582934379577637,0.8531079888343811
foreground_pixel,pixel_001_054,1,54,104,375,3.605769230769231,3.0,10,78,58,28,10.66962718963623,0.8360819220542908
foreground_pixel,pixel_001_055,1,55,108,389,3.6018518518518516,3.0,10,118,73,32,12.674901008605957,1.183889389038086
foreground_pixel,pixel_001_056,1,56,104,381,3.6634615384615383,3.0,10,92,58,25,10.978898048400879,0.7265845537185669
foreground_pixel,pixel_001_057,1,57,104,377,3.625,3.0,10,86,58,22,11.019014358520508,0.6711011528968811
foreground_pixel,pixel_001_058,1,58,103,380,3.6893203883495147,3.0,10,95,55,26,12.175432205200195,0.6565762162208557
foreground_pixel,pixel_001_059,1,59,106,379,3.5754716981132075,3.0,10,104,61,26,12.27258014678955,0.6884099841117859
foreground_pixel,pixel_001_060,1,60,106,385,3.6320754716981134,3.0,10,96,53,25,10.474165916442871,0.7851112484931946
foreground_pixel,pixel_001_061,1,61,105,380,3.619047619047619,3.0,10,107,63,30,12.587825775146484,0.7628529667854309
foreground_pixel,pixel_001_062,1,62,103,375,3.6407766990291264,3.0,10,80,55,26,10.364129066467285,0.7953922748565674
foreground_pixel,pixel_001_063,1,63,103,374,3.6310679611650487,3.0,10,98,53,27,11.377151489257812,0.7216076850891113
foreground_pixel,pixel_001_064,1,64,104,379,3.644230769230769,3.0,10,101,64,26,13.897674560546875,0.7695395946502686
foreground_pixel,pixel_001_065,1,65,105,379,3.6095238095238096,3.0,10,83,55,24,13.012411117553711,0.5859826803207397
foreground_pixel,pixel_001_066,1,66,105,382,3.638095238095238,3.0,10,87,58,26,12.910693168640137,0.7486687898635864
foreground_pixel,pixel_001_067,1,67,106,384,3.6226415094339623,3.0,10,93,57,26,13.131590843200684,0.7097287774085999
foreground_pixel,pixel_001_068,1,68,103,379,3.679611650485437,3.0,10,85,59,26,14.100648880004883,0.692646861076355
foreground_pixel,pixel_001_069,1,69,99,370,3.7373737373737375,3.0,10,89,55,25,11.78637409210205,0.7251002788543701
foreground_pixel,pixel_001_070,1,70,107,383,3.5794392523364484,3.0,10,94,62,25,13.025893211364746,0.7653211951255798
