dataset_id,split,replicate,complexity_condition,global_truth_K,candidate_index,candidate_id,lipid_name,X_hat,candidate_truth,molecular_truth,same_lipid_alternative_candidate,rho_zero,cone_isolation,max_fragment_cosine,max_full_cosine,lipid_class,collective_gain,pair_id,unit_id,role,spectral_score_CAL,spectral_score_HOLD,joint_hard_score,joint_easy_score,fragment_cosine,fragment_support_jaccard,full_cosine,parent_cosine,base_template_id,realized_spatial_correlation,abundance_multiplier,K,base_dataset_id,severity,rho_zero_status,raw_solver_reported,reportable_truth
MILD__HOLD_R3_K125,HOLD,R3,K125,125,0,PA-H__0075,PA 16:0_24:0,0.0021511176876405098,False,False,False,2.4212391018739848e-06,0.729606198131629,0.7748217721703936,0.44170172724713597,PA,0.16755576280234685,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,125,HOLD_R3_K125,MILD,COMPUTED,True,False
MILD__HOLD_R3_K125,HOLD,R3,K125,125,1,PA-H__0076,PA 16:0_24:1,0.02277557327991833,True,True,False,1.700582462061667e-05,0.5504804076642431,0.883487638633687,0.6654546118919494,PA,0.19595790828137805,,28,singleton_control,,,,,,,,,381,,2.0,125,HOLD_R3_K125,MILD,COMPUTED,True,True
MILD__HOLD_R3_K125,HOLD,R3,K125,125,2,PA-H__0079,PA 16:0_24:4,0.001198516610068068,False,False,False,0.0,0.2223063465458067,0.9171280506076233,0.9158818256178151,PA,0.17914163452145218,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,125,HOLD_R3_K125,MILD,COMPUTED,True,False
MILD__HOLD_R3_K125,HOLD,R3,K125,125,3,PA-H__0080,PA 16:0_24:5,0.002296992127903766,False,False,False,0.0,0.22923411741411742,0.9171280506076233,0.9158818256178151,PA,0.17221386365314145,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,125,HOLD_R3_K125,MILD,COMPUTED,True,False
MILD__HOLD_R3_K125,HOLD,R3,K125,125,5,PA-H__0117,PA 18:0_22:0,0.016608427059364037,True,True,False,2.172685256104492e-07,0.3381799302246325,0.7789494468002593,0.6213615663357793,PA,0.44534403487199864,B3_U27_U48,48,spectral_easy_spatial_high,0.1769326765188834,0.1802495894909688,0.1769326765188834,0.1802495894909688,0.0,0.0,0.0,0.0,234,0.9970785517314398,1.4538436095675817,125,HOLD_R3_K125,MILD,COMPUTED,True,True
MILD__HOLD_R3_K125,HOLD,R3,K125,125,6,PA-H__0118,PA 18:0_22:1,0.0029446342873201783,False,False,False,0.0,0.3291126428847987,0.854010491337717,0.7758194394971382,PA,0.30184234544507127,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,125,HOLD_R3_K125,MILD,COMPUTED,True,False
MILD__HOLD_R3_K125,HOLD,R3,K125,125,8,PA-H__0120,PA 18:0_22:3,0.005699864103262025,False,False,False,6.68461651319907e-07,0.26685411549166754,0.7994055605507371,0.7822770241404187,PA,0.35607658490927657,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,125,HOLD_R3_K125,MILD,COMPUTED,True,False
MILD__HOLD_R3_K125,HOLD,R3,K125,125,9,PA-H__0121,PA 18:0_22:4,0.01012934345241624,True,True,False,7.541255317428518e-08,0.18925162859522815,0.8691673191165914,0.8645836840369737,PA,0.31323723028330897,B2_U43_U133,133,spectral_hard_spatial_high,0.896121510673235,0.8493119868637111,0.8493119868637111,0.896121510673235,0.7986035117425145,0.41,0.7525372430626872,0.0,284,0.994472443145913,0.5,125,HOLD_R3_K125,MILD,COMPUTED,True,True
MILD__HOLD_R3_K125,HOLD,R3,K125,125,10,PA-H__0122,PA 18:0_22:5,0.007509403636124685,False,False,False,1.5317798226670395e-08,0.13936661280823676,0.9374908882297373,0.9345818680853585,PA,0.21638151697754526,,,UNASSIGNED_FALSE_POSITIVE,,,,,,,,,,,,125,HOLD_R3_K125,MILD,COMPUTED,True,False
MILD__HOLD_R3_K125,HOLD,R3,K125,125,12,PA-H__0125,PA 18:0_24:1,0.013108961288369891,True,True,False,0.0,0.3334734584306543,0.8793255202210899,0.8305304488322932,PA,0.22349976674487387,B2_U43_U133,43,spectral_hard_spatial_high,0.896121510673235,0.8493119868637111,0.8493119868637111,0.896121510673235,0.7986035117425145,0.41,0.7525372430626872,0.0,284,0.994472443145913,0.689110922829001,125,HOLD_R3_K125,MILD,COMPUTED,True,True
