dataset_id,domain,K,split,replicate,candidate_index,candidate_id,lipid_name,lipid_class,X_hat,rho_zero,rho_zero_status,raw_solver_reported,molecular_truth,candidate_truth,reportable_truth
D0__HOLD_R1_K125,D0,125,HOLD,R1,0,PA-H__0075,PA 16:0_24:0,PA,1.376294680811851e-09,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,1,PA-H__0076,PA 16:0_24:1,PA,0.003648083846668705,1.4092620603079723e-21,COMPUTED,True,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,2,PA-H__0077,PA 16:0_24:2,PA,0.00015342198898538,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,3,PA-H__0078,PA 16:0_24:3,PA,0.003767128054104261,1.8680250603555722e-07,COMPUTED,True,True,True,True
D0__HOLD_R1_K125,D0,125,HOLD,R1,4,PA-H__0079,PA 16:0_24:4,PA,0.002120893962432107,8.882320096186854e-23,COMPUTED,True,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,5,PA-H__0080,PA 16:0_24:5,PA,0.0001997303271050216,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,6,PA-H__0100,PA 24:0_16:1,PA,1.1146946241759818e-08,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,7,PA-H__0101,PA 16:1_24:1,PA,0.0007947213302992195,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,8,PA-H__0102,PA 16:1_24:2,PA,0.0,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,9,PA-H__0103,PA 16:1_24:3,PA,0.00070225806028375,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,10,PA-H__0104,PA 16:1_24:4,PA,0.00026603332840012154,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,11,PA-H__0117,PA 18:0_22:0,PA,3.32040611628664e-05,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,12,PA-H__0118,PA 18:0_22:1,PA,0.00017500150503908847,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,13,PA-H__0119,PA 18:0_22:2,PA,0.00857273335812512,3.4192905254883415e-07,COMPUTED,True,True,True,True
D0__HOLD_R1_K125,D0,125,HOLD,R1,14,PA-H__0120,PA 18:0_22:3,PA,0.0018353176636631086,0.0,COMPUTED,True,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,15,PA-H__0121,PA 18:0_22:4,PA,0.0015133898190656983,6.597222943289754e-27,COMPUTED,True,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,16,PA-H__0122,PA 18:0_22:5,PA,0.0012246004753598307,0.0,COMPUTED,True,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,17,PA-H__0124,PA 18:0_24:0,PA,0.0007668605053737881,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,18,PA-H__0125,PA 18:0_24:1,PA,0.0002768269707019093,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,19,PA-H__0126,PA 18:0_24:2,PA,4.668345682334927e-05,,NOT_COMPUTED,False,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,20,PA-H__0127,PA 18:0_24:3,PA,0.0018411682742116725,0.0,COMPUTED,True,False,False,False
D0__HOLD_R1_K125,D0,125,HOLD,R1,21,PA-H__0128,PA 18:0_24:4,PA,0.0010626809617249344,0.0,COMPUTED,True,False,False,False
