dataset_id,split,replicate,complexity_condition,global_truth_K,candidate_index,candidate_id,lipid_name,X_hat,candidate_truth,molecular_truth,same_lipid_alternative_candidate,rho_zero,domain,K,reportable_truth
D0__HOLD_R1_K125,HOLD,R1,K125,125,1,PA-H__0076,PA 16:0_24:1,0.003648083846668705,False,False,False,1.4092620603079723e-21,D0,125,False
D0__HOLD_R1_K125,HOLD,R1,K125,125,3,PA-H__0078,PA 16:0_24:3,0.003767128054104261,True,True,False,1.8680250603555722e-07,D0,125,True
D0__HOLD_R1_K125,HOLD,R1,K125,125,4,PA-H__0079,PA 16:0_24:4,0.002120893962432107,False,False,False,8.882320096186854e-23,D0,125,False
D0__HOLD_R1_K125,HOLD,R1,K125,125,13,PA-H__0119,PA 18:0_22:2,0.00857273335812512,True,True,False,3.4192905254883415e-07,D0,125,True
D0__HOLD_R1_K125,HOLD,R1,K125,125,14,PA-H__0120,PA 18:0_22:3,0.0018353176636631086,False,False,False,0.0,D0,125,False
D0__HOLD_R1_K125,HOLD,R1,K125,125,15,PA-H__0121,PA 18:0_22:4,0.0015133898190656983,False,False,False,6.597222943289754e-27,D0,125,False
D0__HOLD_R1_K125,HOLD,R1,K125,125,16,PA-H__0122,PA 18:0_22:5,0.0012246004753598307,False,False,False,0.0,D0,125,False
D0__HOLD_R1_K125,HOLD,R1,K125,125,20,PA-H__0127,PA 18:0_24:3,0.0018411682742116725,False,False,False,0.0,D0,125,False
D0__HOLD_R1_K125,HOLD,R1,K125,125,21,PA-H__0128,PA 18:0_24:4,0.0010626809617249344,False,False,False,0.0,D0,125,False
D0__HOLD_R1_K125,HOLD,R1,K125,125,23,PA-H__0130,PA 18:0_24:6,0.002448014168069934,False,False,False,0.0,D0,125,False
D0__HOLD_R1_K125,HOLD,R1,K125,125,24,PA-H__0140,PA 22:0_18:1,0.002046473756090236,True,True,False,1.2816557745067178e-07,D0,125,True
D0__HOLD_R1_K125,HOLD,R1,K125,125,27,PA-H__0143,PA 18:1_22:3,0.002777752360008942,True,True,False,3.113781350917206e-07,D0,125,True
