dataset_id,domain,K,split,replicate,lipid_name,lipid_class,X_hat,rho_zero,rho_zero_status,raw_solver_reported,molecular_truth,reportable_truth,candidate_indices
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 16:0_24:0,PA,1.376294680811851e-09,,NOT_COMPUTED,False,False,False,[0]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 16:0_24:1,PA,0.003648083846668705,1.4092620603079723e-21,COMPUTED,True,False,False,[1]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 16:0_24:2,PA,0.00015342198898538,,NOT_COMPUTED,False,False,False,[2]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 16:0_24:3,PA,0.003767128054104261,1.8680250603555722e-07,COMPUTED,True,True,True,[3]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 16:0_24:4,PA,0.002120893962432107,8.882320096186854e-23,COMPUTED,True,False,False,[4]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 16:0_24:5,PA,0.0001997303271050216,,NOT_COMPUTED,False,False,False,[5]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 16:1_24:1,PA,0.0007947213302992195,,NOT_COMPUTED,False,False,False,[7]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 16:1_24:2,PA,0.0,,NOT_COMPUTED,False,False,False,[8]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 16:1_24:3,PA,0.00070225806028375,,NOT_COMPUTED,False,False,False,[9]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 16:1_24:4,PA,0.00026603332840012154,,NOT_COMPUTED,False,False,False,[10]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 17:0_24:4,PA,0.0,,NOT_COMPUTED,False,False,False,[123]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 17:1_24:4,PA,4.92438687475357e-06,,NOT_COMPUTED,False,False,False,[124]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:0_22:0,PA,3.32040611628664e-05,,NOT_COMPUTED,False,False,False,[11]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:0_22:1,PA,0.00017500150503908847,,NOT_COMPUTED,False,False,False,[12]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:0_22:2,PA,0.00857273335812512,3.4192905254883415e-07,COMPUTED,True,True,True,[13]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:0_22:3,PA,0.0018353176636631086,0.0,COMPUTED,True,False,False,[14]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:0_22:4,PA,0.0015133898190656983,6.597222943289754e-27,COMPUTED,True,False,False,[15]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:0_22:5,PA,0.0012246004753598307,0.0,COMPUTED,True,False,False,[16]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:0_24:0,PA,0.0007668605053737881,,NOT_COMPUTED,False,False,False,[17]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:0_24:1,PA,0.0002768269707019093,,NOT_COMPUTED,False,False,False,[18]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:0_24:2,PA,4.668345682334927e-05,,NOT_COMPUTED,False,False,False,[19]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:0_24:3,PA,0.0018411682742116725,0.0,COMPUTED,True,False,False,[20]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:0_24:4,PA,0.0010626809617249344,0.0,COMPUTED,True,False,False,[21]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:0_24:5,PA,0.0006896295889601843,,NOT_COMPUTED,False,False,False,[22]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:0_24:6,PA,0.002448014168069934,0.0,COMPUTED,True,False,False,[23]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:1_22:1,PA,0.0005249223273175866,,NOT_COMPUTED,False,False,False,[25]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:1_22:2,PA,0.0003524633497895598,,NOT_COMPUTED,False,False,False,[26]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:1_22:3,PA,0.002777752360008942,3.113781350917206e-07,COMPUTED,True,True,True,[27]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:1_22:4,PA,0.00013486419844700636,,NOT_COMPUTED,False,False,False,[28]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:1_24:1,PA,0.00015936379250766755,,NOT_COMPUTED,False,False,False,[30]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:1_24:2,PA,0.0011353785418546309,0.0,COMPUTED,True,False,False,[31]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:1_24:3,PA,0.0012150858731952636,8.525019086437989e-27,COMPUTED,True,False,False,[32]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:1_24:4,PA,0.000306492856962013,,NOT_COMPUTED,False,False,False,[33]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:1_24:5,PA,2.044250353639369e-05,,NOT_COMPUTED,False,False,False,[34]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:1_24:6,PA,0.0007773400561374097,,NOT_COMPUTED,False,False,False,[35]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:2_22:2,PA,0.001538723706486503,1.2477836393042604e-26,COMPUTED,True,False,False,[38]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:2_22:3,PA,0.0001577934057841835,,NOT_COMPUTED,False,False,False,[39]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:2_24:2,PA,0.004290516037574832,1.7384301355183165e-26,COMPUTED,True,False,False,[42]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:2_24:3,PA,0.025466050933813402,9.9990459269381e-06,COMPUTED,True,True,True,[43]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:2_24:4,PA,8.872529602221274e-06,,NOT_COMPUTED,False,False,False,[44]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:2_24:5,PA,4.071489377187803e-05,,NOT_COMPUTED,False,False,False,[45]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:2_24:6,PA,0.0026298642427681133,2.4034203043374917e-27,COMPUTED,True,False,False,[46]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:3_24:3,PA,0.0012526810450168631,2.3481743998635018e-23,COMPUTED,True,False,False,[53]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:3_24:4,PA,0.0037160103608131546,0.0,COMPUTED,True,False,False,[54]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:3_24:5,PA,0.0007665078317098986,,NOT_COMPUTED,False,False,False,[55]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 18:3_24:6,PA,0.010010730617015268,1.0741721288650297e-05,COMPUTED,True,True,True,[56]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:0_20:0,PA,0.0004049756975256972,,NOT_COMPUTED,False,False,False,[57]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:0_20:1,PA,0.0013347682329488146,2.1679769812974635e-26,COMPUTED,True,False,False,[58]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:0_20:2,PA,0.0008798964289542918,,NOT_COMPUTED,False,False,False,[59]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:0_20:3,PA,6.958537602102499e-05,,NOT_COMPUTED,False,False,False,[60]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:0_20:4,PA,0.005228067535720663,1.706718766642363e-21,COMPUTED,True,False,False,[61]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:0_20:5,PA,6.988858759777173e-05,,NOT_COMPUTED,False,False,False,[62]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:0_22:0,PA,0.012232689062658458,3.181028612865622e-05,COMPUTED,True,True,True,[63]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:0_22:1,PA,4.171308059400818e-05,,NOT_COMPUTED,False,False,False,[64]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:0_22:2,PA,0.0002340855925468715,,NOT_COMPUTED,False,False,False,[65]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:0_22:3,PA,0.00185601592248566,0.0,COMPUTED,True,False,False,[66]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:0_22:4,PA,0.006126300100537831,0.0,COMPUTED,True,False,False,[67]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:0_22:5,PA,0.019278132029078302,1.2635475849771254e-06,COMPUTED,True,True,True,[68]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:0_22:6,PA,0.0019154996333854489,0.0,COMPUTED,True,False,False,[69]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:1_20:1,PA,0.001396858587196827,4.401288038890289e-28,COMPUTED,True,False,False,[70]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:1_20:2,PA,0.0003605624319915221,,NOT_COMPUTED,False,False,False,[71]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:1_20:3,PA,0.00016947880448256006,,NOT_COMPUTED,False,False,False,[72]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:1_20:4,PA,0.0,,NOT_COMPUTED,False,False,False,[73]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:1_22:1,PA,2.988612958225418e-07,,NOT_COMPUTED,False,False,False,[75]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:1_22:2,PA,0.0024612714668566576,1.4942700790548109e-22,COMPUTED,True,False,False,[76]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:1_22:3,PA,0.0030826897734900966,1.1789511985778364e-07,COMPUTED,True,True,True,[77]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:1_22:4,PA,0.00013482934247318256,,NOT_COMPUTED,False,False,False,[78]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:1_22:5,PA,0.0007380867053338359,,NOT_COMPUTED,False,False,False,[79]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:1_22:6,PA,0.0004981799638001636,,NOT_COMPUTED,False,False,False,[80]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:2_20:2,PA,0.008923885032905097,1.7468815572196393e-06,COMPUTED,True,True,True,[81]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:2_20:3,PA,9.133989190208706e-06,,NOT_COMPUTED,False,False,False,[82]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:2_22:2,PA,0.00010462603192790007,,NOT_COMPUTED,False,False,False,[85]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:2_22:3,PA,0.0010438748649562592,0.0,COMPUTED,True,False,False,[86]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:2_22:4,PA,0.00039636227140713113,,NOT_COMPUTED,False,False,False,[87]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:2_22:5,PA,4.299642282323115e-05,,NOT_COMPUTED,False,False,False,[88]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:2_22:6,PA,4.34684503163068e-05,,NOT_COMPUTED,False,False,False,[89]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:3_22:3,PA,4.845417861658639e-05,,NOT_COMPUTED,False,False,False,[93]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:3_22:4,PA,7.481948495507069e-05,,NOT_COMPUTED,False,False,False,[94]
D0__HOLD_R1_K125,D0,125,HOLD,R1,PA 20:3_22:5,PA,0.0013727803496848352,0.0,COMPUTED,True,False,False,[95]
