dataset_id,domain,K,split,replicate,lipid_name,lipid_class,X_hat,rho_zero,rho_zero_status,raw_solver_reported,molecular_truth,reportable_truth,candidate_indices
D0__HOLD_R2_K125,D0,125,HOLD,R2,PA 16:0_24:0,PA,0.0,,NOT_COMPUTED,False,False,False,[0]
D0__HOLD_R2_K125,D0,125,HOLD,R2,PA 16:0_24:1,PA,0.001513734046151768,3.9962986416433213e-22,COMPUTED,True,False,False,[1]
D0__HOLD_R2_K125,D0,125,HOLD,R2,PA 16:0_24:2,PA,0.0011616135342500257,0.0,COMPUTED,True,False,False,[2]
D0__HOLD_R2_K125,D0,125,HOLD,R2,PA 16:0_24:3,PA,0.0015323446976929925,1.8680246900982803e-07,COMPUTED,True,True,True,[3]
D0__HOLD_R2_K125,D0,125,HOLD,R2,PA 16:0_24:4,PA,0.0008056086535077557,,NOT_COMPUTED,False,False,False,[4]
D0__HOLD_R2_K125,D0,125,HOLD,R2,PA 16:0_24:5,PA,0.0007421089758317283,,NOT_COMPUTED,False,False,False,[5]
D0__HOLD_R2_K125,D0,125,HOLD,R2,PA 16:1_24:1,PA,0.000554412473303474,,NOT_COMPUTED,False,False,False,[7]
D0__HOLD_R2_K125,D0,125,HOLD,R2,PA 16:1_24:2,PA,0.0002885652719271336,,NOT_COMPUTED,False,False,False,[8]
D0__HOLD_R2_K125,D0,125,HOLD,R2,PA 16:1_24:3,PA,0.00013537465728318432,,NOT_COMPUTED,False,False,False,[9]
D0__HOLD_R2_K125,D0,125,HOLD,R2,PA 16:1_24:4,PA,4.310892190425318e-05,,NOT_COMPUTED,False,False,False,[10]
D0__HOLD_R2_K125,D0,125,HOLD,R2,PA 17:0_24:4,PA,0.0,,NOT_COMPUTED,False,False,False,[123]
D0__HOLD_R2_K125,D0,125,HOLD,R2,PA 17:1_24:4,PA,0.0,,NOT_COMPUTED,False,False,False,[124]
D0__HOLD_R2_K125,D0,125,HOLD,R2,PA 18:0_22:0,PA,1.8539863003463966e-05,,NOT_COMPUTED,False,False,False,[11]
D0__HOLD_R2_K125,D0,125,HOLD,R2,PA 18:0_22:1,PA,8.577501872184383e-05,,NOT_COMPUTED,False,False,False,[12]
