dataset_id,split,replicate,complexity_condition,global_truth_K,candidate_index,candidate_id,lipid_name,X_hat,candidate_truth,molecular_truth,same_lipid_alternative_candidate,rho_zero,domain,K,reportable_truth
D0__HOLD_R2_K125,HOLD,R2,K125,125,1,PA-H__0076,PA 16:0_24:1,0.001513734046151768,False,False,False,3.9962986416433213e-22,D0,125,False
D0__HOLD_R2_K125,HOLD,R2,K125,125,2,PA-H__0077,PA 16:0_24:2,0.0011616135342500257,False,False,False,0.0,D0,125,False
D0__HOLD_R2_K125,HOLD,R2,K125,125,3,PA-H__0078,PA 16:0_24:3,0.0015323446976929925,True,True,False,1.8680246900982803e-07,D0,125,True
D0__HOLD_R2_K125,HOLD,R2,K125,125,13,PA-H__0119,PA 18:0_22:2,0.0065886005037129325,True,True,False,3.419290096302786e-07,D0,125,True
D0__HOLD_R2_K125,HOLD,R2,K125,125,16,PA-H__0122,PA 18:0_22:5,0.00568743606969319,False,False,False,0.0,D0,125,False
D0__HOLD_R2_K125,HOLD,R2,K125,125,20,PA-H__0127,PA 18:0_24:3,0.0015836775186754716,False,False,False,0.0,D0,125,False
D0__HOLD_R2_K125,HOLD,R2,K125,125,21,PA-H__0128,PA 18:0_24:4,0.002826550775185985,False,False,False,0.0,D0,125,False
D0__HOLD_R2_K125,HOLD,R2,K125,125,24,PA-H__0140,PA 22:0_18:1,0.0034726025601756407,True,True,False,1.2816555708824952e-07,D0,125,True
D0__HOLD_R2_K125,HOLD,R2,K125,125,27,PA-H__0143,PA 18:1_22:3,0.004698361304661841,True,True,False,3.1137811599397883e-07,D0,125,True
D0__HOLD_R2_K125,HOLD,R2,K125,125,35,PA-H__0153,PA 18:1_24:6,0.0020448809536144055,False,False,False,0.0,D0,125,False
D0__HOLD_R2_K125,HOLD,R2,K125,125,36,PA-H__0162,PA 22:0_18:2,0.004441909416995626,False,False,False,1.8170101165125124e-23,D0,125,False
